SECUCODE,SECUNAME,EPSJB,EPSKCJB,YS,YSTZ,YSHZ,SJL,SJLTZ,SJLHZ,BPS,ROEPJ,MGXJJE,XSMLL,LRFP,GXL,NOTICEDATE,REPORTDATE,TYPE,COMPANYCODE
603303,得邦照明,0.5493,0.4058,4031353922.16,24.98308904,-4.5847,210089060.45,-34.08370071,-1.1757,5.81525061,15.47,0.14358594,14.57914245,10派1.3,1.00076982294072,2018-03-10T00:00:00,2017-12-31T00:00:00,1,80154428
300557,理工光科,0.64,0.32,224291012.37,7.98820975,12.7331,35849183.08,-17.7307369,144.1989,8.636979,7.59,-1.66235599,34.89227685,10派2.5,0.6765899864682,2018-03-10T00:00:00,2017-12-31T00:00:00,3,80021480
002286,保龄宝,0.13,0.1,1592996189.38,15.65036544,-2.1998,49621887.64,0.56572444,5.2533,4.12410365,3.27,-0.09994982,13.40154221,10派0.9,0.84348641049672,2018-03-10T00:00:00,2017-12-31T00:00:00,4,80124977
601137,博威合金,0.49,0.46,5757801128.08,35.71151351,1.6657,305551094.9,66.64870275,-12.224,5.29510399,9.49,0.63010834,13.82286766,10派1.5,1.32042253521127,2018-03-10T00:00:00,2017-12-31T00:00:00,1,80166261
002379,宏创控股,0.0426,0.0424,1446495313.47,48.0365323,-3.8621,39431424.72,178.65535258,-43.0123,1.34619874,3.21,-0.09269615,3.67407593,不分配不转增,-,2018-03-10T00:00:00,2017-12-31T00:00:00,4,80139445
002056,横店东磁,0.35,0.3,6010098429.44,27.59152823,2.1698,578042928.12,31.02089251,-1.9395,2.77451589,13.59,0.50644855,23.15095033,10派1,0.997008973080758,2018-03-10T00:00:00,2017-12-31T00:00:00,4,80039912
000514,渝开发,0.0958,0.0952,1040852829.06,52.47785431,78.0109,80796667.87,-34.13036739,-33.0117,3.55971158,2.73,0.71429632,24.32517649,10派0.2,0.290697674418605,2018-03-10T00:00:00,2017-12-31T00:00:00,2,10000856
600346,恒力股份,0.61,0.56,22287966407.02,15.84207186,10.6988,1719330515.23,45.72644276,14.4293,2.53220526,26.71,0.0551968,16.26706349,不分配不转增,-,2018-03-10T00:00:00,2017-12-31T00:00:00,1,10000279
600338,西藏珠峰,1.7054,1.7313,2466526854.28,67.02340874,15.3328,1113644652.55,71.26222664,13.7448,2.60946156,71.24,1.66487785,72.55321768,不分配不转增,-,2018-03-10T00:00:00,2017-12-31T00:00:00,1,10000276
000739,普洛药业,0.22,0.18,5551763065.13,16.33577811,27.8625,256592089.41,-2.39827498,182.2388,2.58797948,9.38,0.17801881,30.83516906,10派0.65,1.12068965517241,2018-03-10T00:00:00,2017-12-31T00:00:00,2,10001053
000910,大亚圣象,1.22,1.19,7048258292.1,7.91383281,18.3011,659188327.99,21.81966148,32.4832,6.29107132,20.59,2.14206303,35.54179729,10派1.2,0.556328233657858,2018-03-10T00:00:00,2017-12-31T00:00:00,2,10001174
600378,天科股份,0.2,0.17,526857527.83,34.55867793,75.6698,58881768.4,117.186157,666.5387,2.67661329,7.64,0.00354705,29.26062217,10派0.6,0.43956043956044,2018-03-10T00:00:00,2017-12-31T00:00:00,1,10000302
600207,安彩高科,0.0105,-0.003,1983925945.07,6.00916307,28.5646,9076621.75,-4.8735114,83.5289,2.20767421,0.48,0.07714202,12.07226331,不分配不转增,-,2018-03-10T00:00:00,2017-12-31T00:00:00,1,10000166
600197,伊力特,0.8012,0.7723,1918812697.07,13.34168876,38.3397,353341996.09,27.65187788,2.0002,4.91632987,17.44,0.77531119,47.72771118,10派2.5,1.16658889407373,2018-03-10T00:00:00,2017-12-31T00:00:00,1,10000157
000026,飞亚达A,0.3196,0.2824,3345809703.98,11.75554656,-0.6801,140216258.28,26.70600085,-92.6399,5.62506246,5.79,1.28766075,40.62266634,10派2,1.89035916824197,2018-03-10T00:00:00,2017-12-31T00:00:00,2,10000615
603103,横店影视,0.8,0.68,2517589726.51,10.38141902,-16.3397,330540137.83,-7.15630702,-75.5797,4.35676553,26.18,1.35032671,23.98296652,10派2.3,0.647887323943662,2018-03-09T00:00:00,2017-12-31T00:00:00,1,80509337
603305,旭升股份,0.59,0.56,738893686.37,29.83611764,7.2578,222118676.95,9.08682789,18.5538,2.86734164,28.05,0.60853365,44.43481629,10派1,0.298953662182362,2018-03-09T00:00:00,2017-12-31T00:00:00,1,80492225
603138,海量数据,0.551,0.4513,518078332.96,10.16445606,5.4643,56889924.49,30.4667063,-44.7801,3.56013537,17.23,0.18203486,21.2412885,10转4派1.6,0.3796867584243,2018-03-09T00:00:00,2017-12-31T00:00:00,1,80422703
300545,联得装备,0.79,0.64,466279150.69,82.01534938,-20.3706,56522457.94,47.07042584,-15.6319,7.0790292,11.63,0.68731509,30.63104187,10转10派2,0.335683115139309,2018-03-09T00:00:00,2017-12-31T00:00:00,3,80319562
300559,佳发安泰,1.02,0.905,192228852.33,15.98644482,271.2211,73140345.95,18.39498569,107.436,8.9522907,11.98,1.21777466,59.12010095,10转9派2,0.414679659962679,2018-03-09T00:00:00,2017-12-31T00:00:00,3,80357704
603518,维格娜丝,1.28,1.26,2564142762.9,244.49597639,65.2655,189937730.2,89.31691813,994.8341,10.77432539,12.28,2.48980571,69.68498579,10派1.58,0.666948079358379,2018-03-09T00:00:00,2017-12-31T00:00:00,1,80180923
000795,英洛华,0.09,0.06,1857102873.76,12.47982045,10.7259,102749259.92,197.12793176,-76.187,1.82942201,5.08,0.08715552,23.33488638,不分配不转增,-,2018-03-09T00:00:00,2017-12-31T00:00:00,2,10001091
601678,滨化股份,0.7,0.69,6465007896.36,32.95984133,23.9739,825761324.98,130.136883,34.3989,4.80736532,15.5,1.05867939,29.38268855,10转3派2.2,2.20661985957874,2018-03-09T00:00:00,2017-12-31T00:00:00,1,80084025
