SECUCODE,SECUNAME,EPSJB,EPSKCJB,YS,YSTZ,YSHZ,SJL,SJLTZ,SJLHZ,BPS,ROEPJ,MGXJJE,XSMLL,LRFP,GXL,NOTICEDATE,REPORTDATE,TYPE,COMPANYCODE
000922,*ST佳电,0.36,0.13,2950473924.51,6.10443477,5.4238,191302394.54,3.07387406,-29.7392,2.64383195,14.2,0.06339404,23.52503365,10派0.18,0.232858990944373,2018-01-11T00:00:00,2012-12-31T00:00:00,8,10001185
000691,亚太实业,0.0035,0.01,37259226.0,-,-30.6296,-3030225.29,92.82512066,-1470.0949,0.1353276,0.77,-0.00220044,20.75235685,不分配不转增,-,2017-11-25T00:00:00,2012-12-31T00:00:00,2,10001010
601519,*ST智慧,-0.134,-0.151,470138437.47,-17.63939768,-0.0379,-273204891.2,-357.96248041,-110.7419,2.08821198,-8.69,-0.18209588,65.70487968,10转3,-,2017-02-17T00:00:00,2012-12-31T00:00:00,1,80134304
603380,易德龙,0.51,0.5,156838613.35,-,-,11681790.1,-,-,2.40290803,22.04,0.90281192,30.31467066,,-,2016-04-01T00:00:00,2012-12-31T00:00:00,1,80492226
603922,金鸿顺,0.92,0.86,908454778.05,-,-,97274685.76,-,-,4.79225568,22.85,0.56038758,24.48103917,,-,2016-04-01T00:00:00,2012-12-31T00:00:00,1,80492229
000565,渝三峡A,0.33,-0.03,509332214.81,2.08391273,22.4228,57803776.29,136.32041498,1861.1259,3.26714836,11.15,0.37074565,22.36910839,10派0.5,0.623441396508728,2016-03-29T00:00:00,2012-12-31T00:00:00,2,10000907
300693,盛弘股份,-,-,69504397.49,-,-,14506484.26,-,-,3.07660964,44.3,0.24566511,69.90984767,,-,2016-03-25T00:00:00,2012-12-31T00:00:00,3,80491317
002888,惠威科技,-,-,192672674.81,-,-,26504472.75,-,-,1.94859164,28.42,0.54819355,38.31883921,,-,2016-03-18T00:00:00,2012-12-31T00:00:00,4,80490045
600025,华能水电,-,-,10292739785.39,15.9431442,-4.7509,2429439639.54,38.86303334,1001.5097,5.05823854,-,1.63628928,53.58163011,,-,2016-03-04T00:00:00,2012-12-31T00:00:00,1,80075711
603882,金域医学,-,-,977201970.84,-,-,44085460.9,-,-,22.50004267,27.6,10.9479479,39.43323554,,-,2016-02-19T00:00:00,2012-12-31T00:00:00,1,80455723
