SECUCODE,SECUNAME,EPSJB,EPSKCJB,YS,YSTZ,YSHZ,SJL,SJLTZ,SJLHZ,BPS,ROEPJ,MGXJJE,XSMLL,LRFP,GXL,NOTICEDATE,REPORTDATE,TYPE,COMPANYCODE
000691,亚太实业,-0.6011,-0.0554,70629853.88,-55.8680337,-99.5125,-194307902.76,-77.77207359,-337.8276,1.0135,-5.58,-0.06033426,-7.4893277,不分配不转增,-,2017-11-25T00:00:00,2008-12-31T00:00:00,2,10001010
600385,山东金泰,-0.18,-0.19,3432301.57,13.7076201,301.4381,-26251602.82,-403.49929776,-81.1622,-1.49,0.0,-0.01091736,42.60888882,不分配不转增,-,2013-08-07T00:00:00,2008-12-31T00:00:00,1,10000308
600545,卓郎智能,0.08,0.06,975279831.34,-5.02553992,49.4799,43260330.42,-3.23662021,-71.8335,2.62,4.55,-0.26007494,21.00490075,10转5派0.5,0.909090909090909,2013-07-11T00:00:00,2008-12-31T00:00:00,1,10001319
603767,中马传动,0.36,-,277807229.66,-,-,27406419.96,-,-,1.51931278,-,1.39170143,26.64333255,,-,2012-10-16T00:00:00,2008-12-31T00:00:00,1,80197066
603799,华友钴业,0.16,-,1776743363.0,-,-,57425236.52,-,-,1.79907141,-,-0.22896571,14.87177407,,-,2012-07-20T00:00:00,2008-12-31T00:00:00,1,80126332
002831,裕同科技,0.6759,-,1406486712.41,-,-,101387531.65,-,-,5.04395681,-,0.83568726,19.12141617,,-,2012-07-20T00:00:00,2008-12-31T00:00:00,4,80304368
603056,德邦股份,-,-,429050000.0,-,-,8180000.0,-,-,-,-,-,48.98263606,,-,2012-07-11T00:00:00,2008-12-31T00:00:00,1,80279273
300316,晶盛机电,0.8,0.71,176215323.48,-,-,79871708.13,-,-,0.93,146.86,7.61274104,48.5980765,,-,2012-04-20T00:00:00,2008-12-31T00:00:00,3,80196979
603123,翠微股份,0.9,0.8,2719376145.49,-,-,134911057.2,-,-,2.48,42.24,2.53987977,20.70386063,,-,2012-04-10T00:00:00,2008-12-31T00:00:00,1,80154282
300313,天山生物,0.141,0.0926,22304249.32,-,-,5112697.74,-,-,0.63,16.32,-0.13847288,57.70496996,,-,2012-04-06T00:00:00,2008-12-31T00:00:00,3,80194810
002916,深南电路,-,-,971075441.0,-,-,87801536.69,-,-,4.26692511,-,1.2208134,25.83576334,,-,2012-03-31T00:00:00,2008-12-31T00:00:00,4,80146737
002052,同洲电子,0.37,0.34,2100672063.33,14.95649717,31.6743,108269490.02,8.69907409,-28.5105,2.68,14.79,-0.04576053,21.4759002,不分配不转增,-,2012-03-30T00:00:00,2008-12-31T00:00:00,4,10002602
002077,大港股份,0.01,-0.11,1058124755.3,-14.86428276,-37.4783,2249954.39,-96.95543989,-465.6821,2.66,0.33,-0.1224279,11.22073956,10派0.5,0.558035714285714,2012-03-24T00:00:00,2008-12-31T00:00:00,4,80080324
300343,联创互联,0.11,0.12,168888419.77,-,-,3424184.85,-,-,1.39,47.1,0.69910666,6.0485732,,-,2012-03-15T00:00:00,2008-12-31T00:00:00,3,80198520
300346,南大光电,0.264,0.15,29487298.63,-,-,9935389.49,-,-,0.98,31.43,0.23597836,55.27161842,,-,2012-03-14T00:00:00,2008-12-31T00:00:00,3,80198537
300306,远方信息,0.36,0.43,52776757.27,-,-,11654177.2,-,-,6.35,17.81,1.96306734,54.22486435,,-,2012-03-12T00:00:00,2008-12-31T00:00:00,3,80193555
002665,首航节能,0.2,0.21,164667822.66,-,-,14846645.21,-,-,1.06,22.33,0.32727702,19.53573264,,-,2012-03-07T00:00:00,2008-12-31T00:00:00,4,80196292
300344,太空板业,0.07,0.07,127196596.13,-,-,4345978.36,-,-,2.26,6.27,-0.05417425,26.16267629,,-,2012-03-06T00:00:00,2008-12-31T00:00:00,3,80127961
300337,银邦股份,0.0,-,695220470.36,-,-,57227179.5,-,-,9.84229645,27.62,0.60867572,14.49637303,,-,2012-03-02T00:00:00,2008-12-31T00:00:00,3,80198376
300302,同有科技,0.13,0.15,113425266.72,-,-,5758435.37,-,-,0.79,17.7,0.91886368,25.44612469,,-,2012-03-02T00:00:00,2008-12-31T00:00:00,3,80195272
002701,奥瑞金,0.0,-,1253750032.0,-,-,96602580.0,-,-,2.86928614,21.25,0.12858139,17.75522116,,-,2012-03-01T00:00:00,2008-12-31T00:00:00,4,80198309
300299,富春股份,0.23,0.23,42330806.86,-,-,11707529.25,-,-,0.49,63.38,0.54951783,59.68273084,,-,2012-02-29T00:00:00,2008-12-31T00:00:00,3,80195470
300339,润和软件,0.44,0.34,60925493.43,-,-,13320158.57,-,-,1.74,28.54,-0.17895508,33.97670682,,-,2012-02-23T00:00:00,2008-12-31T00:00:00,3,80197732
002691,冀凯股份,0.0,-,194743550.23,-,-,44142414.34,-,-,1.96118232,30.49,0.7248198,57.64987086,,-,2012-02-17T00:00:00,2008-12-31T00:00:00,4,80196274
002690,美亚光电,0.0,-,262375268.98,-,-,71383365.23,-,-,4.87649421,15.54,0.66145862,41.69751863,,-,2012-02-15T00:00:00,2008-12-31T00:00:00,4,80078791
300319,麦捷科技,0.26,0.18,67176044.82,-,-,10303888.95,-,-,1.48,17.13,0.31601236,33.88141809,,-,2012-02-10T00:00:00,2008-12-31T00:00:00,3,80196978
603168,莎普爱思,0.37,0.32,146515602.21,-,-,18056894.1,-,-,1.91,21.22,0.22852737,40.58512484,,-,2012-02-08T00:00:00,2008-12-31T00:00:00,1,80142153
002682,龙洲股份,0.6,0.55,785986522.8,-,-,57962786.79,-,-,2.58,27.59,0.76194847,27.63895221,,-,2012-02-03T00:00:00,2008-12-31T00:00:00,4,80196607
002699,美盛文化,0.0,0.0,92756914.02,-,-,9338687.19,-,-,0.41,38.44,0.64193156,27.69573811,,-,2012-02-01T00:00:00,2008-12-31T00:00:00,4,80196444
002685,华东重机,0.0,0.0,258847011.49,-,-,18462315.47,-,-,2.25,21.29,-0.17397652,20.83695677,,-,2012-02-01T00:00:00,2008-12-31T00:00:00,4,80196451
002655,共达电声,0.54,0.54,298485172.15,-,-,48860132.66,-,-,1.5372847,42.31,0.58988801,35.04100682,,-,2012-01-31T00:00:00,2008-12-31T00:00:00,4,80146912
002696,百洋股份,0.0,-,412115123.96,-,-,29044641.98,-,-,2.35592229,31.74,0.56635179,13.43002249,,-,2012-01-30T00:00:00,2008-12-31T00:00:00,4,80166589
300289,利德曼,0.23,0.22,103809747.7,-,-,26162278.38,-,-,0.73,36.6,1.18336265,59.60306111,,-,2012-01-30T00:00:00,2008-12-31T00:00:00,3,80157703
601929,吉视传媒,0.0448,0.0408,550283030.74,-,-,28604144.79,-,-,0.85939759,5.53,0.11507651,38.52656794,,-,2012-01-30T00:00:00,2008-12-31T00:00:00,1,80192405
300290,荣科科技,0.5905,0.5792,98848360.01,-,-,7301702.51,-,-,1.71,54.42,-0.2026233,17.20184192,,-,2012-01-30T00:00:00,2008-12-31T00:00:00,3,80190204
601515,东风股份,1.02,0.69,1192994652.16,-,-,507802922.98,-,-,1.65,75.7,7.25416286,46.22580217,,-,2012-01-20T00:00:00,2008-12-31T00:00:00,1,80193722
601231,环旭电子,0.03,0.3,14331956177.85,-,-,30144380.37,-,-,3.17,0.99,1.71410277,9.56995782,,-,2012-01-19T00:00:00,2008-12-31T00:00:00,1,80193852
