SECUCODE,SECUNAME,EPSJB,EPSKCJB,YS,YSTZ,YSHZ,SJL,SJLTZ,SJLHZ,BPS,ROEPJ,MGXJJE,XSMLL,LRFP,GXL,NOTICEDATE,REPORTDATE,TYPE,COMPANYCODE
002837,英维克,0.49,1.17,518244872.19,23.00998014,9.5529,71805645.78,5.9019111,-4.0198,7.47608849,28.56,0.68517765,37.1222787,10转14.617745派2.923549,1.22529295892707,2018-02-06T00:00:00,2016-12-31T00:00:00,4,80202302
300451,创业软件,0.31,0.25,548645307.54,28.79857671,74.3834,63003453.15,26.81415262,80.8213,3.43546139,9.74,0.56393265,48.94814152,10派1,0.333222259246918,2018-02-06T00:00:00,2016-12-31T00:00:00,3,80052943
002741,光华科技,0.1755,0.15,991714331.83,14.93472946,8.6689,63184248.18,9.02011678,-8.0214,2.20022873,8.31,0.11958551,23.34816619,10派0.5,0.373134328358209,2018-02-06T00:00:00,2016-12-31T00:00:00,4,80198795
300483,沃施股份,0.24,0.2,320664440.97,-16.69510271,189.9851,14764599.4,-36.33527834,49458.7164,6.4737222,3.74,0.30663822,25.03224843,10派0.8,0.238308013106941,2018-02-06T00:00:00,2016-12-31T00:00:00,3,80190988
601058,赛轮金宇,0.16,0.16,11133009151.63,13.95739436,6.2827,362247619.5,87.50050918,-42.3751,1.97577327,8.31,0.51462602,19.16955957,10派0.6,1.64383561643836,2018-02-06T00:00:00,2016-12-31T00:00:00,1,80086113
601965,中国汽研,0.35,0.3,1654689489.8,37.55921744,47.8607,340161354.43,9.41908256,54.7947,4.18234458,8.62,0.47388379,32.96206466,10派1.5,1.57894736842105,2018-02-03T00:00:00,2016-12-31T00:00:00,1,80078488
601313,江南嘉捷,0.4024,0.3578,2417247296.62,-9.1693967,-4.7962,159447357.72,-29.28632439,-29.8169,4.25478177,9.8,0.11365889,31.49389535,10派1.3,1.3903743315508,2018-02-02T00:00:00,2016-12-31T00:00:00,1,80189709
601231,环旭电子,0.37,0.36,23983883716.87,-12.01822508,14.3739,805581752.3,5.8417084,3.0705,3.46284427,11.27,0.73554876,10.78084715,10派1.18,0.815480304077401,2018-02-02T00:00:00,2016-12-31T00:00:00,1,80193852
603703,盛洋科技,0.1,0.11,466329805.34,18.21950196,0.3809,21823411.46,-22.02124736,13.1796,2.67234624,5.24,0.14671303,24.77753884,10派0.24,0.147783251231527,2018-02-01T00:00:00,2016-12-31T00:00:00,1,80277768
002258,利尔化学,0.4,0.38,1982302598.97,33.12340062,18.7535,208347320.8,50.48171514,98.6038,3.87652669,10.98,0.35253869,24.22451286,不分配不转增,-,2018-02-01T00:00:00,2016-12-31T00:00:00,4,80116563
000613,*ST东海A,-0.0073,-0.0112,21708883.51,36.65484622,69.2681,-2661052.49,64.41428146,45.6557,0.20400004,-3.52,0.00759784,52.74542509,不分配不转增,-,2018-02-01T00:00:00,2016-12-31T00:00:00,8,10000949
600170,上海建工,0.28,0.22,133660000000.0,6.55806533,69.1498,2100000000.0,12.02675203,-23.8848,2.97257779,9.85,0.43223072,10.2199611,10转1.9派1.3,3.46666666666667,2018-02-01T00:00:00,2016-12-31T00:00:00,1,10000133
002189,利达光电,0.09,0.08,824310125.51,2.97468991,-1.6818,17322037.0,9.74000351,-54.351,2.69390095,3.27,0.27442185,13.35709976,10派0.2,0.131147540983607,2018-01-31T00:00:00,2016-12-31T00:00:00,4,80100663
000410,*ST沈机,-1.83,-1.87,6243792555.67,-2.1947115,67.0854,-1403329308.89,-119.945852,-70.6155,0.86025846,-103.34,-2.52875087,23.02653288,不分配不转增,-,2018-01-31T00:00:00,2016-12-31T00:00:00,8,10000683
600696,*ST匹凸,-0.72,-0.57,50458580.44,139.75594401,-107.7672,-246339233.78,-140.50713913,-7337.152,0.75719492,-64.65,-1.05544955,8.16199345,不分配不转增,-,2018-01-31T00:00:00,2016-12-31T00:00:00,1,10000503
002793,东音股份,0.55,0.95,637397258.54,9.10378616,2.962,100362781.97,22.71181573,12.0408,6.9833357,17.86,0.72742005,28.75288547,10转10派6,2.54560882477726,2018-01-30T00:00:00,2016-12-31T00:00:00,4,80357736
300320,海达股份,0.1572,0.27,855747906.19,3.25306843,14.8042,82981230.72,26.1824672,16.7046,2.84697259,10.4,0.08646792,29.11894211,10派0.61,0.363961813842482,2018-01-30T00:00:00,2016-12-31T00:00:00,3,80194808
601018,宁波港,0.17,0.16,16325329000.0,-2.03111657,-3.0526,2298920000.0,-12.98752715,-54.9368,2.63,6.82,0.35889961,24.86749272,10派0.68,1.24314442413163,2018-01-30T00:00:00,2016-12-31T00:00:00,1,80141287
600649,城投控股,0.65,0.54,9476525736.85,13.69845497,-18.6765,2094742867.25,-42.62770078,-54.5948,6.98186979,9.62,0.52386988,29.79322512,不分配不转增,-,2018-01-30T00:00:00,2016-12-31T00:00:00,1,10000456
600829,人民同泰,0.3872,0.388,9005558984.02,1.08025861,15.178,224509926.33,61.61530996,-55.5532,2.84153975,14.62,0.07934408,10.02160141,10派5,3.43878954607978,2018-01-30T00:00:00,2016-12-31T00:00:00,1,10000778
603707,健友股份,0.7146,0.369,581913037.5,24.14727111,-8.7977,257239597.81,193.80860419,195.2886,3.65169277,21.37,-0.79662965,42.08631834,,-,2018-01-27T00:00:00,2016-12-31T00:00:00,1,80198713
601966,玲珑轮胎,0.92,0.87,10517808295.14,20.42784636,15.8441,1010219444.83,49.08547768,6.394,6.67303015,16.34,1.99322016,27.84055181,10派1.66,0.771017185322805,2018-01-27T00:00:00,2016-12-31T00:00:00,1,80146880
600592,龙溪股份,0.15,-0.09,612120961.95,1.9928074,21.6186,61744520.15,17.93149524,1487.7838,4.73193039,3.07,-0.07158737,25.3318621,10派1,0.959692898272553,2018-01-27T00:00:00,2016-12-31T00:00:00,1,10000400
603363,傲农生物,0.25,0.24,4978470598.39,24.06756764,13.5449,91375506.77,170.52633229,131.7125,1.31421747,21.39,0.35820102,17.4989241,,-,2018-01-26T00:00:00,2016-12-31T00:00:00,1,80502442
603027,千禾味业,0.6673,0.5888,770860990.83,23.6174394,14.4382,100088565.58,50.43872354,17.3238,5.56512971,13.11,0.43432504,40.96925398,10转10派1.88,1.09302325581395,2018-01-26T00:00:00,2016-12-31T00:00:00,1,80329956
600658,电子城,0.64,0.59,1515539038.14,-16.35699969,628.3246,419954117.36,-19.85933566,976.8705,7.50595675,9.73,-0.5009627,68.06953626,10派1.87,1.44401544401544,2018-01-26T00:00:00,2016-12-31T00:00:00,1,10000465
603758,秦安股份,0.57,0.57,1199586973.48,2.11139942,30.1062,217543883.28,-11.88340642,87.2899,4.36912047,14.07,0.88209907,30.56365375,,-,2018-01-25T00:00:00,2016-12-31T00:00:00,1,80429438
600629,华建集团,0.67,0.4958,4550800000.0,6.63126204,62.458,241400000.0,64.61498345,152.5017,2.7978596,27.71,0.48616475,26.86340863,不分配不转增,-,2018-01-24T00:00:00,2016-12-31T00:00:00,1,10000436
603618,杭电股份,0.21,0.17,3674577251.62,10.11919501,8.0692,140881409.7,0.74417138,-71.4056,3.41087832,7.73,-0.33596358,17.76707538,10派0.5,0.512820512820513,2018-01-23T00:00:00,2016-12-31T00:00:00,1,80151073
601009,南京银行,0.95,1.33,26620668000.0,16.60142786,-8.6151,8261635000.0,18.01364631,-4.0541,6.14,16.25,8.10851401,-,10转4派2.6,3.14389359129383,2018-01-23T00:00:00,2016-12-31T00:00:00,1,80001483
300739,明阳电路,1.41,1.37,816110902.03,29.00653619,-,123134163.37,106.61298528,-,4.79050289,33.1,1.4003492,34.57379285,,-,2018-01-22T00:00:00,2016-12-31T00:00:00,3,80433218
603516,淳中科技,1.17,1.15,219126946.45,29.43781186,-,81339901.63,68.82438543,-,3.44,42.86,0.69976923,63.39757658,,-,2018-01-22T00:00:00,2016-12-31T00:00:00,1,80456364
600621,华鑫股份,0.42,0.21,2434710930.19,66.78888873,244.7892,397786443.76,18.27494008,1055.471,9.57980328,8.08,-0.83948854,63.49632452,不分配不转增,-,2018-01-20T00:00:00,2016-12-31T00:00:00,1,10000428
300536,农尚环境,0.37,0.63,380852522.37,7.6811001,-11.6808,50921911.38,7.19469184,-7.3746,5.24301328,15.19,0.10423229,26.86722298,10转8派1.1,0.605726872246696,2018-01-19T00:00:00,2016-12-31T00:00:00,3,80357708
603968,醋化股份,0.72,0.64,1329909395.91,7.07037821,24.166,147730922.6,42.19540845,33.8316,6.1764391,12.8,0.96278771,20.85545483,10派3.6,1.56657963446475,2018-01-18T00:00:00,2016-12-31T00:00:00,1,80020856
603239,浙江仙通,2.22,2.2,586016284.16,38.23926613,80.5881,150166600.51,71.17096353,204.0324,9.72509278,41.65,1.17659598,46.5610858,10转20派6,1.82592818015825,2018-01-18T00:00:00,2016-12-31T00:00:00,1,80198895
002926,华西证券,0.79,0.51,2710679480.33,-54.90407373,-,1666499975.29,-37.84245364,-,5.66169838,14.93,-4.33106405,-,,-,2018-01-16T00:00:00,2016-12-31T00:00:00,4,80000048
603179,新泉股份,0.95,0.92,1710841686.24,89.64881106,85.575,113672913.58,116.23555495,326.5061,4.96936589,21.14,0.91091613,24.5530633,,-,2018-01-16T00:00:00,2016-12-31T00:00:00,1,80425996
603323,吴江银行,0.45,0.64,2305515000.0,-2.64297539,-3.2524,650290000.0,7.5841098,-48.7124,6.9809913,9.48,2.28142015,-,10转3派0.6,0.5,2018-01-16T00:00:00,2016-12-31T00:00:00,1,80106481
600428,中远海特,0.02,-0.026,5883170356.76,-13.99505564,6.2909,50260945.94,-65.47570487,-40.6892,4.36363486,0.56,0.29765428,10.41952995,不分配不转增,-,2018-01-16T00:00:00,2016-12-31T00:00:00,1,10000327
601952,苏垦农发,0.63,0.56,4084206652.73,-2.25317148,34.7257,505014916.38,3.57202466,53.3071,3.19376504,21.47,0.99675452,19.97733778,,-,2018-01-13T00:00:00,2016-12-31T00:00:00,1,80315343
600018,上港集团,0.2994,0.2633,31360000000.0,6.26328201,15.5454,6940000000.0,5.73906842,186.4061,2.62021457,11.3763,0.08785511,30.07015306,10派1.56,2.36722306525038,2018-01-13T00:00:00,2016-12-31T00:00:00,1,80004767
603023,威帝股份,0.25,0.21,211334454.72,4.02213701,103.5573,90683789.82,13.38260815,22.9488,1.47144886,18.38,0.22329784,56.20385548,10派1,0.877963125548727,2018-01-12T00:00:00,2016-12-31T00:00:00,1,80198806
603766,隆鑫通用,0.416,0.96,8483233407.85,20.45392009,16.584,865593757.75,11.76177357,-5.979,7.19785751,15.47,1.50709453,20.96436541,10转10送5派5,6.36942675159236,2018-01-12T00:00:00,2016-12-31T00:00:00,1,80198804
600908,无锡银行,0.52,0.52,2521649000.0,5.21745952,-8.4762,892768000.0,7.13181718,-13.7396,4.74669379,11.52,1.67257395,-,10派1.5,1.18670886075949,2018-01-10T00:00:00,2016-12-31T00:00:00,1,80066311
600783,鲁信创投,0.5,0.52,185673615.73,-2.63523864,-4.1058,372309029.57,66.14901259,67.2157,5.07531092,10.4,-0.14673216,28.29110747,10派1.5,0.968992248062015,2018-01-10T00:00:00,2016-12-31T00:00:00,1,10000732
603668,天马科技,0.36,0.45,843663373.78,4.33568121,-35.1754,80293463.34,21.57092465,-39.4683,2.86375137,19.13,0.20313857,22.10989114,10转4派0.8,0.480769230769231,2018-01-09T00:00:00,2016-12-31T00:00:00,1,80307270
600549,厦门钨业,0.1605,0.0549,8528390662.6,9.97506109,34.5859,147003334.22,122.18976171,-107.1626,5.9997519,2.23,1.1150193,19.92875924,10派2,0.930665425779432,2018-01-09T00:00:00,2016-12-31T00:00:00,1,10000368
300737,科顺股份,0.63,0.66,1473418297.14,22.83004049,-7.6287,264446344.22,60.36519045,-57.4509,2.75,31.47,0.24855878,49.71408368,,-,2018-01-08T00:00:00,2016-12-31T00:00:00,3,80437091
300738,奥飞数据,1.17,1.08,297809247.58,86.31799255,-,55569696.14,107.32716388,-,4.24,35.4,0.65067343,31.96048622,,-,2018-01-08T00:00:00,2016-12-31T00:00:00,3,80422667
603895,天永智能,1.0897,1.06,381510463.27,29.39614735,-,63091629.13,4.32803018,-,3.96749067,31.84,-0.99987486,33.54409901,,-,2018-01-08T00:00:00,2016-12-31T00:00:00,1,80532669
300267,尔康制药,0.39,0.48,2705821623.19,54.0901648,37.0508,795403732.3,31.56331328,-62.7366,2.40325639,22.0,0.23612148,43.53143441,10派0.2,0.174520069808028,2018-01-05T00:00:00,2016-12-31T00:00:00,3,80180097
601128,常熟银行,0.51,0.5,4475086000.0,28.15600654,6.9497,1040505000.0,7.71228691,7.3508,4.43,11.91,3.07565748,-,10派1.8,1.57618213660245,2018-01-04T00:00:00,2016-12-31T00:00:00,1,80058613
603356,华菱精工,0.64,0.59,571229350.36,-4.0168859,-,63914501.38,24.86879325,-,2.85881308,23.73,0.06973697,26.79038755,,-,2018-01-03T00:00:00,2016-12-31T00:00:00,1,80601204
603506,南都物业,1.13,1.01,577745318.77,22.7254587,-,62964778.66,184.75059389,-,3.97390068,38.93,1.06338061,27.18308002,,-,2018-01-02T00:00:00,2016-12-31T00:00:00,1,80511093
603056,德邦股份,0.44,0.24,17000940583.97,31.5710174,-,379937778.71,12.67584072,-,2.93710995,16.27,0.11082914,13.41229683,,-,2017-12-26T00:00:00,2016-12-31T00:00:00,1,80279273
601828,美凯龙,0.94,0.57,9436081755.29,2.80558307,15.1784,3397183234.32,5.34334715,276.8591,10.09,9.55,1.09934326,72.31088518,,-,2017-12-25T00:00:00,2016-12-31T00:00:00,1,80186156
300358,楚天科技,0.33,0.33,975042976.02,0.02198261,4.6835,119728508.47,-21.94453617,-45.0694,3.6919648,9.08,-0.06708019,44.72802287,10派0.61,0.419821059876118,2017-12-23T00:00:00,2016-12-31T00:00:00,3,80192711
002923,润都股份,1.17,0.99,-,12.7900759,-,-,22.90497909,-,5.30916371,24.68,1.25426563,63.93246121,,-,2017-12-18T00:00:00,2016-12-31T00:00:00,4,80357726
300664,鹏鹞环保,0.657,0.464,-,-13.81626014,-,-,49.79676421,-,5.0093569,14.04,1.34320564,56.14603444,,-,2017-12-18T00:00:00,2016-12-31T00:00:00,3,80357577
