,SECUCODE,SECUNAME,EPSJB,EPSKCJB,YS,YSTZ,YSHZ,SJL,SJLTZ,SJLHZ,BPS,ROEPJ,MGXJJE,XSMLL,LRFP,GXL,NOTICEDATE,REPORTDATE,TYPE,COMPANYCODE
1046,002111,威海广泰,0.26,0.22,505953228.93,29.85511156,10.1742,66963316.29,33.26711731,53.3169,3.68277243,13.9,0.20806308,32.35998436,10派1.5,0.670241286863271,2012-04-19T00:00:00,2010-12-31T00:00:00,4,80089642
1047,002452,长高集团,0.535,0.52,304281502.61,-22.65987468,64.9733,45689613.58,-38.6942912,-26.476,9.57110576,7.69,0.344312,37.1985807,10派1,0.442673749446658,2012-04-19T00:00:00,2010-12-31T00:00:00,4,80144300
1048,002504,*ST弘高,0.39,0.31,208706490.75,28.74201973,-11.3049,32395725.44,39.86951198,-3.2917,6.29974981,11.7,0.49453674,32.00217658,10派2,1.06100795755968,2012-04-19T00:00:00,2010-12-31T00:00:00,8,80127340
1049,002526,山东矿机,0.6799,0.6235,1317310700.92,24.71605266,-2.5658,135984732.17,82.74091974,119.0917,6.88983688,25.6,0.14447223,22.79253484,10派3,1.22448979591837,2012-04-19T00:00:00,2010-12-31T00:00:00,4,80160115
1050,300139,晓程科技,1.42,1.31,236082428.31,6.95746348,154.1552,60099177.26,-5.78770293,16.2035,19.17,21.02,-0.7598849,48.18118137,10派5,1.06632544252506,2012-04-19T00:00:00,2010-12-31T00:00:00,3,80006703
1051,600778,友好集团,0.337,0.35,2916533088.79,45.82319541,45.7731,105106917.82,73.91919707,292.3682,3.33791418,10.64,1.3441441,21.3552044,10派0.5,0.416319733555371,2012-04-19T00:00:00,2010-12-31T00:00:00,1,10000727
1052,000560,昆百大A,0.2811,0.0794,1420652818.36,10.87016603,20.1371,46248037.27,-27.68649755,3134.3975,6.71904318,5.15,4.19134441,28.94900367,不分配不转增,-,2012-04-19T00:00:00,2010-12-31T00:00:00,2,10000902
1053,600345,长江通信,0.46,0.14,790697143.64,40.87702068,15.4521,91440328.08,49.6956347,-29.2068,5.40564259,8.8,-0.19092716,18.38080809,10派2,1.5785319652723,2012-04-19T00:00:00,2010-12-31T00:00:00,1,10000278
1054,600653,申华控股,0.035,-0.0295,7070069687.51,153.8167891,41.344,61176012.21,-43.48486279,271.7303,0.95384113,3.369,0.01353297,6.23842748,不分配不转增,-,2012-04-19T00:00:00,2010-12-31T00:00:00,1,10000460
1055,000737,南风化工,-0.9317,-0.917,2769174364.51,15.88954239,1.531,-511284915.34,23.63127522,-348.9491,0.51800328,-94.8,0.19772748,21.10337553,不分配不转增,-,2012-04-19T00:00:00,2010-12-31T00:00:00,2,10001051
1056,600082,海泰发展,0.1,0.04,842685627.53,3.76884029,-4.6114,66574624.76,-25.92247063,103.2681,2.68112317,3.92,0.10474386,14.42752846,不分配不转增,-,2012-04-19T00:00:00,2010-12-31T00:00:00,1,10000055
1057,600755,厦门国贸,0.39,0.18,33991403187.07,68.59891666,42.7632,525553678.23,41.79581891,1057.6163,4.18910241,12.18,-2.68258132,5.48996101,10转3派1,1.62074554294976,2012-04-19T00:00:00,2010-12-31T00:00:00,1,10000704
1058,600123,兰花科创,2.3008,1.2475,5811572148.3,3.48929556,-5.978,1314234021.8,3.43949977,27.8356,11.45744753,22.17,2.26677084,44.5564969,10派5,1.34553283100108,2012-04-19T00:00:00,2010-12-31T00:00:00,1,10000095
1059,600189,吉林森工,0.17,0.17,1410672250.25,10.74110461,26.3104,52321650.07,351.55564177,422.4201,4.18031482,4.06,-0.93060228,22.26830112,10派1,0.963391136801541,2012-04-19T00:00:00,2010-12-31T00:00:00,1,10000150
1060,600592,龙溪股份,0.31,0.27,670960046.28,45.60344731,-10.3532,93040426.12,28.64334447,0.7997,3.86495748,9.47,0.18498453,28.37586207,10派1,0.816993464052288,2012-04-19T00:00:00,2010-12-31T00:00:00,1,10000400
1061,600179,安通控股,0.04,-0.39,1574764180.88,7.72955425,70.82,16736905.5,107.16236415,645.5385,1.64665096,2.65,0.50598928,0.10876368,不分配不转增,-,2012-04-19T00:00:00,2010-12-31T00:00:00,1,10000141
1062,600135,乐凯胶片,0.0095,-0.0466,732508715.38,8.62567839,12.5689,3243232.55,47.57999092,655.2184,2.88082882,0.33,0.13915841,15.54296318,不分配不转增,-,2012-04-19T00:00:00,2010-12-31T00:00:00,1,10000105
1063,601818,光大银行,0.36,0.36,35529985000.0,46.46314039,0.8232,12790228000.0,67.33529379,-15.2634,2.01,20.99,0.33781476,-,10派0.946,2.86666666666667,2012-04-19T00:00:00,2010-12-31T00:00:00,1,80001066
1073,002505,大康农业,0.323,0.316,382792439.38,34.57660311,-10.6248,40850559.75,34.08859876,-67.3627,7.72351234,15.99,-2.45714918,13.47024952,10转4送2派0.5,0.362844702467344,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80155109
1074,300353,东土科技,0.6221,0.6182,94876530.04,-,-,24953145.22,49.72933378,-,2.8724,41.91,0.62886053,67.38571637,,-,2012-04-18T00:00:00,2010-12-31T00:00:00,3,80129049
1075,002028,思源电气,1.26,0.52,1877233577.53,-0.60216933,30.3091,554353837.56,-35.63174426,53.5836,6.62980619,20.88,0.38502076,41.69392737,10派8,4.76758045292014,2012-04-18T00:00:00,2010-12-31T00:00:00,4,10001417
1076,002008,大族激光,0.3597,0.2549,3109085007.72,59.4103361,6.2072,375668869.33,11916.10807941,-74.569,3.44657643,17.14,0.31797461,40.98149102,10转5派2.5,2.09380234505863,2012-04-18T00:00:00,2010-12-31T00:00:00,4,10001388
1077,002516,旷达科技,0.59,0.57,781881701.61,32.43969141,-10.1676,113738722.18,57.73809448,-18.0797,7.33912283,21.2,0.28348714,33.51748626,10转2.5派1,0.727272727272727,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80158029
1078,002345,潮宏基,0.59,0.61,829962971.53,45.97611496,24.9001,103286549.99,22.18649258,-13.9256,7.38065352,8.45,-1.34384604,35.44309767,10派3.5,1.48809523809524,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80136338
1079,002652,扬子新材,0.72,0.72,1285900627.94,41.65048941,-,57558266.14,53.92485196,-,2.63161406,31.67,0.24067767,11.28636887,,-,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80191162
1080,600635,大众公用,0.13,0.12,3540081160.95,3.64747287,20.21,221404354.88,42.71602057,258.4437,2.27997597,6.65,0.17103983,9.59717596,10派0.5,0.841750841750842,2012-04-18T00:00:00,2010-12-31T00:00:00,1,10000442
1081,600225,*ST松江,0.3,0.07,1774694475.04,13.70615802,1998.7057,185533818.08,40.24233997,1208.1878,1.42923083,23.12,-0.75575015,28.63591867,不分配不转增,-,2012-04-18T00:00:00,2010-12-31T00:00:00,1,10000182
1082,300299,富春股份,0.62,0.62,103375682.47,48.44182996,-,31040190.53,40.04010545,-,2.0206,38.23,0.45800712,60.37845369,,-,2012-04-18T00:00:00,2010-12-31T00:00:00,3,80195470
1083,002574,明牌珠宝,1.2,0.96,4028962563.0,22.12611606,-17.7043,216774588.79,45.58689623,8.2537,3.8140843,0.3749,-0.48867537,12.45734516,,-,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80167812
1084,002651,利君股份,1.6,1.58,1448293132.7,90.22914742,18.0959,576549577.92,109.59678681,15.7615,1.38360379,168.83,0.87332628,53.74400613,,-,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80188845
1085,002459,天业通联,0.54,0.52,1094380380.87,9.03263777,49.9668,99013782.83,21.28420923,183.6213,7.74056269,14.76,-0.79026617,28.65956905,10转3派4,2.5,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80142624
1086,300225,金力泰,1.69,1.6,518110821.72,46.16019422,20.9436,84542872.75,22.77119458,27.0748,4.23,47.37,1.11968887,32.60894367,,-,2012-04-18T00:00:00,2010-12-31T00:00:00,3,80173434
1087,300288,朗玛信息,0.92,0.88,73350078.19,68.92664893,-,36664325.17,185.13187495,-,2.0,59.58,0.90599519,84.90822791,,-,2012-04-18T00:00:00,2010-12-31T00:00:00,3,80188444
1088,300129,泰胜风能,0.64,0.35,567962820.86,12.7607915,9.1363,109217584.46,31.47151367,16.0115,10.89,21.62,-0.40986987,33.92455237,10转8派2,1.03626943005181,2012-04-18T00:00:00,2010-12-31T00:00:00,3,80149682
1089,002629,仁智股份,0.7,0.6,430362844.74,16.86255484,128.062,60257965.52,47.11964612,84.6577,2.76548649,28.33,0.63203215,29.48278585,,-,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80180467
1090,300080,易成新能,0.5925,1.07,1209802822.86,112.0047226,35.3878,148607015.53,52.23576441,-25.1564,13.59,12.35,-0.20439728,21.55340098,10转10派4,1.5748031496063,2012-04-18T00:00:00,2010-12-31T00:00:00,3,80143190
1091,002311,海大集团,0.36,0.34,7697692263.07,46.61028002,-38.9003,211068132.02,36.03716178,-88.7493,7.5711711,9.23,-0.31538612,8.63444949,10转10派2,1.38888888888889,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80133880
1092,300134,大富科技,0.99,0.9,862827528.57,47.25372568,44.4604,250811127.71,79.69423045,0.0973,15.2211,33.36,1.19015991,44.70759172,10派12.3,1.91231343283582,2012-04-18T00:00:00,2010-12-31T00:00:00,3,80153030
1093,002390,信邦制药,0.24,0.21,318627651.23,-5.36351752,25.1831,37757393.98,-19.13084809,4.4557,11.06242919,5.26,0.02881027,65.09225851,10转10派3,1.63576881134133,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80140381
1094,002237,恒邦股份,0.98,1.16,5003679681.72,98.97748529,15.015,188711551.04,26.86488115,32.7968,7.39671846,14.09,-7.37192433,12.00315551,不分配不转增,-,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80113793
1095,300062,中能电气,0.34,0.67,241812023.21,29.17846062,85.4333,48637125.23,18.96744439,48.027,8.4902,10.18,-0.50902837,47.6984131,10转10派2.5,1.81028240405503,2012-04-18T00:00:00,2010-12-31T00:00:00,3,80141021
1096,300163,先锋新材,0.49,0.43,159592762.14,49.40494282,13.3015,28855087.31,50.12535427,123.8473,2.43,22.38,0.65124697,40.67538461,10派3,1.25104253544621,2012-04-18T00:00:00,2010-12-31T00:00:00,3,80161231
1097,000006,深振业A,0.4869,0.4629,2338734540.68,26.47032484,326.5226,481552496.42,47.57665834,971.6992,3.23,21.14,1.42857386,39.61052198,10送3派0.6,1.07913669064748,2012-04-18T00:00:00,2010-12-31T00:00:00,2,10000595
1098,002344,海宁皮城,0.46,0.37,1019872270.34,82.23094807,81.6298,250875288.8,157.67814457,79.453,6.98839496,13.97,4.13363623,48.12105756,10转10派5,2.322340919647,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80122583
1099,601028,玉龙股份,0.75,0.75,2276222017.48,9.25492137,34.0913,178621731.81,0.82420524,75.8125,3.73826173,22.32,-0.42567127,17.2522443,,-,2012-04-18T00:00:00,2010-12-31T00:00:00,1,80097107
1100,300098,高新兴,0.53,0.25,182301159.91,-9.50795947,214.799,40482881.53,-31.08891269,160.6795,11.8487,8.61,-0.39334965,48.00458408,10转3派3,1.23507616303005,2012-04-18T00:00:00,2010-12-31T00:00:00,3,80141020
1101,002630,华西能源,0.75,0.6909,1548416358.41,15.91570568,9.6821,89059569.57,-6.00965305,120.0113,6.36787195,12.97,0.95289204,19.45417401,,-,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80139647
1102,002255,海陆重工,0.98,0.84,1049053839.91,7.10968204,3.9023,126133691.91,16.85803559,-31.5362,8.89691319,11.5,0.46719639,26.04315335,10派2,0.686577411603158,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80116121
1103,002647,民盛金科,0.63,0.55,3872151707.17,47.27048516,6.8935,79291344.69,97.99743771,145.8824,2.9561318,23.72,0.29655478,5.37092237,,-,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80113668
1104,002218,拓日新能,0.22,0.21,587709082.21,156.22935679,-1.2382,96267518.19,188.73487985,9.4027,2.74405244,12.89,0.15594144,34.43135371,10转5派0.5,0.306936771025169,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80106616
1105,002188,巴士在线,0.03,0.01,363994465.44,30.79715946,-17.1811,4511998.38,-68.0829004,-258.2675,2.05817548,1.4,0.36567955,21.8421151,不分配不转增,-,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80100687
1106,002308,威创股份,0.31,0.3,741052125.33,34.05811719,15.0051,201475549.72,44.57598426,18.0039,3.89720568,12.69,0.30663827,57.63341974,10转5派2,1.79856115107914,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80082022
1107,002408,齐翔腾达,1.02,0.96,2458912723.73,81.8590634,57.9404,426988411.71,142.04651688,28.1263,10.03018791,25.53,1.31336026,24.97336301,10转8派5,1.42857142857143,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80140489
1108,002496,辉丰股份,0.82,0.76,792437276.59,14.9231295,-10.5865,100713215.46,-13.45683602,-65.9875,16.07214139,19.74,1.18432505,30.39802458,10转6派6,2.85714285714286,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80128791
1109,300246,宝莱特,1.1,1.08,143634086.59,38.85306291,27.1738,32991289.7,61.68180172,33.9531,2.9897,43.45,1.3327064,48.05281671,,-,2012-04-18T00:00:00,2010-12-31T00:00:00,3,80176886
1110,002195,二三四五,0.4,0.334299,294250120.89,52.49135503,27.257,45202806.42,122.95909023,87.4867,4.09791394,15.81,0.57478887,40.2701073,10转5派1,0.575373993095512,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80053487
1111,002081,金螳螂,0.81,0.81,6639354746.0,61.67156495,32.3259,388643856.71,93.72798719,49.24,3.78113408,37.36,1.06058723,16.89122461,10送5派2,0.479616306954436,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80084553
1112,000519,中兵红箭,0.06,-0.0389,347846419.86,19.62628078,28.5812,11473799.43,211.29860061,2630.4313,1.83386283,3.33,-0.07681773,20.22711585,不分配不转增,-,2012-04-18T00:00:00,2010-12-31T00:00:00,2,10000861
1113,002626,金达威,2.11,2.06,536253185.09,45.73747131,1.5631,141527513.25,169.7588225,0.2241,5.50258473,46.98,2.5455037,48.26407812,,-,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80018831
1114,002544,杰赛科技,0.33,0.24,952061623.41,19.24828868,58.8492,55626179.23,32.59812307,285.6078,4.90587637,19.45,1.30129232,28.02710149,10送10派2.5,1.72057811424639,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80100869
1115,600889,南京化纤,0.338,0.151,1004140026.48,34.35484151,-8.3454,103938305.62,50.38492108,388.5558,2.81798732,12.7,0.83792047,10.79159292,10派0.5,0.533617929562433,2012-04-18T00:00:00,2010-12-31T00:00:00,1,10000838
1116,300213,佳讯飞鸿,0.77,0.7,283852127.65,22.98268052,12.572,48726033.49,29.03347144,-3.388,3.4,25.63,0.36714772,38.26988655,不分配不转增,-,2012-04-18T00:00:00,2010-12-31T00:00:00,3,80102271
1117,002121,科陆电子,0.3591,0.3401,929793622.91,113.87461751,25.5243,131482803.27,67.29855761,-42.4626,4.26878447,11.65,-0.15301722,38.86480109,10转5派0.5,0.29171528588098,2012-04-18T00:00:00,2010-12-31T00:00:00,4,80089817
1118,600867,通化东宝,0.31,0.09,637797301.4,11.14292447,6.5376,178365254.14,128.95413336,26.5266,2.95604738,10.6,0.27896885,61.8296866,10转3.5,-,2012-04-18T00:00:00,2010-12-31T00:00:00,1,10000816
1119,000600,建投能源,0.01,0.006,5410459093.46,14.27846303,1.7715,10376641.62,-85.41609698,-631.2031,3.15549133,0.36,1.14157795,11.81074078,10派0.3,0.5859375,2012-04-18T00:00:00,2010-12-31T00:00:00,2,10000937
1120,600839,四川长虹,0.08,0.0156,41711808864.18,32.59523778,15.989,292253972.55,146.2069001,272.9485,3.4678706,3.01,-0.25937994,16.3160086,10转2.5,-,2012-04-18T00:00:00,2010-12-31T00:00:00,1,10000788
1121,600777,新潮能源,-0.17,-0.17,563970462.84,10.72136307,29.6942,-105341223.12,-934.05087706,-65.9117,1.99843269,-8.05,0.19235191,7.22995204,不分配不转增,-,2012-04-18T00:00:00,2010-12-31T00:00:00,1,10000726
1122,000153,丰原药业,0.1601,0.1063,1074181777.56,12.39791391,-9.2284,41625519.16,81.08928409,-57.8505,2.7443,6.01,0.21167484,26.56333957,不分配不转增,-,2012-04-18T00:00:00,2010-12-31T00:00:00,2,10000664
1123,600767,*ST运盛,-0.099,-0.102,60810194.91,-19.56596586,1564.7808,-33616913.37,-1343.78655884,94.6632,1.07114003,-8.798,0.03857242,46.15902025,不分配不转增,-,2012-04-18T00:00:00,2010-12-31T00:00:00,1,10000716
1124,600763,通策医疗,0.31,0.3,243425129.22,28.18628425,-14.0111,49121542.32,121.81157794,-61.1939,1.60906711,21.05,0.45759477,46.67587981,不分配不转增,-,2012-04-18T00:00:00,2010-12-31T00:00:00,1,10000712
1125,600346,恒力股份,0.02,-0.095,579598435.97,35.60294797,153.9542,4211813.96,225.95300456,4974.4824,1.5907551,1.269,-0.00973774,22.31965307,10派0.15,0.113981762917933,2012-04-18T00:00:00,2010-12-31T00:00:00,1,10000279
1126,000997,新大陆,0.16,0.13,817268483.46,-27.99370901,11.2237,75661325.67,-16.90902061,-9.1294,2.52526213,6.67,-0.157683,38.97072922,不分配不转增,-,2012-04-18T00:00:00,2010-12-31T00:00:00,2,10001245
1127,000723,美锦能源,0.06,0.05,1367852059.58,57.42381231,60.5579,8517388.73,290.07347941,645.5485,3.21815632,1.89,0.33655453,7.57576035,不分配不转增,-,2012-04-18T00:00:00,2010-12-31T00:00:00,2,10001039
1128,600742,一汽富维,2.7,2.68,6182502372.86,73.40018972,37.6833,570563961.47,60.84189252,55.24,10.33172425,29.79,0.79553533,5.92594826,10派3,1.05263157894737,2012-04-18T00:00:00,2010-12-31T00:00:00,1,10000549
1129,600734,实达集团,0.0759,0.0019,1364760313.46,7.54227547,568.8986,26679051.92,-77.0957881,594.6219,0.54134028,16.3164,0.45399058,31.16628414,不分配不转增,-,2012-04-18T00:00:00,2010-12-31T00:00:00,1,10000541
1130,600090,同济堂,0.107,0.053,990520072.46,0.41141964,-41.0857,39358209.56,677.71191788,-125.2568,0.98295951,11.509,0.40074402,36.54941913,不分配不转增,-,2012-04-18T00:00:00,2010-12-31T00:00:00,1,10000063
1131,600520,文一科技,0.0503,0.017,209049173.72,33.9910631,-36.1267,5685812.98,109.44435056,-90.5231,1.8778089,2.71,0.05596134,24.21696778,不分配不转增,-,2012-04-18T00:00:00,2010-12-31T00:00:00,1,10000352
1132,002036,联创电子,0.05,0.02,339630777.52,26.50307141,17.3741,9858955.48,26.68862709,309.2294,1.58862392,3.0,-0.00138036,15.70093562,10派0.5,0.324464633354964,2012-04-18T00:00:00,2010-12-31T00:00:00,4,10001434
1133,600790,轻纺城,0.07,0.11,333623024.2,18.59823635,10.8548,40427197.55,-43.64691658,-141.0306,2.08941136,3.16,0.49335747,54.92894103,不分配不转增,-,2012-04-18T00:00:00,2010-12-31T00:00:00,1,10000739
1134,600423,*ST柳化,0.14,0.14,2087735414.73,34.37150245,-18.9216,56695654.61,164.10378978,-93.7664,3.59152203,4.0,-0.05241541,19.76139641,不分配不转增,-,2012-04-18T00:00:00,2010-12-31T00:00:00,1,10001287
1135,600614,鹏起科技,0.11,-0.07,776144429.31,7.35978851,57.395,64675313.03,-9.68932641,-129.8692,1.35954519,8.74,-0.08108246,17.20243593,不分配不转增,-,2012-04-18T00:00:00,2010-12-31T00:00:00,1,10000421
1136,600539,狮头股份,0.0051,0.0015,446115793.2,-13.27083957,-58.7157,1182845.62,41.23197411,-228.8878,3.82200573,0.13,-0.04955724,14.95729034,不分配不转增,-,2012-04-18T00:00:00,2010-12-31T00:00:00,1,10000366
1137,000766,通化金马,0.03,0.02,169587054.02,0.84637681,2.2471,12018506.2,-59.65719782,-206.0917,1.32710277,2.04,0.06470649,61.17145614,不分配不转增,-,2012-04-18T00:00:00,2010-12-31T00:00:00,2,10001069
1138,000761,本钢板材,0.295,0.327,45687750464.69,28.34439576,-0.7059,925366759.73,159.88688391,-61.9597,4.78646662,6.35,0.82477123,10.79221499,10派1,1.49253731343284,2012-04-18T00:00:00,2010-12-31T00:00:00,2,10001065
1139,000581,威孚高科,2.36,2.34,5371213196.45,74.35515005,5.1387,1340291115.79,199.02210937,142.9952,7.23846667,38.32,0.94516929,27.77799389,10派4.35,1.19571192963167,2012-04-18T00:00:00,2010-12-31T00:00:00,2,10000918
1140,600308,华泰股份,0.079,0.015,7117866508.26,22.14155303,23.9692,92456789.81,-91.55531489,-83.5876,9.35081771,1.53,0.4864314,11.577556,10转7送1派0.12,0.226415094339623,2012-04-18T00:00:00,2010-12-31T00:00:00,1,10000251
1141,600572,康恩贝,0.3,0.22,1891949135.69,27.9326621,13.8575,194968591.61,83.29719932,67.8049,4.46495317,14.98,0.36674252,63.24647972,10转8送2派1,0.927643784786642,2012-04-18T00:00:00,2010-12-31T00:00:00,1,10001350
1142,000590,启迪古汉,0.2323,0.2507,311624913.31,13.69439127,14.022,47153713.61,153.68464949,-14.0718,1.3736043,17.74,0.41855335,57.09191575,不分配不转增,-,2012-04-18T00:00:00,2010-12-31T00:00:00,2,10000927
1143,600468,百利电气,0.1059,0.011,799473800.61,37.20374356,13.131,48318285.73,18.92276934,-42.3282,1.55164495,8.55,0.25194279,22.17280337,不分配不转增,-,2012-04-18T00:00:00,2010-12-31T00:00:00,1,10000332
1144,600220,江苏阳光,0.0351,0.0287,3106315615.9,19.9843447,7.8945,62508929.9,-40.47923326,1479.2027,1.61824493,2.1,0.23892406,14.84667803,不分配不转增,-,2012-04-18T00:00:00,2010-12-31T00:00:00,1,10000178
1150,002083,孚日股份,0.19,0.18,4249582398.18,31.6372996,12.7357,182749919.76,68.96612175,12.6779,2.89088617,6.97,0.88264902,18.70444251,不分配不转增,-,2012-04-17T00:00:00,2010-12-31T00:00:00,4,80088005
1151,600984,建设机械,0.105,-0.105,552798811.32,-0.59312109,117.7399,14796749.07,172.62771339,221.6727,1.922012,4.43,0.14007959,18.78698738,不分配不转增,-,2012-04-17T00:00:00,2010-12-31T00:00:00,1,10001398
1152,002330,得利斯,0.1765,0.1167,1436591754.67,29.30189037,-4.5753,44293168.96,-29.89216215,-27.8096,4.98232886,3.62,-0.12626635,12.42759521,不分配不转增,-,2012-04-17T00:00:00,2010-12-31T00:00:00,4,80135461
1153,603333,明星电缆,0.42,0.42,1191907901.38,30.00067563,-,104955232.25,6.58622229,-,2.26588303,21.78,0.55560278,30.59187446,,-,2012-04-17T00:00:00,2010-12-31T00:00:00,1,80195001
1154,002434,万里扬,0.51,0.37,827139656.87,13.75859702,24.9852,150258809.51,9.24565032,45.9539,10.49662952,13.63,-0.17708733,26.47021515,10派2,0.719424460431655,2012-04-17T00:00:00,2010-12-31T00:00:00,4,80142881
1155,002517,恺英网络,0.56,0.51,354430734.49,8.5436195,30.2827,37871649.77,12.11277574,24.7836,6.641342,19.53,0.10026504,23.12617161,10派3,1.42857142857143,2012-04-17T00:00:00,2010-12-31T00:00:00,4,80158030
1156,002527,新时达,0.53,0.51,501965498.29,23.15391989,-5.1457,80101635.14,25.37637019,-36.8412,5.76801129,22.53,0.1779149,41.7675017,10派1.2,0.636604774535809,2012-04-17T00:00:00,2010-12-31T00:00:00,4,80150195
