SECUCODE,SECUNAME,EPSJB,EPSKCJB,YS,YSTZ,YSHZ,SJL,SJLTZ,SJLHZ,BPS,ROEPJ,MGXJJE,XSMLL,LRFP,GXL,NOTICEDATE,REPORTDATE,TYPE,COMPANYCODE
601828,美凯龙,-,-,2305186664.21,-,-,392182299.72,-,-,8.65541263,-,8.07723083,71.03958191,,-,2013-09-03T00:00:00,2009-12-31T00:00:00,1,80186156
601211,国泰君安,-,-,12348622065.0,-0.66546437,-,6301515970.0,1.60691255,-,4.93338747,-,7.12691733,-,,-,2013-08-22T00:00:00,2009-12-31T00:00:00,1,80000123
600385,山东金泰,0.01,-0.19,5303672.59,54.52233674,211.3442,2056438.34,107.8335725,638.9043,-1.47,0.0,0.02279207,59.48070769,不分配不转增,-,2013-08-07T00:00:00,2009-12-31T00:00:00,1,10000308
600025,华能水电,-,-,4158598016.0,63.92693272,-,537374575.71,23.67589998,-,3.11719197,-,0.42836676,33.80157213,,-,2013-07-18T00:00:00,2009-12-31T00:00:00,1,80075711
000166,申万宏源,0.59,-,8086335797.61,68.99680004,-,3968806039.09,77.46087888,-,2.11364937,-,5.15242445,-,,-,2013-07-11T00:00:00,2009-12-31T00:00:00,2,80000075
600545,卓郎智能,0.25,0.24,1610901070.98,65.17321688,85.9193,155346737.34,259.09743599,107.3241,2.23,11.83,-0.11649308,23.04978796,不分配不转增,-,2013-07-11T00:00:00,2009-12-31T00:00:00,1,10001319
600900,长江电力,0.3128,0.4072,11015033923.14,17.50706524,12.0162,4617254933.62,15.3491717,-62.6874,5.6236,10.18,0.74447461,58.09441901,10转5派3.7027,4.565598027127,2013-07-11T00:00:00,2009-12-31T00:00:00,1,10001317
000930,中粮生化,0.2612,0.2492,5011011162.18,4.35546065,-4.7292,251921290.86,364.1799882,-2.6696,2.2016,12.68,0.61119764,5.16143641,10派0.35,0.446428571428571,2013-06-27T00:00:00,2009-12-31T00:00:00,2,10001192
600903,贵州燃气,-,-,300982023.0,-,-,-,-,-,1.59984206,-,0.39746452,18.87007783,,-,2013-05-07T00:00:00,2009-12-31T00:00:00,1,80131210
601968,宝钢包装,-,-,1360919715.99,-,-,17663998.38,-,-,5.19457306,-,1.71841599,12.55804669,,-,2013-04-23T00:00:00,2009-12-31T00:00:00,1,80305773
300505,川金诺,-,-,179017635.04,-,-,24452044.71,-,-,7.735825,-,2.90909261,42.27093218,,-,2013-04-19T00:00:00,2009-12-31T00:00:00,3,80326324
300567,精测电子,-,-,8743162.5,-,-,4065668.47,-,-,1.39876726,-,-0.7689757,68.67160721,,-,2012-11-05T00:00:00,2009-12-31T00:00:00,3,80303985
601579,会稽山,0.35,-,639339368.71,-,-,95448892.35,-,-,2.17190615,18.66,-0.21720635,41.26887869,,-,2012-10-23T00:00:00,2009-12-31T00:00:00,1,80103750
603166,福达股份,0.22,0.16,949763609.91,-,-,83993839.07,-,-,0.77,28.2,0.5055745,22.69222248,,-,2012-10-23T00:00:00,2009-12-31T00:00:00,1,80189250
603767,中马传动,0.61,-,377857611.42,36.01431895,-,53955797.33,96.87284005,-,2.11394262,-,0.78286995,32.04172361,,-,2012-10-16T00:00:00,2009-12-31T00:00:00,1,80197066
603168,莎普爱思,0.39,0.38,174535451.18,19.12414006,-,19084431.74,5.69055583,-,2.24,18.69,0.58920466,48.89925392,,-,2012-09-28T00:00:00,2009-12-31T00:00:00,1,80142153
002703,浙江世宝,0.25,0.24,365272561.57,-,-,66357025.63,-,-,1.7757336,15.09,0.22005862,37.38007497,,-,2012-09-28T00:00:00,2009-12-31T00:00:00,4,80075918
002702,海欣食品,0.82,0.8,434327089.39,42.80607903,-,43299502.12,53.39695307,-,2.98,31.28,0.19447477,33.49170469,,-,2012-09-17T00:00:00,2009-12-31T00:00:00,4,80161075
002701,奥瑞金,0.0,-,1299462939.0,3.64609418,-,120510877.0,24.74912885,-,3.20793457,20.15,1.00364333,23.85550743,,-,2012-09-12T00:00:00,2009-12-31T00:00:00,4,80198309
300356,光一科技,0.7,0.67,111138628.9,-,-,34891150.79,-,-,1.33,46.89,-0.02702973,54.12289329,,-,2012-09-11T00:00:00,2009-12-31T00:00:00,3,80198429
601016,节能风电,0.092,0.088,402257397.0,-,-,90557323.0,-,-,1.36078448,7.47,0.17675342,62.44864579,,-,2012-09-06T00:00:00,2009-12-31T00:00:00,1,80153949
601326,秦港股份,0.19,0.19,4902320000.0,-,-,824781900.0,-,-,1.81586807,11.09,0.34731586,37.47534025,,-,2012-09-06T00:00:00,2009-12-31T00:00:00,1,80133074
002782,可立克,0.4727,0.4596,354616616.65,-,-,48327336.81,-,-,6.41,45.47,1.37528628,25.24833076,,-,2012-09-03T00:00:00,2009-12-31T00:00:00,4,80125462
603989,艾华集团,0.59,0.55,589924887.77,-,-,84761120.67,-,-,2.23,44.04,0.89450624,30.09817204,,-,2012-08-31T00:00:00,2009-12-31T00:00:00,1,80198778
300355,蒙草生态,0.48,0.31,245653420.14,-,-,32877844.11,-,-,2.75,55.46,-0.7152744,22.21355576,,-,2012-08-31T00:00:00,2009-12-31T00:00:00,3,80198574
002700,新疆浩源,0.0,-,63042292.43,-,-,18087880.13,-,-,4.85,46.97,3.68009905,39.95600183,,-,2012-08-31T00:00:00,2009-12-31T00:00:00,4,80198819
300354,东华测试,0.327,0.3069,43473969.63,-,-,9809661.01,-,-,1.28,27.75,0.21993778,66.52860088,,-,2012-08-30T00:00:00,2009-12-31T00:00:00,3,80198746
300351,永贵电器,0.0,-,122577631.66,-,-,28829740.61,-,-,7.96,44.25,3.09082713,51.71226069,,-,2012-08-28T00:00:00,2009-12-31T00:00:00,3,80198694
002748,世龙实业,0.3513,0.2532,592429857.61,-,-,31616713.1,-,-,3.01,15.14,0.84993043,17.84505852,,-,2012-08-28T00:00:00,2009-12-31T00:00:00,4,80198745
300352,北信源,0.64,0.6,69016621.97,-,-,22562300.34,-,-,1.62,43.35,0.49195498,92.03549032,,-,2012-08-27T00:00:00,2009-12-31T00:00:00,3,80198777
002698,博实股份,0.3,0.28,398688395.17,-,-,106211488.42,-,-,1.05,28.97,3.71719305,45.10963721,,-,2012-08-24T00:00:00,2009-12-31T00:00:00,4,80168601
002699,美盛文化,0.0,-,124867542.45,34.61804305,-,22323854.71,139.04703365,-,1.07,53.24,1.24930325,45.43110234,,-,2012-08-24T00:00:00,2009-12-31T00:00:00,4,80196444
603328,依顿电子,0.82,0.82,1926716306.34,3.75261242,-,328430490.94,85.30516861,-,2.76,35.59,0.98531279,28.43196278,,-,2012-08-23T00:00:00,2009-12-31T00:00:00,1,80122288
002726,龙大肉食,0.69,0.62,1478356453.68,-,-,84787151.18,-,-,3.32585952,27.37,-0.50895561,10.66141879,,-,2012-08-23T00:00:00,2009-12-31T00:00:00,4,80198760
002815,崇达技术,0.0,-,436048151.46,-,-,40950660.36,-,-,7.46321531,27.06,4.89360805,34.10682555,,-,2012-08-23T00:00:00,2009-12-31T00:00:00,4,80198741
603566,普莱柯,0.0,-,266433955.38,-,-,92759042.42,-,-,6.91834473,44.75,1.41825347,72.3279291,,-,2012-08-23T00:00:00,2009-12-31T00:00:00,1,80198768
002728,特一药业,0.35,0.34,202139105.08,-,-,24099883.72,-,-,1.5,25.86,0.32341306,25.10517035,,-,2012-08-20T00:00:00,2009-12-31T00:00:00,4,80198792
600917,重庆燃气,0.31,0.27,3086406818.15,-,-,276496017.0,-,-,1.92863599,18.46,0.44415828,21.94500184,,-,2012-08-17T00:00:00,2009-12-31T00:00:00,1,80076724
002697,红旗连锁,0.0,-,2485877814.17,-,-,120700038.7,-,-,1.04,93.69,52.57122947,23.53148952,,-,2012-08-17T00:00:00,2009-12-31T00:00:00,4,80154367
002696,百洋股份,0.0,-,449703724.05,9.120898,-,37574144.13,29.36686965,-,3.05423027,26.25,0.20159468,15.52416253,,-,2012-08-17T00:00:00,2009-12-31T00:00:00,4,80166589
002695,煌上煌,0.55,0.54,517559410.84,-,-,44969661.92,-,-,2.5,24.45,0.69749437,20.96055846,,-,2012-08-10T00:00:00,2009-12-31T00:00:00,4,80198440
603167,渤海轮渡,0.4706,0.4648,752480216.95,9.87188114,-,179001927.76,4.53845294,-,1.86,26.92,0.6517234,42.35683296,,-,2012-08-10T00:00:00,2009-12-31T00:00:00,1,80158478
600959,江苏有线,0.17,-,2223898073.99,-,-,383588818.62,-,-,1.05510954,-,0.1218708,33.48578961,,-,2012-07-31T00:00:00,2009-12-31T00:00:00,1,80116616
300350,华鹏飞,0.25,0.26,178231258.74,22.12301823,-,15599295.68,45.19750029,-,1.95,20.96,0.08713547,23.81244472,,-,2012-07-31T00:00:00,2009-12-31T00:00:00,3,80189110
300349,金卡智能,1.58,1.02,98975164.01,-,-,16288248.87,-,-,1.42,74.23,0.56613157,51.06679843,,-,2012-07-31T00:00:00,2009-12-31T00:00:00,3,80198474
300348,长亮科技,0.78,0.76,88367678.84,-,-,19414508.08,-,-,8.27,36.53,1.9269318,58.58097993,,-,2012-07-31T00:00:00,2009-12-31T00:00:00,3,80198310
603399,新华龙,0.51,0.47,1714722780.86,-,-,61221927.45,-,-,1.73,22.92,-0.16461665,6.84551375,,-,2012-07-31T00:00:00,2009-12-31T00:00:00,1,80198374
300347,泰格医药,0.23,0.23,62792911.79,-,-,7801022.36,-,-,1.41,20.28,0.73161,38.42305313,,-,2012-07-30T00:00:00,2009-12-31T00:00:00,3,80198739
002694,顾地科技,0.0,-,769216490.9,-,-,44813856.16,-,-,2.66959604,22.09,0.33510937,15.31085818,,-,2012-07-27T00:00:00,2009-12-31T00:00:00,4,80079204
603003,龙宇燃油,0.44,0.43,3720711125.18,-15.95170099,-,65842834.48,25.87583816,-,2.12,23.15,0.24379501,5.64968572,,-,2012-07-27T00:00:00,2009-12-31T00:00:00,1,80149507
002693,双成药业,0.0,-,88182963.83,-,-,32107072.1,-,-,15.58922934,41.22,8.85347675,67.18114979,,-,2012-07-24T00:00:00,2009-12-31T00:00:00,4,80198522
603766,隆鑫通用,0.0,-,4575143396.15,-,-,287889366.68,-,-,2.06375615,21.96,0.99183579,19.68737598,,-,2012-07-23T00:00:00,2009-12-31T00:00:00,1,80198804
603799,华友钴业,0.25,-,1453154432.72,-18.21247441,-,95850637.01,66.91378707,-,2.04618014,-,0.21381463,22.90048358,,-,2012-07-20T00:00:00,2009-12-31T00:00:00,1,80126332
002831,裕同科技,0.8313,-,1430177450.15,1.68439115,-,124701854.74,22.99525663,-,5.41530661,-,3.25833388,22.87081165,,-,2012-07-20T00:00:00,2009-12-31T00:00:00,4,80304368
300346,南大光电,0.182,0.178,28700390.36,-2.66863465,-,6871143.27,-30.8417322,-,1.16,17.06,0.05721511,64.08723251,,-,2012-07-20T00:00:00,2009-12-31T00:00:00,3,80198537
002692,睿康股份,0.0,-,971206623.79,-,-,48787442.08,-,-,1.17526063,28.05,0.20976389,13.66618912,,-,2012-07-20T00:00:00,2009-12-31T00:00:00,4,80196785
601038,一拖股份,0.2984,0.2426,9349371228.0,13.48682002,-,252422877.0,221.28505659,-,3.36281778,9.25,0.39995263,14.30746319,,-,2012-07-16T00:00:00,2009-12-31T00:00:00,1,80037519
603099,长白山,0.0,-,135684300.0,-,-,55633200.0,-,-,23.13739,25.03,9.04644,55.97935797,,-,2012-07-13T00:00:00,2009-12-31T00:00:00,1,80198705
603111,康尼机电,0.79,0.76,521272961.1,-,-,62966164.8,-,-,2.26784961,43.23,0.55801198,41.56018383,,-,2012-07-13T00:00:00,2009-12-31T00:00:00,1,80198802
300345,红宇新材,0.43,0.41,126000552.24,38.07598537,-,30808648.73,120.28933868,-,1.62,31.67,-0.33152039,42.35619792,,-,2012-07-13T00:00:00,2009-12-31T00:00:00,3,80168103
002691,冀凯股份,0.0,-,197849968.2,1.59513266,-,36188573.35,-18.01859076,-,2.5643252,26.66,0.84365151,55.58507491,,-,2012-07-13T00:00:00,2009-12-31T00:00:00,4,80196274
603056,德邦股份,18.51,-,999830348.34,133.03352717,-,77125355.09,842.85275171,-,3.38456001,-,2.52421439,44.01049833,,-,2012-07-11T00:00:00,2009-12-31T00:00:00,1,80279273
300343,联创互联,0.47,0.47,214362943.9,26.92577987,-,14087984.45,311.42593251,-,2.44,69.25,-0.88551406,13.01737144,,-,2012-07-11T00:00:00,2009-12-31T00:00:00,3,80198520
300344,太空板业,0.3671,0.34,218985499.11,72.16301833,-,23381220.91,437.99671727,-,3.03,27.92,1.04811603,34.02987634,,-,2012-07-11T00:00:00,2009-12-31T00:00:00,3,80127961
300390,天华超净,0.2,0.19,93110092.55,-,-,10518519.85,-,-,1.75,16.24,0.56134438,33.87027694,,-,2012-07-11T00:00:00,2009-12-31T00:00:00,3,80198767
603077,和邦生物,0.15,0.14,844372684.7,-,-,44156190.64,-,-,2.16022142,7.05,0.22989196,23.59646739,,-,2012-07-09T00:00:00,2009-12-31T00:00:00,1,80189718
002690,美亚光电,0.0,-,330834656.77,26.09216488,-,95745732.92,34.1289145,-,5.5126577,18.64,1.22959173,43.9314774,,-,2012-07-09T00:00:00,2009-12-31T00:00:00,4,80078791
002773,康弘药业,0.25,0.25,638209500.0,-,-,82447200.0,-,-,1.64,15.3,0.72281933,89.43990962,,-,2012-07-06T00:00:00,2009-12-31T00:00:00,4,80198753
300387,富邦股份,0.0,-,171628255.31,-,-,28649335.21,-,-,9.21639714,48.44,2.07430121,29.39715872,,-,2012-07-06T00:00:00,2009-12-31T00:00:00,3,80198773
300378,鼎捷软件,0.54,0.04,566475898.0,-,-,37941164.2,-,-,1.67651348,12.61,0.49986714,78.10093258,,-,2012-07-06T00:00:00,2009-12-31T00:00:00,3,80168755
300342,天银机电,1.08,1.01,214077546.01,-,-,43900606.87,-,-,2.56,53.64,0.91928175,36.20854152,,-,2012-07-06T00:00:00,2009-12-31T00:00:00,3,80027296
300341,麦迪电气,0.56,0.58,223164613.95,-,-,38364373.1,-,-,1.78,34.19,0.83816838,30.99865224,,-,2012-07-06T00:00:00,2009-12-31T00:00:00,3,80198869
300340,科恒股份,0.83,0.81,255427313.55,13.65386641,-,27085955.9,66.88029445,-,2.85,41.12,0.52931312,23.66569844,,-,2012-07-06T00:00:00,2009-12-31T00:00:00,3,80167143
300405,科隆股份,3.04,0.72,367827897.58,-,-,34927060.4,-,-,1.42,117.65,0.17821222,23.78345967,,-,2012-07-04T00:00:00,2009-12-31T00:00:00,3,80198828
300386,飞天诚信,0.0,-,136617120.66,-,-,17551313.65,-,-,1.81,30.99,-0.20546682,44.51341607,,-,2012-07-02T00:00:00,2009-12-31T00:00:00,3,80198810
002712,思美传媒,0.58,0.78,800120654.97,-,-,41095108.69,-,-,2.85345823,22.89,0.3951344,14.2607776,,-,2012-06-29T00:00:00,2009-12-31T00:00:00,4,80198675
002689,远大智能,0.6,-,988733941.12,-,-,93570039.52,-,-,2.47800143,27.69,1.62334062,27.42201033,,-,2012-06-29T00:00:00,2009-12-31T00:00:00,4,80197890
300337,银邦股份,0.0,-,695309990.11,0.01287645,-,76297520.17,33.32392202,-,5.95349558,25.43,-0.46773254,20.18171362,,-,2012-06-29T00:00:00,2009-12-31T00:00:00,3,80198376
300338,开元股份,0.64,0.62,158550576.1,-,-,22961033.4,-,-,5.29,15.59,0.62233141,47.88824309,,-,2012-06-29T00:00:00,2009-12-31T00:00:00,3,80198308
300339,润和软件,0.93,0.74,106983587.77,75.59740881,-,27860522.13,109.16058907,-,2.68,29.53,1.13233066,47.02151121,,-,2012-06-29T00:00:00,2009-12-31T00:00:00,3,80197732
002905,金逸影视,0.0,-,426671516.02,-,-,42090036.31,-,-,1.30991051,38.28,0.24169785,29.21179479,,-,2012-06-27T00:00:00,2009-12-31T00:00:00,4,80198678
300381,溢多利,0.628,0.58,179871044.78,22.16092699,-,24486139.82,25.49440158,-,3.06,23.0,0.85461669,51.34083514,,-,2012-06-27T00:00:00,2009-12-31T00:00:00,3,80173987
603008,喜临门,0.59,0.57,602285978.54,-,-,70388267.82,-,-,1.51,48.15,0.94103539,44.0876889,,-,2012-06-27T00:00:00,2009-12-31T00:00:00,1,80198015
002688,金河生物,0.3309,0.3237,458751898.81,3.23264825,-,27027763.96,70.31181899,-,2.26,15.59,0.28394298,25.82915359,,-,2012-06-26T00:00:00,2009-12-31T00:00:00,4,80191041
603100,川仪股份,0.43,0.24,2149446509.49,-,-,127736509.13,-,-,2.17,22.3,0.35024862,25.13572828,,-,2012-06-25T00:00:00,2009-12-31T00:00:00,1,80009854
002756,永兴特钢,1.34,1.29,2345555943.55,-,-,201361838.73,-,-,4.8,32.23,1.44958686,12.68059466,,-,2012-06-25T00:00:00,2009-12-31T00:00:00,4,80133663
002687,乔治白,0.6,0.58,302297079.35,-,-,40577308.95,-,-,3.20547069,18.06,0.16624173,50.99549662,,-,2012-06-25T00:00:00,2009-12-31T00:00:00,4,80198381
300379,东方通,0.4,0.22,51833058.38,-,-,15935803.39,-,-,1.44,52.08,0.82309038,96.49707103,,-,2012-06-21T00:00:00,2009-12-31T00:00:00,3,80198451
300359,全通教育,0.35,0.35,63050108.98,-,-,13564851.15,-,-,1.95,60.3,0.60147385,53.39032548,,-,2012-06-21T00:00:00,2009-12-31T00:00:00,3,80198673
300399,京天利,0.0,-,92331911.93,-,-,25542836.8,-,-,2.89,56.69,1.30746997,57.65243188,,-,2012-06-21T00:00:00,2009-12-31T00:00:00,3,80198731
300336,新文化,0.1673,0.0677,59353349.94,-,-,10038635.12,-,-,1.12,13.73,-0.44329579,28.23710948,,-,2012-06-19T00:00:00,2009-12-31T00:00:00,3,80197888
300335,迪森股份,0.15,0.01,49198059.86,-,-,11980251.41,-,-,0.9,18.82,-0.18124101,31.22415931,,-,2012-06-19T00:00:00,2009-12-31T00:00:00,3,80137846
601608,中信重工,0.2,0.15,5681884279.13,-,-,404621564.05,-,-,1.57556077,22.15,0.65956595,19.42997225,,-,2012-06-16T00:00:00,2009-12-31T00:00:00,1,80031365
300365,恒华科技,0.91,0.9,43696026.2,-,-,9086964.24,-,-,2.75,39.45,0.65848084,43.74283744,,-,2012-06-15T00:00:00,2009-12-31T00:00:00,3,80198455
603005,晶方科技,0.0,-,138848800.0,-,-,50907200.0,-,-,1.84,16.15,0.43340178,45.99593227,,-,2012-06-15T00:00:00,2009-12-31T00:00:00,1,80198909
300366,创意信息,0.43,0.34,147851112.22,43.1980111,-,21624029.89,34.00128982,-,1.68,29.6,0.25057151,26.1743024,,-,2012-06-14T00:00:00,2009-12-31T00:00:00,3,80171552
300380,安硕信息,0.0,-,63611219.58,-,-,15962678.13,-,-,6.07310814,42.84,1.94813023,71.78700681,,-,2012-06-13T00:00:00,2009-12-31T00:00:00,3,80198764
300334,津膜科技,0.21,0.15,84416799.46,-,-,16417221.83,-,-,1.54,14.64,-0.03730209,39.85852186,,-,2012-06-13T00:00:00,2009-12-31T00:00:00,3,80198016
002686,亿利达,0.62,0.6,316534454.09,-,-,42009815.31,-,-,2.4,24.76,0.77788645,32.18148194,,-,2012-06-12T00:00:00,2009-12-31T00:00:00,4,80133642
300333,兆日科技,0.26,0.26,62227314.17,-,-,21780453.8,-,-,1.27,21.69,0.39240587,69.65552407,,-,2012-06-11T00:00:00,2009-12-31T00:00:00,3,80197733
300402,宝色股份,0.23,0.18,694074600.0,1.50202082,-,34276400.0,58.76753196,-,1.75,13.84,0.11530464,17.29946608,,-,2012-06-07T00:00:00,2009-12-31T00:00:00,3,80027691
300331,苏大维格,0.57,0.48,150965481.78,1.95271438,-,26607995.14,13.80196224,-,2.29,28.2,0.67235343,31.25299895,,-,2012-06-07T00:00:00,2009-12-31T00:00:00,3,80155184
300332,天壕环境,0.08,0.07,49380451.37,-,-,11083520.76,-,-,1.18,7.95,0.17047637,55.54871675,,-,2012-06-07T00:00:00,2009-12-31T00:00:00,3,80194464
002724,海洋王,0.3432,0.2893,968226497.92,-,-,120116509.63,-,-,1.52,23.08,0.63297501,69.85190855,,-,2012-06-06T00:00:00,2009-12-31T00:00:00,4,80198730
300375,鹏翎股份,0.79,0.76,399290150.93,17.280573,-,55059616.01,27.57781041,-,3.42,26.18,0.4808543,30.70185973,,-,2012-05-31T00:00:00,2009-12-31T00:00:00,3,80169462
300376,易事特,2.02,0.91,472631178.98,-,-,155550872.72,-,-,4.09,66.09,1.62732438,34.15519047,,-,2012-05-31T00:00:00,2009-12-31T00:00:00,3,80083683
300419,浩丰科技,0.47,0.47,106018521.6,-,-,14609778.94,-,-,1.44,39.24,0.94792584,28.5917456,,-,2012-05-31T00:00:00,2009-12-31T00:00:00,3,80198467
300330,华虹计通,0.44,0.36,202757030.83,40.5120086,-,20064804.92,19.56863261,-,1.74,28.84,0.86615091,25.35253615,,-,2012-05-30T00:00:00,2009-12-31T00:00:00,3,80166747
300329,海伦钢琴,0.5,0.43,205219693.2,13.94783105,-,25338005.63,55.83251848,-,2.25,25.23,1.41501413,30.15619556,,-,2012-05-30T00:00:00,2009-12-31T00:00:00,3,80153028
300328,宜安科技,0.4577,0.3872,223531111.62,-,-,38435709.44,-,-,1.47,36.62,0.309647,33.70638572,,-,2012-05-30T00:00:00,2009-12-31T00:00:00,3,80198486
300385,雪浪环境,0.4635,0.4638,225970351.27,-,-,20069033.44,-,-,1.43,38.8,5.8533123,26.79908585,,-,2012-05-25T00:00:00,2009-12-31T00:00:00,3,80198460
300327,中颖电子,0.5421,0.3948,350789815.89,-5.15313121,-,52039076.28,28.94448588,-,1.71,31.99,0.5471419,43.00303743,,-,2012-05-25T00:00:00,2009-12-31T00:00:00,3,80195005
300326,凯利泰,0.5232,0.5121,38771407.38,66.31917179,-,17914098.28,31.78336127,-,1.02,73.89,6.01820028,84.50700112,,-,2012-05-25T00:00:00,2009-12-31T00:00:00,3,80193850
002684,猛狮科技,0.81,0.76,241955518.79,-,-,28520325.84,-,-,4.46,23.41,0.32750699,25.15426054,,-,2012-05-23T00:00:00,2009-12-31T00:00:00,4,80189557
002685,华东重机,0.0,-,339324236.08,31.0906524,-,45257819.89,145.13620712,-,1.49,38.69,0.241418,28.98031405,,-,2012-05-22T00:00:00,2009-12-31T00:00:00,4,80196451
601339,百隆东方,0.84,0.65,3302545779.66,-5.72590023,-,502598236.92,4.43282903,-,3.93,28.73,0.27936218,23.2775587,,-,2012-05-22T00:00:00,2009-12-31T00:00:00,1,80154098
002682,龙洲股份,0.7,0.66,966914960.02,23.01927984,-,67869022.14,17.09068162,-,3.14,26.49,2.45765271,29.20746675,,-,2012-05-22T00:00:00,2009-12-31T00:00:00,4,80196607
002683,宏大爆破,0.62,0.46,1162395686.38,-,-,72885998.54,-,-,3.68,30.5,1.18821781,22.94952923,,-,2012-05-22T00:00:00,2009-12-31T00:00:00,4,80127308
603609,禾丰牧业,0.48,0.38,4948740806.14,-,-,228781373.64,-,-,14.8095709,28.08,2.0766406,10.27374149,,-,2012-05-17T00:00:00,2009-12-31T00:00:00,1,80154151
603023,威帝股份,0.43,0.55,103575875.69,-,-,25524020.68,-,-,1.62,26.72,-0.08678967,56.41783478,,-,2012-05-17T00:00:00,2009-12-31T00:00:00,1,80198806
002838,道恩股份,0.35,0.35,210160964.33,-,-,13487995.31,-,-,1.65,24.03,0.05629248,17.24667851,,-,2012-05-17T00:00:00,2009-12-31T00:00:00,4,80197632
300391,康跃科技,4.94,-,128131531.69,-,-,17770454.88,-,-,19.61791917,26.32,5.93013444,43.59921966,,-,2012-05-17T00:00:00,2009-12-31T00:00:00,3,80198578
300377,赢时胜,0.61,0.59,70425362.08,-,-,25672345.17,-,-,10.42,92.97,4.7752946,82.21056737,,-,2012-05-17T00:00:00,2009-12-31T00:00:00,3,80198507
300546,雄帝科技,0.3967,0.3421,54396342.79,-,-,15869565.12,-,-,1.71,26.32,-0.03485675,55.51180238,,-,2012-05-17T00:00:00,2009-12-31T00:00:00,3,80198438
300322,硕贝德,0.1594,0.158,79532832.6,-,-,10840862.76,-,-,3.61,33.85,0.29364448,35.9915866,,-,2012-05-16T00:00:00,2009-12-31T00:00:00,3,80197730
002680,长生生物,0.67,0.65,221802969.53,-,-,33355455.48,-,-,2.23249136,35.13,1.19850213,34.32697948,,-,2012-05-16T00:00:00,2009-12-31T00:00:00,4,80198380
601965,中国汽研,0.17,0.15,1376632234.83,24.12306297,-,75231749.64,17.77826073,-,1.9,11.41,0.68047482,13.26753838,,-,2012-05-15T00:00:00,2009-12-31T00:00:00,1,80078488
002681,奋达科技,0.0,-,467521956.75,-,-,75513165.25,-,-,8.19,27.6,2.55442899,31.04321177,,-,2012-05-15T00:00:00,2009-12-31T00:00:00,4,80198912
002705,新宝股份,0.4171,0.381,3408574789.11,-,-,152641113.75,-,-,2.3,18.62,1.37388974,16.13231455,,-,2012-05-14T00:00:00,2009-12-31T00:00:00,4,80094962
300324,旋极信息,0.33,0.32,103850118.27,77.21362715,-,12953943.21,211.31323155,-,1.68,22.22,0.55910475,32.33002008,,-,2012-05-14T00:00:00,2009-12-31T00:00:00,3,80188843
300325,德威新材,0.68,0.62,459516316.12,13.17418938,-,39216059.67,37.5969587,-,3.62,20.57,0.47102148,16.54371364,,-,2012-05-14T00:00:00,2009-12-31T00:00:00,3,80156737
002678,珠江钢琴,0.22,0.21,846010304.97,-,-,86418980.55,-,-,1.83,12.62,0.41975072,30.74642869,,-,2012-05-11T00:00:00,2009-12-31T00:00:00,4,80197344
300323,华灿光电,0.17,0.14,100324332.9,-,-,14743564.85,-,-,1.24,17.81,0.0671118,41.42962234,,-,2012-05-11T00:00:00,2009-12-31T00:00:00,3,80198532
