SECUCODE,SECUNAME,EPSJB,EPSKCJB,YS,YSTZ,YSHZ,SJL,SJLTZ,SJLHZ,BPS,ROEPJ,MGXJJE,XSMLL,LRFP,GXL,NOTICEDATE,REPORTDATE,TYPE,COMPANYCODE
000691,亚太实业,0.0129,0.0138,-,-,-324.9932,-42233815.34,-1100.25998821,-2114.5611,0.28777714,2.9,0.00435246,-,不分配不转增,-,2017-11-25T00:00:00,2011-12-31T00:00:00,2,10001010
601519,*ST智慧,0.08,0.07,570829285.17,0.66061043,5.2198,105908770.44,-34.04273419,-33.9766,4.66912069,3.49,0.05606904,71.02347736,10转10派1,1.66389351081531,2017-02-17T00:00:00,2011-12-31T00:00:00,1,80134304
000565,渝三峡A,-0.92,-1.14,498934847.99,14.33059231,6.8617,-159149548.03,-551.08903413,-7018.8192,2.9444732,-26.62,-0.49374734,20.27265384,不分配不转增,-,2016-03-29T00:00:00,2011-12-31T00:00:00,2,10000907
600025,华能水电,-,-,8877402675.38,12.32226394,-37.4877,1749522231.46,1.18523673,-68.509,4.71222311,-,1.303295,46.67559,,-,2016-03-04T00:00:00,2011-12-31T00:00:00,1,80075711
600575,皖江物流,0.31,0.31,30055409337.52,642.18977951,32.4622,324301378.41,1632.26546271,-5.3727,2.89458248,11.31,0.17056666,4.29947828,不分配不转增,-,2015-09-15T00:00:00,2011-12-31T00:00:00,1,10001267
600671,天目药业,0.22,-0.04,277265339.02,18.37468292,11.6076,26439207.05,399.43748348,8352.8564,1.37966534,17.14,-0.05331335,39.62217026,不分配不转增,-,2015-06-12T00:00:00,2011-12-31T00:00:00,1,10000478
300167,迪威迅,0.43,0.42,221679168.32,16.18281396,51.7924,20703387.73,-24.0925943,799.4987,10.5372,4.37,-0.15275129,42.82276893,10转5派2,1.78412132024978,2015-05-22T00:00:00,2011-12-31T00:00:00,3,80054761
002786,银宝山新,0.77,0.71,868063285.26,-,-,63402134.55,-,-,4.33806262,22.07,0.91939351,22.03245911,,-,2015-04-15T00:00:00,2011-12-31T00:00:00,4,80204545
603808,歌力思,0.81,0.91,499125678.06,-,-,96720917.66,-,-,3.09999832,31.68,0.9380933,68.52519793,,-,2015-04-03T00:00:00,2011-12-31T00:00:00,1,80279483
603330,上海天洋,-,-,234563603.53,-,-,8725906.22,-,-,12.58177813,8.35,-0.25388687,20.88068008,,-,2015-03-20T00:00:00,2011-12-31T00:00:00,1,80399127
600068,葛洲坝,0.45,0.434,46539896164.88,27.21415498,-9.972,1550319556.46,12.60832836,-36.6661,3.19158226,14.52,0.32687586,13.79575673,10派1,1.41843971631206,2015-03-09T00:00:00,2011-12-31T00:00:00,1,10000041
603337,杰克股份,0.46,0.44,1347962513.06,-,-,71501453.86,-,-,2.10691219,24.34,0.24025547,23.16150773,,-,2015-03-06T00:00:00,2011-12-31T00:00:00,1,80128769
300678,中科信息,-,-,134525415.46,-,-,21769686.76,-,-,3.05564737,14.78,-0.04921431,33.27186446,,-,2015-03-06T00:00:00,2011-12-31T00:00:00,3,80410733
603020,爱普股份,0.9152,0.808,1247835518.41,-,-,109824109.97,-,-,4.35356545,23.23,0.69269736,26.50646136,,-,2015-03-03T00:00:00,2011-12-31T00:00:00,1,80198751
603199,九华旅游,0.71,0.73,353012436.87,-,-,58527900.09,-,-,4.48154719,17.08,1.64490485,51.61726385,,-,2015-03-03T00:00:00,2011-12-31T00:00:00,1,80080276
601228,广州港,0.12,0.11,4467988667.37,12.40127283,-,604874850.75,43.09378448,-,1.17559518,9.41,0.22610382,41.26376266,,-,2015-02-16T00:00:00,2011-12-31T00:00:00,1,80179506
300575,中旗股份,0.78,0.75,401502700.0,-,-,43033800.0,-,-,3.935584,-,0.46772,23.30910851,,-,2015-02-13T00:00:00,2011-12-31T00:00:00,3,80380760
300425,环能科技,0.88,0.85,213285041.98,-,-,46307719.13,-,-,4.90654498,21.32,-0.06931488,46.23599474,,-,2015-02-02T00:00:00,2011-12-31T00:00:00,3,80200104
603898,好莱客,0.63,0.63,384881132.91,-,-,46294183.38,-,-,1.81698379,43.68,1.0702426,33.40549217,,-,2015-02-02T00:00:00,2011-12-31T00:00:00,1,80202106
