code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
002551,尚荣医疗,医疗保健,深圳,58.11,26867.21,44406.69,315858.03,212861.8,22700.99,82125.25,1.85,0.187,3.93,5.55,20110225
002167,东方锆业,小金属,广东,0.0,47198.51,62094.6,297407.28,117074.6,91927.4,59816.32,0.96,-0.023,1.57,6.78,20070913
600320,振华重工,工程机械,上海,102.89,276833.13,439029.47,5801581.5,2772631.0,1535091.25,552697.88,1.26,0.012,3.36,1.5,20001221
300272,开能环保,环境保护,上海,127.43,20053.77,33182.14,157154.63,70495.02,23000.61,13524.67,0.41,0.03,1.86,8.1,20111102
002750,龙津药业,中成药,云南,102.38,22500.0,40050.0,72331.36,44193.37,25439.65,15630.76,0.39,0.04,1.54,10.65,20150324
002184,海得控制,软件服务,上海,275.25,13438.62,23939.34,192564.88,156746.61,20512.24,55348.13,2.31,0.042,4.62,5.05,20071116
300210,森远股份,专用机械,辽宁,50.1,11521.69,26901.1,182822.95,109118.8,28433.55,40873.65,1.52,0.085,4.45,3.82,20110426
300108,双龙股份,中成药,吉林,45.45,33073.62,63601.46,234132.02,98095.05,46101.8,91118.93,1.43,0.049,2.62,3.37,20100825
300501,海顺新材,广告包装,上海,96.67,1338.0,5338.0,60700.53,46393.6,8402.17,31960.13,5.99,0.68,10.14,11.94,20160204
000065,北方国际,建筑施工,北京,71.02,26700.71,27437.17,738721.0,624569.94,12627.55,91439.47,3.33,0.11599999999999999,7.2,4.56,19980605
300158,振东制药,中成药,山西,78.87,28613.25,29694.0,417842.63,184758.11,100284.43,127776.07,4.3,0.057999999999999996,6.99,2.63,20110107
002732,燕塘乳业,乳制品,广东,44.12,6070.87,15735.0,102304.81,41880.46,26525.66,31940.59,2.03,0.309,5.05,5.4,20141205
300388,国祯环保,环境保护,安徽,150.68,14185.2,30414.63,431551.09,135896.25,22082.96,26778.28,0.88,0.04,3.01,6.96,20140801
300032,金龙机电,元器件,浙江,42.44,58037.51,81406.14,405259.56,225739.97,74609.2,98749.55,1.21,0.105,3.3,5.39,20091225
600466,蓝光发展,区域地产,四川,0.0,87593.92,213610.64,6126035.0,5447577.5,89932.0,200693.95,0.94,-0.045,4.11,2.01,20010212
600422,昆药集团,中成药,云南,33.72,68122.6,78868.85,514000.94,310062.75,61210.88,180926.2,2.29,0.10800000000000001,4.31,3.39,20001206
300360,炬华科技,电器仪表,浙江,38.05,11238.65,36267.75,162485.06,130987.26,7313.55,13948.75,0.38,0.142,3.11,6.94,20140121
002048,宁波华翔,汽车配件,浙江,25.97,46039.19,53004.71,1023477.88,556151.81,186993.63,65784.28,1.24,0.20199999999999999,8.26,2.54,20050603
601618,中国中冶,建筑施工,北京,13.37,1623900.0,1911000.0,34333008.0,27542044.0,2974359.5,1782884.75,0.93,0.071,3.24,1.18,20090921
300185,通裕重工,工程机械,山东,66.8,90441.57,108924.79,933665.0,490802.91,324144.56,333164.09,3.06,0.09,4.61,2.21,20110308
300013,新宁物流,仓储物流,江苏,201.84,18000.0,29779.14,169713.31,77501.11,18625.36,90397.52,3.04,0.02,3.95,4.04,20091030
002181,粤 传 媒,出版业,广东,0.0,114086.52,116105.82,446267.41,227660.16,70616.93,127805.17,1.1,-0.044000000000000004,3.3,2.52,20071116
300218,安利股份,塑料,安徽,105.4,16847.47,21698.69,182645.7,64328.42,100143.43,36064.51,1.66,0.042,4.5,3.98,20110518
002499,科林环保,环境保护,江苏,315.79,12835.7,18900.0,104243.86,63501.1,24694.43,35115.26,1.86,0.018000000000000002,3.71,6.03,20101109
002689,远大智能,运输设备,辽宁,0.0,94197.67,96222.35,250403.67,149807.59,57830.53,13226.44,0.14,-0.040999999999999995,1.38,5.57,20120717
300250,初灵信息,通信设备,浙江,224.95,10762.07,22995.17,189707.69,87549.22,1590.6,120027.8,5.22,0.031,6.65,4.15,20110803
300473,德尔股份,汽车配件,辽宁,61.49,4674.83,10000.0,194174.63,157941.94,25562.36,99233.36,9.92,0.261,15.21,4.22,20150612
300393,中来股份,塑料,江苏,44.24,7691.04,17923.5,170267.06,111711.11,25493.9,33471.5,1.87,0.203,4.86,7.4,20140912
002075,沙钢股份,特种钢,江苏,258.5,220677.06,220677.17,671353.94,284797.22,315478.5,-60860.16,-0.28,0.03,1.08,14.32,20061025
300162,雷曼股份,元器件,深圳,173.0,21808.91,34978.71,125066.22,67878.17,21538.07,62311.76,1.78,0.028999999999999998,3.07,6.48,20110113
002518,科士达,电器仪表,深圳,49.81,42302.28,44540.19,244391.52,179748.3,43024.53,73532.25,1.65,0.11,4.02,5.44,20101207
300102,乾照光电,半导体,福建,2518.59,42374.33,70455.32,330011.34,173754.44,137765.81,150321.69,2.13,0.001,3.48,2.22,20100812
600238,海南椰岛,红黄药酒,海南,0.0,44500.16,44820.0,125219.67,80470.71,24420.03,12748.6,0.28,-0.062,1.94,5.96,20000120
300511,雪榕生物,种植业,上海,45.97,3750.0,15000.0,178832.17,30714.94,107691.11,9749.66,0.65,0.348,6.11,10.47,20160504
603696,安记食品,食品,福建,136.48,3000.0,12000.0,70210.96,49446.18,4650.01,32275.45,2.69,0.076,5.67,7.31,20151209
000835,长城动漫,影视音像,四川,0.0,30289.5,32676.03,144450.22,37819.94,16615.17,10362.99,0.32,-0.059000000000000004,1.34,10.6,19990625
300442,普丽盛,轻工机械,上海,334.87,5889.25,10000.0,127243.06,78557.3,18578.13,52063.42,5.21,0.034,9.74,4.66,20150424
600555,海航创新,旅游景点,海南,0.0,97350.0,130350.0,377350.5,214592.5,9143.32,40388.62,0.31,-0.034,1.31,4.45,20010328
300485,赛升药业,生物制药,北京,46.43,8447.95,24000.0,200530.41,169314.05,9747.21,103049.53,4.29,0.245,8.08,5.63,20150626
000969,安泰科技,钢加工,北京,224.21,86125.57,102600.81,942410.38,401406.66,306287.38,243103.41,2.37,0.015,4.26,3.21,20000529
300074,华平股份,通信设备,上海,0.0,43451.62,52800.0,120702.77,53768.51,38872.6,17145.18,0.32,-0.017,1.97,5.29,20100427
600288,大恒科技,软件服务,北京,0.0,43680.0,43680.0,295984.66,192738.86,37247.23,18708.6,0.43,-0.048,3.36,3.7,20001129
002703,浙江世宝,汽车配件,浙江,144.4,9718.59,31585.78,190704.52,118797.63,46067.01,66001.21,2.09,0.053,4.62,6.66,20121102
300030,阳普医疗,医疗保健,广东,154.39,24140.03,30879.58,136087.2,49008.18,30747.6,39441.05,1.28,0.023,3.0,4.8,20091225
300271,华宇软件,软件服务,北京,103.5,46377.39,64251.96,248637.2,152955.2,7537.06,27835.3,0.43,0.044000000000000004,2.38,7.74,20111026
002323,雅百特,建筑施工,江苏,215.25,26139.19,74572.96,107562.97,84971.07,1393.02,9060.82,0.12,0.015,0.83,15.78,20091218
600097,开创国际,渔业,上海,0.0,20259.78,20259.78,109811.38,43634.55,64314.11,2548.95,0.13,-0.45299999999999996,3.44,5.94,19970619
600346,*ST橡塑,化纤,辽宁,28.74,66778.68,282568.69,1701830.0,895407.31,715840.56,0.0,0.0,0.08,1.26,5.23,20010820
603889,新澳股份,纺织,浙江,34.16,14056.7,32462.0,146967.77,88715.68,39746.35,41289.18,1.27,0.09699999999999999,3.39,3.9,20141231
300322,硕贝德,通信设备,广东,116.98,35896.35,40721.21,204523.23,108004.22,76541.56,2550.17,0.06,0.04,1.17,15.86,20120608
300209,天泽信息,软件服务,江苏,651.27,20331.86,29212.23,100197.75,61317.38,11231.55,53353.98,1.83,0.01,3.7,7.33,20110426
600779,水井坊,白酒,四川,26.86,48854.57,48854.57,186728.81,127366.27,45395.69,39950.6,0.82,0.16,2.78,6.19,19961206
000670,*ST盈方,元器件,湖北,101.43,60016.73,81662.72,79689.11,42529.85,4376.7,18256.45,0.22,0.021,0.71,12.14,19961217
600105,永鼎股份,通信设备,江苏,59.19,76190.92,94499.31,343040.88,187305.77,48237.05,77842.4,0.82,0.048,2.36,4.76,19970929
000721,西安饮食,酒店餐饮,陕西,0.0,43562.41,49905.58,108228.47,39893.96,34296.17,5551.46,0.11,-0.025,1.3,6.64,19970430
002673,西部证券,证券,陕西,58.52,279556.97,279556.97,5317855.0,0.0,18882.95,544138.06,1.95,0.21100000000000002,4.27,5.78,20120503
600963,岳阳林纸,造纸,湖南,364.42,104315.9,104315.9,1520711.75,719895.63,484398.06,405118.97,3.88,0.005,5.01,1.33,20040525
600234,*ST山水,文教休闲,山西,0.0,20244.58,20244.58,48196.21,732.35,87.32,29344.5,1.45,-0.008,0.22,65.94,20000615
000882,华联股份,百货,北京,120.47,188468.69,222608.64,1209022.5,350424.47,6339.6,346308.0,1.56,0.008,2.8,1.43,19980616
600027,华电国际,火力发电,山东,7.25,594005.63,986297.69,20489940.0,2277534.5,13564957.0,1314932.13,1.33,0.184,4.47,1.2,20050203
300477,合纵科技,电气设备,北京,0.0,12036.45,27045.0,155125.77,108519.72,7689.67,23767.6,0.88,-0.05,2.66,7.3,20150610
002708,光洋股份,汽车配件,江苏,107.01,15768.46,47800.19,262305.22,109850.97,74693.81,106806.86,2.23,0.03,3.76,3.38,20140121
300178,腾邦国际,旅游服务,深圳,60.22,52070.44,55548.05,346759.38,258626.84,18278.68,35526.05,0.64,0.075,2.56,7.1,20110215
002425,凯撒股份,服饰,广东,245.9,39387.64,50859.03,265842.19,69735.61,2723.88,120743.75,2.37,0.023,4.59,4.99,20100608
000049,德赛电池,电气设备,深圳,49.77,20524.36,20524.36,279899.66,237611.84,17990.25,817.56,0.04,0.18899999999999997,4.73,7.97,19950320
300243,瑞丰高材,化工原料,山东,96.85,13260.95,20615.23,125334.6,73604.25,25839.15,4169.23,0.2,0.038,2.3,6.45,20110712
600966,博汇纸业,造纸,山东,107.03,133684.42,133684.42,1224588.38,574861.25,576177.81,131503.27,0.98,0.008,2.94,1.15,20040608
002037,久联发展,化工原料,贵州,0.0,32736.82,32736.82,760036.44,398791.22,115529.42,62003.6,1.89,-0.077,5.94,2.62,20040908
000700,模塑科技,汽车配件,江苏,26.28,69738.38,71720.78,458383.94,156535.45,142521.48,55043.96,0.77,0.09699999999999999,3.42,2.97,19970228
603999,读者传媒,出版业,甘肃,185.68,7200.0,28800.0,192059.2,151884.3,29204.94,61648.38,2.14,0.040999999999999995,5.56,5.48,20151210
002318,久立特材,特种钢,浙江,96.61,80915.24,84150.59,367651.5,172746.19,151556.84,67043.18,0.8,0.027999999999999997,2.95,3.67,20091211
600299,安迪苏,化学制药,北京,18.17,52270.76,268190.13,1890834.75,923195.81,609382.5,223245.72,0.83,0.41100000000000003,4.24,3.52,20000420
603726,朗迪集团,机械基件,浙江,117.14,2368.0,9472.0,83887.38,44395.43,30689.28,224.9,0.02,0.14,6.39,7.66,20160421
300266,兴源环境,机械基件,浙江,135.95,40191.78,50856.01,430676.56,225512.59,45860.46,138193.86,2.72,0.079,4.55,9.42,20110927
601107,四川成渝,路桥,四川,10.68,216274.0,305806.0,3320953.25,664344.44,57880.35,184645.59,0.6,0.111,4.2,1.13,20090727
002265,西仪股份,汽车配件,云南,423.96,29102.59,29102.59,79134.18,51158.76,24890.97,14283.32,0.49,0.008,1.66,8.59,20080806
300187,永清环保,环境保护,湖南,314.35,59266.16,64760.48,236502.95,155069.27,10900.6,81540.28,1.26,0.011000000000000001,2.05,6.65,20110308
002307,北新路桥,建筑施工,新疆,264.97,55730.62,55732.71,1215076.25,849456.81,50019.09,50054.09,0.9,0.008,2.67,3.07,20091111
002203,海亮股份,铜,浙江,23.53,146770.84,167140.09,1052055.25,584005.44,90928.5,15611.01,0.09,0.08,2.36,3.19,20080116
002799,环球印务,广告包装,陕西,255.3,2500.0,10000.0,59688.3,26152.26,0.0,0.0,0.0,0.062,4.34,14.69,20160608
600193,创兴资源,装修装饰,上海,2688.24,42537.3,42537.3,39812.37,6785.99,0.99,13649.13,0.32,0.002,0.91,12.89,19990527
600387,海越股份,石油贸易,浙江,0.0,38571.0,38610.0,845572.38,151068.06,531876.44,16950.92,0.44,-0.115,3.01,4.12,20040218
600794,保税科技,仓储物流,江苏,211.71,110277.4,119157.4,312143.0,105055.92,84076.15,15632.9,0.13,0.006,1.57,3.5,19970306
002476,宝莫股份,化工原料,山东,74.51,60431.51,61200.0,162786.7,83247.52,35421.8,20521.75,0.34,0.027999999999999997,1.69,4.88,20100915
002209,达 意 隆,轻工机械,广东,802.34,12837.33,19524.4,160131.27,105383.92,44080.39,22323.7,1.14,0.006,3.38,5.3,20080130
600112,天成控股,电气设备,贵州,293.74,50920.48,50920.48,241742.67,87176.9,35033.96,46326.03,0.91,0.009000000000000001,2.29,4.84,19971127
600438,通威股份,饲料,四川,0.0,163421.92,246113.17,1133112.75,320829.47,537322.75,220716.47,0.9,-0.003,2.09,2.99,20040302
300004,南风股份,电气设备,广东,142.56,32933.58,50921.89,364778.44,126914.42,73064.97,214456.84,4.21,0.033,5.98,3.13,20091030
002446,盛路通信,通信设备,广东,60.25,16802.84,44830.01,294858.41,142688.27,15676.9,155578.75,3.47,0.121,5.26,5.55,20100713
002641,永高股份,塑料,浙江,69.1,67652.7,86400.0,411824.59,192121.13,154998.25,72412.4,0.84,0.03,2.77,3.02,20111208
300439,美康生物,医疗保健,浙江,76.36,11022.07,34762.69,168511.06,114380.52,16185.07,45699.06,1.31,0.11199999999999999,3.9,8.77,20150422
600338,西藏珠峰,铅锌,西藏,35.42,15833.33,65300.73,141852.63,48409.44,56699.86,2236.43,0.03,0.40399999999999997,1.29,22.12,20001227
300290,荣科科技,软件服务,辽宁,298.93,15328.7,32142.96,99846.7,72791.93,6475.98,29541.3,0.92,0.013000000000000001,2.67,5.75,20120216
002793,东音股份,专用机械,浙江,99.39,2500.0,10000.0,54140.86,30410.88,13218.45,7686.92,0.77,0.155,4.73,13.04,20160415
603520,司太立,化学制药,浙江,59.61,3000.0,12000.0,187976.3,86164.0,54307.6,45597.76,3.8,0.28,6.63,7.55,20160309
000823,超声电子,元器件,广东,83.77,53685.69,53696.6,448210.5,255047.97,169749.27,142463.91,2.65,0.027000000000000003,5.31,1.73,19971008
603589,口子窖,白酒,安徽,19.18,29352.43,60000.0,507224.94,327446.06,93023.77,97688.22,1.63,0.451,6.56,5.27,20150629
600526,菲达环保,环境保护,浙江,93.5,40688.94,54740.46,747366.81,582815.5,55903.31,170119.16,3.11,0.036000000000000004,4.68,2.86,20020722
002268,卫 士 通,软件服务,四川,0.0,34438.1,43252.33,244938.84,156251.48,26501.76,29386.5,0.68,-0.099,3.07,10.6,20080811
002191,劲嘉股份,广告包装,深圳,14.69,129555.43,131549.59,616877.75,240903.3,162919.31,32911.96,0.25,0.18100000000000002,3.34,3.18,20071205
000868,安凯客车,汽车整车,安徽,122.19,69556.15,69556.56,665072.94,499464.69,110976.11,38508.65,0.55,0.015,1.86,3.82,19970725
000983,西山煤电,煤炭开采,山西,143.15,315119.78,315120.0,5468371.5,1701832.0,2181772.75,93211.72,0.3,0.035,5.22,1.9,20000726
002795,永和智控,机械基件,浙江,111.36,2500.0,10000.0,42162.85,24870.35,7631.53,3948.48,0.39,0.145,3.02,21.43,20160428
002261,拓维信息,互联网,湖南,54.98,65320.41,111191.47,408368.03,123239.13,20115.01,190480.73,1.71,0.061,3.24,4.17,20080723
000782,美达股份,化纤,广东,139.15,40450.87,52813.96,234955.27,112695.72,98235.1,63823.15,1.21,0.015,2.41,3.55,19970619
300248,新开普,软件服务,河南,350.16,17105.56,31162.42,122349.2,50108.2,15194.62,27404.8,0.88,0.017,2.7,8.98,20110729
600567,山鹰纸业,造纸,安徽,53.6,376693.97,455125.34,1886265.25,711294.38,989513.88,309757.81,0.68,0.013000000000000001,1.64,1.74,20011218
603718,海利生物,生物制药,上海,112.46,30493.4,64400.0,137815.81,79559.34,28737.1,14694.34,0.23,0.15,1.47,12.12,20150515
002260,德奥通航,航空,广东,0.0,26520.0,26520.0,81927.4,39990.65,12467.16,1287.3,0.05,-0.009000000000000001,1.24,20.67,20080716
601519,大智慧,软件服务,上海,0.0,198770.0,198770.0,279515.03,184191.97,10790.58,107622.85,0.54,-0.085,1.24,6.32,20110128
002432,九安医疗,医疗保健,天津,0.0,37200.0,43280.58,76352.86,44314.73,20159.82,30699.64,0.71,-0.033,1.6,10.73,20100610
603318,派思股份,专用机械,辽宁,0.0,10620.0,36570.0,98858.55,68025.36,16453.3,15468.42,0.42,-0.032,1.23,11.63,20150424
002340,格林美,小金属,深圳,86.85,233297.2,291086.97,1693759.75,808474.56,358873.84,427440.81,1.47,0.023,2.26,3.48,20100122
002126,银轮股份,汽车配件,浙江,27.61,60161.89,72108.0,419562.16,222572.05,87160.53,81140.88,1.13,0.078,2.9,2.97,20070418
002163,中航三鑫,装修装饰,深圳,0.0,74215.53,80355.0,655348.19,262941.28,145247.63,58584.05,0.73,-0.004,0.9,7.97,20070823
002422,科伦药业,化学制药,四川,27.18,85441.95,143251.89,2363885.0,957039.13,595006.19,367558.19,2.57,0.145,7.86,2.01,20100603
300217,东方电热,电器仪表,江苏,130.6,87022.14,127349.36,224151.13,166223.02,41304.28,86072.88,0.68,0.008,1.42,3.03,20110518
000516,国际医学,百货,陕西,59.09,193481.25,197104.94,517341.09,249282.52,148367.44,146278.73,0.74,0.027000000000000003,1.71,3.78,19930809
002479,富春环保,火力发电,浙江,48.72,72997.13,79635.0,490290.19,135279.52,231500.59,124889.77,1.57,0.055,3.48,3.1,20100921
000627,天茂集团,保险,湖北,11.59,135357.8,425919.47,11119830.0,2817756.0,51992.0,691747.13,1.62,0.24,2.97,2.91,19961112
002442,龙星化工,化工原料,河北,0.0,19637.75,48000.0,283920.13,129986.36,100287.2,41171.53,0.86,-0.048,2.15,6.38,20100706
600681,百川能源,供气供热,湖北,43.47,24802.69,96415.75,268072.53,146268.05,77183.32,45745.7,0.47,0.17,1.76,6.98,19931018
002588,史丹利,农药化肥,山东,20.13,71136.47,116606.34,618861.0,307503.16,160968.77,31213.15,0.27,0.324,3.34,3.9,20110610
600470,六国化工,农药化肥,安徽,0.0,52160.0,52160.0,636900.06,251805.7,308854.78,126267.7,2.42,-0.065,4.09,1.77,20040305
000925,众合科技,专用机械,浙江,0.0,30551.35,32032.39,378566.47,197980.27,26445.88,96936.4,3.03,-0.061,3.74,4.65,19990611
002322,理工环科,环境保护,浙江,206.77,15821.53,40299.87,320887.31,149042.42,22986.34,190951.77,4.74,0.02,7.12,2.35,20091218
002706,良信电器,电气设备,上海,72.8,7187.12,25884.69,177562.52,125425.47,25370.07,93618.53,3.62,0.09300000000000001,5.53,4.87,20140121
000676,智度投资,互联网,河南,0.0,25100.86,96571.07,32032.52,20655.63,9547.42,6603.71,0.07,-0.006999999999999999,0.44,39.93,19961224
600198,大唐电信,通信设备,北京,0.0,83942.25,88210.84,1397369.88,840777.88,81681.57,369389.81,4.19,-0.171,4.44,4.6,19981021
300279,和晶科技,元器件,江苏,69.0,8279.69,16033.63,229747.97,113187.26,38197.06,128573.45,8.02,0.34,10.02,4.09,20111229
000662,天夏智慧,软件服务,广西,0.0,28798.91,84084.45,485261.59,39426.53,21412.6,382785.72,4.55,-0.001,5.57,4.07,19961216
000819,岳阳兴长,石油加工,湖南,623.17,25839.83,25841.72,81196.31,49933.8,21022.89,8271.12,0.32,0.013000000000000001,2.64,12.46,19970625
300455,康拓红外,运输设备,北京,143.67,8722.0,28000.0,73529.85,61603.94,9311.05,21968.55,0.78,0.04,2.15,10.54,20150515
300403,地尔汉宇,电气设备,广东,38.13,5882.0,13400.0,140326.67,100331.21,19159.92,64369.76,4.8,0.38,9.51,6.09,20141030
300407,凯发电气,电气设备,天津,0.0,13493.01,27200.0,112577.4,87408.42,9776.42,25915.64,0.95,-0.017,2.89,5.84,20141203
002613,北玻股份,专用机械,河南,465.56,36531.98,72090.0,192839.0,112128.86,60143.06,43691.7,0.61,0.004,2.07,3.54,20110830
600099,林海股份,摩托车,江苏,502.42,21912.0,21912.0,60203.17,41310.93,13096.8,19940.75,0.91,0.006,2.16,5.44,19970704
002788,鹭燕医药,医药商业,福建,70.14,3205.0,12816.87,414388.22,365123.44,33476.64,65008.7,5.07,0.46,10.21,5.84,20160218
603026,石大胜华,化工原料,山东,59.77,14042.75,20268.0,213890.52,66390.81,118537.6,42942.15,2.12,0.19699999999999998,6.89,6.84,20150529
000860,顺鑫农业,白酒,北京,18.58,56299.92,57059.0,1775531.38,1283353.5,254765.09,279849.69,4.9,0.307,9.77,2.34,19981104
300011,鼎汉技术,运输设备,北京,0.0,36913.73,52711.55,303905.94,139823.47,48737.71,92902.49,1.76,-0.008,3.92,5.44,20091030
002150,通润装备,机械基件,江苏,62.22,25020.0,25020.0,89243.25,57651.23,25450.4,4534.43,0.18,0.055999999999999994,2.54,5.53,20070810
002426,胜利精密,元器件,江苏,38.91,158983.34,290612.34,1215813.38,628295.94,174656.73,307415.59,1.06,0.066,1.79,5.76,20100608
002215,诺 普 信,农药化肥,深圳,23.64,69321.42,92443.5,355533.25,193198.47,24038.32,16107.9,0.17,0.11699999999999999,2.03,5.45,20080218
002040,南 京 港,港口,江苏,147.35,24587.19,24587.19,109740.4,16017.23,35019.3,20872.77,0.85,0.024,2.74,5.13,20050325
600865,百大集团,百货,浙江,40.52,37624.03,37624.03,176427.36,62843.98,15969.85,23346.42,0.62,0.078,4.01,3.14,19940809
002623,亚玛顿,玻璃,江苏,124.23,15943.15,16000.0,286473.34,130731.07,82138.67,148672.02,9.29,0.067,13.57,2.45,20111013
300053,欧比特,半导体,广东,221.42,44103.64,57790.05,145858.44,72100.59,13291.87,80177.75,1.39,0.018000000000000002,2.18,7.13,20100211
002231,奥维通信,通信设备,辽宁,0.0,25037.5,35680.0,81192.28,71283.53,5265.6,15218.26,0.43,-0.054000000000000006,1.79,7.87,20080512
300042,朗科科技,电脑设备,深圳,92.41,10459.07,13360.0,89459.56,63555.7,4712.22,60245.71,4.51,0.09,6.41,5.21,20100108
300256,星星科技,元器件,浙江,260.59,30237.72,63970.89,645269.31,304279.09,102928.5,292149.38,4.57,0.013999999999999999,5.08,2.92,20110819
300387,富邦股份,化工原料,湖北,53.04,4088.57,12468.0,91487.93,64169.45,5365.31,25134.46,2.02,0.136,5.13,5.64,20140702
300240,飞力达,仓储物流,江苏,78.59,36519.89,36519.89,167247.41,99832.46,36311.6,36711.65,1.01,0.033,2.71,3.85,20110706
603333,明星电缆,电气设备,四川,0.0,52000.5,52000.5,172686.81,94026.99,58157.45,65478.76,1.26,-0.003,2.84,2.62,20120507
002041,登海种业,种植业,山东,29.97,87386.14,88000.0,426055.06,350409.34,55191.8,2931.68,0.03,0.13699999999999998,2.69,6.09,20050418
600257,大湖股份,渔业,湖南,210.11,42705.0,42705.0,152391.09,83731.81,19560.7,12040.44,0.28,0.013000000000000001,1.76,6.37,20000612
300036,超图软件,软件服务,北京,1445.89,30534.16,44957.89,99719.93,53197.16,17199.71,27485.35,0.61,0.004,1.79,12.52,20091225
000418,小天鹅Ａ,家用电器,江苏,17.18,43774.07,63248.78,1492747.0,1333453.13,101157.88,117142.0,1.85,0.501,8.63,3.99,19970328
002290,禾盛新材,家用电器,江苏,178.0,13638.9,21067.19,144978.86,102365.71,25144.72,44511.0,2.11,0.034,4.0,6.01,20090903
002550,千红制药,生物制药,江苏,37.72,81355.88,128000.0,288235.84,215530.17,9732.96,70661.31,0.55,0.055,1.83,4.52,20110218
603101,汇嘉时代,百货,新疆,85.29,6000.0,24000.0,227306.09,65261.41,83402.75,43718.01,1.82,0.2,4.8,5.66,20160506
002357,富临运业,公路,四川,37.44,31324.73,31348.9,296093.69,59190.96,83060.75,17952.39,0.57,0.096,3.22,4.45,20100210
002259,升达林业,家居用品,四川,0.0,60906.12,75232.82,289255.78,120254.61,133634.13,8719.42,0.12,-0.015,1.32,5.75,20080716
300289,利德曼,生物制药,北京,80.16,31184.59,42409.01,162062.17,69442.03,65941.93,26754.02,0.63,0.043,2.84,4.8,20120216
002130,沃尔核材,电气设备,深圳,105.34,38799.8,56938.8,392127.72,126549.88,85263.81,2826.04,0.05,0.036000000000000004,2.98,5.09,20070420
002084,海鸥卫浴,家居用品,广东,106.99,40455.57,45631.62,191038.17,115898.11,47959.62,26294.15,0.58,0.05,2.45,4.35,20061124
300438,鹏辉能源,电气设备,广东,104.4,12674.9,25200.0,142024.05,92498.71,30791.65,42216.44,1.68,0.084,3.37,10.39,20150424
300238,冠昊生物,医疗保健,广东,346.9,18795.31,24676.81,94395.55,28550.3,19794.57,11248.19,0.46,0.063,2.42,17.97,20110706
002755,东方新星,建筑施工,北京,0.0,3514.0,10134.0,67948.92,62928.75,3565.65,14027.8,1.38,-0.052000000000000005,4.96,7.67,20150515
300276,三丰智能,专用机械,湖北,740.44,19391.3,37440.0,90185.82,66789.0,4651.25,4126.95,0.11,0.006,1.59,11.5,20111115
000762,西藏矿业,小金属,西藏,118.8,47595.0,52081.92,305666.16,187161.5,40484.53,158269.72,3.04,0.045,4.08,5.24,19970708
002334,英威腾,电气设备,深圳,113.45,52492.01,74918.14,222828.38,166855.17,19366.14,30230.51,0.4,0.037000000000000005,2.27,3.69,20100113
000760,斯太尔,汽车配件,湖北,0.0,33159.32,78864.46,192585.63,54450.05,21841.63,115008.02,1.46,-0.044000000000000004,1.9,7.25,19970627
002298,中电鑫龙,软件服务,安徽,69.95,35983.17,63291.87,498786.59,247641.7,71427.74,194227.73,3.07,0.115,4.81,3.35,20090929
600880,博瑞传播,广告包装,四川,777.06,73208.15,109333.21,446300.59,142178.88,46672.44,80541.72,0.74,0.005,3.26,2.59,19951115
603019,中科曙光,电脑设备,天津,191.43,35873.08,64302.39,454054.56,265265.66,74146.31,40370.01,0.63,0.047,2.3,15.71,20141106
300371,汇中股份,电器仪表,河北,0.0,3492.69,12000.0,54947.56,33019.4,18304.21,18459.0,1.54,-0.038,4.25,7.04,20140123
000404,华意压缩,专用机械,江西,22.11,55839.6,55962.39,808165.13,627505.44,128177.9,110347.9,1.97,0.226,4.15,2.41,19960619
000576,广东甘化,造纸,广东,0.0,43383.87,44286.12,196241.38,98814.5,64836.44,84164.21,1.9,-0.033,2.67,5.17,19940907
002165,红 宝 丽,化工原料,江苏,40.24,52759.83,60205.8,221064.3,122427.86,63250.76,35059.1,0.58,0.12,2.48,3.42,20070913
600959,江苏有线,影视音像,江苏,46.81,139617.81,388452.97,1874626.63,616484.88,877818.19,735686.06,1.89,0.057999999999999996,3.17,3.4,20150428
600459,贵研铂业,小金属,云南,113.54,26097.76,26097.76,352934.0,248339.02,56913.41,116742.17,4.47,0.061,6.91,4.01,20030516
300430,诚益通,电器仪表,北京,96.75,4132.16,9728.0,89459.77,67264.5,14327.85,28055.83,2.88,0.115,6.4,6.98,20150319
002792,通宇通讯,通信设备,广东,57.69,4500.0,22500.0,262909.03,234115.09,13846.12,80716.18,3.59,0.228,7.68,6.84,20160328
002508,老板电器,家用电器,浙江,34.02,70980.75,73005.67,569332.44,463502.34,84859.46,59769.15,0.82,0.579,4.56,8.65,20101123
300274,阳光电源,电气设备,安徽,37.54,45943.82,78140.96,760204.44,642759.56,28171.22,104684.36,1.34,0.155,4.44,5.24,20111102
002747,埃斯顿,机械基件,江苏,360.67,6000.0,24315.19,81525.53,47800.53,17331.92,21401.32,0.88,0.021,2.07,14.63,20150320
002205,国统股份,其他建材,新疆,0.0,11615.2,11615.2,159314.3,106666.27,41245.34,52237.48,4.5,-0.109,7.66,3.15,20080123
600571,信雅达,软件服务,浙江,172.89,40483.96,43967.92,154941.52,96747.21,5415.77,38902.28,0.88,0.033,2.45,9.24,20021101
300486,东杰智能,专用机械,山西,0.0,8425.86,14138.08,97936.31,72233.21,16918.82,32136.99,2.27,-0.122,5.04,6.81,20150630
