code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
600874,创业环保,环境保护,天津,43.15,10.87,14.27,1064089.75,339254.59,41348.6,39911.5,0.28,0.311,3.32,4.03,19950630,247310.91,1.73,1.26,34.08,41.29,22.63,83084
002717,岭南园林,建筑施工,广东,43.59,1.76,4.14,533730.13,317927.31,16971.43,142528.67,3.44,0.67,6.42,4.28,20140219,74453.75,1.8,35.94,55.29,28.28,10.16,31422
002631,德尔未来,家居用品,江苏,47.5,2.89,6.5,193821.86,91469.88,36704.1,11090.46,0.17,0.294,2.25,6.19,20111111,63242.2,0.97,0.94,17.87,34.23,16.88,46300
300562,乐心医疗,医疗保健,广东,85.51,0.47,1.89,66210.05,51004.37,7215.97,25168.0,1.33,0.426,2.68,13.6,20161116,17228.9,0.91,22.52,60.44,33.05,10.45,11800
002614,蒙发利,医疗保健,福建,47.15,2.9,5.55,448838.91,320879.59,61975.88,113447.72,2.04,0.267,4.52,3.72,20110909,79446.88,1.43,11.73,24.73,36.79,6.29,46195
600892,大晟文化,影视音像,深圳,81.37,0.63,1.4,243552.97,99101.28,1230.58,157581.86,11.27,0.456,11.3,4.38,19960315,-14348.32,-1.03,2530.42,2030.5,79.44,43.48,4677
603232,格尔软件,软件服务,上海,109.6,0.15,0.61,33287.34,22534.4,6124.56,5276.22,0.86,0.07200000000000001,6.46,4.88,20170421,17201.34,2.82,0.0,0.0,64.73,9.17,15369
002860,星帅尔,电气设备,浙江,57.3,0.15,0.76,42118.06,30654.88,8327.33,6480.98,0.85,0.97,5.53,10.06,20170412,18330.65,2.41,16.25,26.29,41.57,25.04,31567
603139,康惠制药,中成药,陕西,67.44,0.25,1.0,64216.73,50646.03,5408.14,11689.55,1.17,0.094,7.17,3.54,20170421,31171.68,3.12,0.0,0.0,57.76,15.94,27316
603881,数据港,互联网,上海,128.43,0.53,2.11,108636.36,24827.35,51951.32,4575.37,0.22,0.27,2.5,18.54,20170208,18443.53,0.88,0.0,0.0,40.52,19.59,50979
600072,中船科技,船舶,上海,0.0,4.78,7.36,217742.22,120658.36,70286.86,44359.17,0.6,-0.087,2.34,9.25,19970603,7151.72,0.1,-34.42,-41.92,0.49,-14.33,70133
300642,透景生命,医疗保健,上海,74.47,0.15,0.6,35282.6,22155.84,9853.07,6551.31,1.09,0.21100000000000002,6.7,9.39,20170421,17194.35,2.87,0.0,0.0,82.18,28.92,12
600714,金瑞矿业,煤炭开采,青海,59.41,2.85,2.88,71225.15,32560.4,7714.16,30016.33,1.04,0.2,2.04,5.81,19960606,-2709.43,-0.09,-59.31,258.93,2.5,43.2,24216
600242,中昌数据,水运,广东,202.29,2.67,4.18,213329.02,118847.72,7768.28,164586.88,3.94,0.1,3.28,5.0,20001207,-72446.7,-1.73,223.46,88.56,16.0,2.58,11514
600149,廊坊发展,综合类,河北,0.0,3.8,3.8,21859.71,4967.85,2795.65,10597.37,0.28,-0.04,0.51,38.49,19991014,-33930.4,-0.89,275.67,-663.01,25.01,-92.69,100404
300629,新劲刚,矿物制品,广东,312.41,0.17,0.67,49893.93,38051.06,8894.49,14686.15,2.2,0.06,4.92,11.18,20170324,10350.95,1.55,0.0,0.0,30.86,6.96,30713
603803,瑞斯康达,通信设备,北京,46.5,0.57,4.21,272469.63,226110.3,27243.55,1860.82,0.04,0.141,4.45,5.91,20170420,108473.65,2.58,0.0,0.0,56.57,12.43,52523
603628,清源股份,电气设备,福建,106.63,0.68,2.74,117525.67,97856.28,13912.67,11301.3,0.41,0.17800000000000002,2.6,9.72,20170112,20116.61,0.73,0.0,0.0,27.51,9.38,68468
002282,博深工具,轻工机械,河北,321.19,1.88,3.38,102946.56,56167.28,24796.61,30876.9,0.91,0.012,2.39,6.57,20090821,13199.36,0.39,4.36,6.87,32.48,3.41,18571
300640,德艺文创,文教休闲,福建,43.18,0.2,0.8,17303.88,13231.92,1846.25,875.69,0.11,0.556,1.92,12.47,20170417,2962.93,0.37,4.81,39.49,23.7,12.59,36834
300638,广和通,通信设备,深圳,64.01,0.2,0.8,27532.1,26171.13,886.96,934.7,0.12,0.504,2.38,13.57,20170413,6407.91,0.8,5.58,15.47,28.23,11.71,36728
603797,联泰环保,环境保护,广东,71.12,0.53,2.13,240982.3,13236.45,519.81,26162.51,1.23,0.065,4.45,4.14,20170413,27277.73,1.28,0.0,0.0,57.71,30.76,49067
300604,长川科技,专用机械,浙江,115.23,0.19,0.76,26739.76,22913.82,446.57,9503.65,1.25,0.055,3.82,6.63,20170417,5872.1,0.77,0.0,0.0,54.38,20.45,35160
300641,正丹股份,化工原料,江苏,47.12,0.72,2.88,94441.56,70094.81,19051.0,3939.23,0.14,0.132,2.69,9.25,20170418,28954.4,1.01,0.0,0.0,22.68,13.23,123092
000856,冀东装备,机械基件,河北,648.19,2.27,2.27,165711.94,130476.27,7718.7,38870.01,1.71,0.011000000000000001,1.3,21.78,19980813,-35662.0,-1.57,111.19,110.6,9.2,0.6,12229
002457,青龙管业,塑料,宁夏,0.0,2.54,3.35,281628.34,169270.11,44105.59,82078.68,2.45,-0.018000000000000002,5.34,3.8,20100803,55606.66,1.66,38.51,-367.37,32.34,-4.79,28643
600313,农发种业,种植业,北京,306.73,9.94,10.82,417044.19,253008.97,70882.53,47319.3,0.44,0.015,1.6,3.71,20010119,16426.42,0.15,5.23,12.71,5.55,0.54,30766
002307,北新路桥,建筑施工,新疆,243.32,5.57,5.57,1537082.38,998147.31,50664.03,74364.25,1.33,0.07200000000000001,3.16,5.54,20091111,38978.95,0.7,27.6,19.33,9.49,0.62,60065
601890,亚星锚链,船舶,江苏,165.69,9.59,9.59,382271.16,283281.94,62850.08,138463.2,1.44,0.05,3.05,3.65,20101228,52673.75,0.55,-25.92,-23.28,26.9,5.75,159550
002008,大族激光,电器仪表,深圳,36.58,9.9,10.66,955620.13,564338.81,154080.16,78972.63,0.74,0.594,4.85,5.97,20040625,286387.41,2.69,17.21,3.51,39.99,12.69,58470
603888,新华网,互联网,北京,72.35,0.52,2.08,328287.13,245642.52,8808.44,160151.69,7.71,1.7,11.36,8.6,20161028,44771.3,2.16,36.47,6.78,50.32,20.58,41859
600685,中船防务,船舶,广东,764.66,5.49,14.14,4626858.5,3057749.0,1090671.38,686786.63,4.86,0.05,7.32,5.26,19931028,117365.76,0.83,-8.5,-27.56,7.01,0.31,56528
002043,兔 宝 宝,其他建材,浙江,72.59,7.15,8.28,208467.95,130751.31,18673.61,43043.48,0.52,0.057999999999999996,1.97,8.51,20050510,30897.55,0.37,73.22,122.33,16.74,7.06,43371
603826,坤彩科技,染料涂料,福建,62.24,0.9,3.6,84754.18,29660.25,36664.62,3284.83,0.09,0.302,1.82,10.33,20170414,16668.35,0.46,24.67,8.22,46.91,26.64,85721
600908,无锡银行,银行,江苏,37.17,1.85,18.48,12973243.0,0.0,93635.6,97489.0,0.53,0.129,4.83,3.96,20160923,49123.3,0.27,13.53,10.46,0.0,35.32,44822
300633,开立医疗,医疗保健,深圳,73.78,0.4,4.0,101456.81,79109.56,4121.85,7478.93,0.19,0.322,2.0,11.91,20170406,22939.65,0.57,4.89,21.78,64.99,17.92,71423
300589,江龙船艇,船舶,广东,119.32,0.22,0.87,48683.78,25470.63,0.0,0.0,0.0,0.233,2.35,15.76,20170113,0.0,0.0,51.04,72.36,19.77,7.16,39800
603138,海量数据,软件服务,北京,147.66,0.21,0.82,40168.92,33864.15,1368.15,982.8,0.12,0.532,2.7,29.1,20170306,8232.1,1.0,20.22,20.58,20.52,9.27,20596
600230,沧州大化,农药化肥,河北,25.67,2.94,2.94,374649.66,93723.68,233122.42,64217.56,2.18,1.261,5.13,6.32,20000406,37306.12,1.27,64.06,160.83,33.47,12.6,12953
603966,法兰泰克,机械基件,江苏,85.12,0.4,1.6,77415.3,56529.23,15081.79,14733.8,0.92,0.47,4.3,7.05,20170125,21348.32,1.33,-2.01,5.72,25.1,10.52,38467
600150,中国船舶,船舶,上海,0.0,13.78,13.78,5170423.0,3601232.75,1132721.63,462036.56,3.35,-0.317,12.42,2.36,19980520,1049208.25,7.61,-20.52,-355.48,9.65,-2.51,135039
600529,山东药玻,玻璃,山东,35.31,2.57,3.04,317373.88,174468.97,121057.1,58580.33,1.93,0.428,9.01,2.24,20020603,123067.45,4.05,10.45,14.62,32.94,8.97,21578
603969,银龙股份,其他建材,天津,58.63,1.53,4.0,175103.41,129220.38,25552.6,67153.43,1.68,0.36200000000000004,3.98,5.33,20150227,45242.01,1.13,6.27,12.76,23.59,9.76,28429
603633,徕木股份,元器件,上海,83.59,0.3,1.2,104335.06,61982.48,33111.55,19770.26,1.64,0.53,5.56,6.19,20161117,31434.81,2.61,7.85,26.7,37.55,14.56,20953
300611,美力科技,机械基件,浙江,82.22,0.22,0.89,82386.65,53873.71,11518.75,36079.82,4.03,0.16,7.36,5.99,20170220,18915.93,2.11,0.0,0.0,35.11,12.4,15341
300337,银邦股份,铝,江苏,490.46,7.08,8.22,253193.67,99243.05,131650.94,57138.86,0.7,0.013000000000000001,1.87,4.41,20120718,10426.67,0.13,8.97,117.15,6.1,0.92,17950
603007,花王股份,建筑施工,江苏,85.28,0.33,1.33,150699.56,103219.88,1391.21,37764.8,2.83,0.65,6.25,7.36,20160826,28254.86,2.12,-5.18,6.11,32.32,14.08,23309
000668,荣丰控股,区域地产,上海,0.0,1.47,1.47,196979.73,194050.31,432.26,8046.56,0.55,-0.273,4.12,3.9,19961210,26628.69,1.81,-44.11,-536.58,64.67,-1026.45,7583
000605,渤海股份,水务,北京,169.92,1.23,2.52,346469.44,71213.31,109560.4,49125.07,1.95,0.22,5.37,5.35,19960913,31637.39,1.26,4.93,-6.2,22.91,5.33,20785
600719,大连热电,供气供热,辽宁,266.1,4.05,4.05,166481.67,61667.55,78086.88,10217.32,0.25,0.034,1.8,4.97,19960716,5520.41,0.14,3.36,27.74,16.99,1.92,30900
300008,天海防务,船舶,上海,69.83,2.06,3.84,380008.47,187169.59,30288.8,213292.8,5.55,0.43,7.56,3.47,20091030,34806.76,0.91,34.16,159.92,17.85,8.99,36791
300588,熙菱信息,软件服务,新疆,847.93,0.25,1.0,64203.13,59524.98,591.96,9428.6,0.94,0.015,3.05,16.39,20170105,10294.96,1.03,0.0,0.0,20.2,1.2,11629
600132,重庆啤酒,啤酒,重庆,62.44,4.84,4.84,336565.97,133218.13,111458.72,0.0,0.0,0.374,2.54,9.19,19971030,50914.46,1.05,-3.85,375.57,39.31,5.66,28150
603903,中持股份,环境保护,北京,120.91,0.26,1.02,81299.31,44394.03,217.78,21098.67,2.06,0.456,5.64,9.78,20170314,13382.87,1.31,24.02,3.14,27.02,11.43,26734
300344,太空板业,其他建材,北京,385.49,1.38,2.41,138222.98,56800.26,29973.7,33957.98,1.41,0.028999999999999998,2.66,5.64,20120801,3458.48,0.14,141.29,118.45,40.28,3.59,7637
300160,秀强股份,玻璃,江苏,45.41,5.98,5.98,170204.8,81969.71,48228.2,23021.42,0.39,0.145,2.0,4.39,20110113,32248.59,0.54,19.01,75.24,29.0,9.83,27760
000600,建投能源,火力发电,河北,24.16,10.9,17.92,2924370.75,488059.09,1605096.5,440347.16,2.46,0.126,6.39,1.9,19960606,465359.59,2.6,10.2,-65.56,19.35,8.11,56026
601991,大唐发电,火力发电,北京,0.0,99.94,133.1,23322242.0,2019491.75,13716106.0,1058306.63,0.8,-0.19699999999999998,2.98,1.57,20061220,-501433.09,-0.38,-4.47,-193.39,26.23,-4.44,227292
000568,泸州老窖,白酒,四川,34.56,14.02,14.02,1367403.5,968488.81,117878.77,65134.01,0.46,1.375,7.87,6.04,19940509,739787.44,5.28,20.34,30.89,62.43,23.21,39059
603338,浙江鼎力,专用机械,浙江,52.03,0.46,1.63,137129.2,84473.9,21424.63,38886.46,2.39,1.0759999999999998,6.68,8.37,20150325,47061.8,2.9,44.98,39.01,42.28,25.16,10397
300136,信维通信,通信设备,深圳,73.69,7.22,9.81,272031.41,166518.55,34193.93,13786.01,0.14,0.353,1.8,19.25,20101105,59049.7,0.6,66.45,146.91,34.03,23.02,17542
300085,银之杰,软件服务,深圳,157.04,3.29,6.84,149147.86,95164.11,1126.65,5088.6,0.07,0.11800000000000001,1.41,13.11,20100526,20812.65,0.3,51.3,10.74,39.24,8.62,55619
300628,亿联网络,通信设备,福建,57.02,0.19,0.75,90742.28,80902.3,1444.17,2480.91,0.33,5.79,14.37,22.98,20170317,69563.43,9.32,39.56,74.59,63.13,46.8,34252
300137,先河环保,环境保护,河北,112.21,2.96,3.44,171885.88,113964.77,23277.78,67777.0,1.97,0.203,4.13,7.36,20101105,35692.23,1.04,28.31,18.55,48.48,14.4,42820
002837,英维克,专用机械,深圳,53.38,0.2,0.8,57324.76,53565.11,0.0,0.0,0.0,0.6890000000000001,4.51,10.87,20161229,0.0,0.0,30.74,13.42,0.0,14.83,12500
603616,韩建河山,其他建材,北京,0.0,1.47,2.93,180073.19,112468.92,44081.62,25627.39,0.87,-0.023,2.81,8.18,20150611,24164.25,0.82,-2.48,-229.44,23.4,-1.74,27173
300420,五洋科技,机械基件,江苏,72.23,1.84,4.85,146126.38,83418.65,16887.35,69213.11,1.43,0.15,2.3,4.69,20150217,16941.17,0.35,193.46,235.01,36.23,11.98,9234
000897,津滨发展,区域地产,天津,190.4,16.17,16.17,669981.06,637135.81,975.6,30965.06,0.19,0.028999999999999998,0.8,6.9,19990422,-69289.96,-0.43,20.64,125.15,37.73,5.27,121719
600381,青海春天,医疗保健,青海,40.02,1.99,6.86,221073.97,184545.77,9791.62,13586.32,0.2,0.35700000000000004,2.92,4.9,20010508,107167.72,1.56,-49.48,-31.49,48.09,34.59,53563
002475,立讯精密,元器件,深圳,48.72,18.74,21.2,2095480.63,1454527.13,421639.66,565732.25,2.67,0.6,5.31,5.01,20100915,335059.84,1.58,35.73,7.23,21.5,8.4,13236
000807,云铝股份,铝,云南,47.85,17.22,26.07,3160520.0,887192.81,1733006.25,641829.25,2.46,0.045,3.59,2.4,19980408,-2218.2,-0.01,57.47,381.97,12.44,2.48,112185
300609,汇纳科技,互联网,上海,87.06,0.25,1.0,29602.91,27178.85,491.42,5702.33,0.57,0.64,3.41,12.34,20170215,11073.75,1.11,28.11,29.99,69.19,27.93,45678
000858,五 粮 液,白酒,四川,26.07,37.96,37.96,6217440.5,5450454.0,543108.56,95325.56,0.25,1.787,12.4,3.76,19980427,3297547.75,8.69,13.32,9.85,70.2,27.64,150203
603603,博天环境,环境保护,北京,121.75,0.4,4.0,489132.34,313059.56,0.0,0.0,0.0,0.23,2.35,15.88,20170217,0.0,0.0,0.0,0.0,23.81,5.15,36286
600519,贵州茅台,白酒,贵州,31.47,12.56,12.56,11293454.0,9018055.0,1445317.75,137496.44,1.09,13.309000000000001,58.03,7.22,20010827,6271781.0,49.93,18.99,7.84,91.23,43.02,68033
600785,新华百货,百货,宁夏,17.69,2.26,2.26,440780.75,194385.42,136351.91,30933.3,1.37,0.319,8.82,2.56,19970108,125874.57,5.58,-3.92,30.5,19.9,3.41,13999
000803,*ST金宇,纺织,四川,0.0,0.98,1.28,52560.28,18774.96,6886.37,2009.93,0.16,-0.483,0.48,45.59,19980303,-11580.62,-0.91,-28.65,-85.23,-9.03,-84.45,9816
002680,长生生物,生物制药,江苏,40.13,2.88,9.69,403773.78,336598.66,45900.51,98388.65,1.01,0.43799999999999994,3.68,4.78,20120605,156936.38,1.62,27.96,44.98,79.06,41.74,18873
600260,凯乐科技,通信设备,湖北,76.36,5.39,6.67,1390547.13,1123947.63,76778.15,117148.95,1.76,0.273,4.48,4.66,20000706,86538.96,1.3,160.69,52.35,10.1,2.16,52183
002595,豪迈科技,专用机械,山东,28.63,5.2,8.0,391766.34,182952.42,122445.65,50634.4,0.63,0.897,4.41,5.83,20110628,192458.95,2.41,12.89,11.36,41.71,27.53,23415
600385,山东金泰,黄金,山东,1004.88,1.43,1.48,17471.03,15876.01,64.57,29904.44,2.02,0.012,0.49,32.25,20010723,-40264.46,-2.72,68.17,154.71,4.17,0.61,17387
600160,巨化股份,化工原料,浙江,175.1,18.11,21.12,1186058.5,542945.94,467408.69,534529.19,2.53,0.08,4.93,2.54,19980626,241715.66,1.14,6.15,-6.52,11.41,1.5,70028
603818,曲美家居,家居用品,北京,45.53,1.32,4.84,177193.25,97319.78,39877.76,32885.01,0.68,0.382,2.86,6.09,20150422,50837.14,1.05,32.52,58.21,40.54,11.12,28826
002382,蓝帆医疗,医疗保健,山东,35.82,4.84,4.94,158701.48,83999.36,52115.69,35547.75,0.72,0.366,2.63,4.99,20100402,46740.98,0.95,-14.59,6.38,27.16,14.05,20755
000652,泰达股份,批发业,天津,37.64,14.66,14.76,3207500.5,2484825.5,46147.62,68522.28,0.46,0.184,2.39,2.89,19961128,94863.43,0.64,61.89,6.33,6.6,1.73,115616
601989,中国重工,船舶,北京,123.27,183.62,183.62,19095918.0,12876884.0,3203518.5,2387969.5,1.3,0.046,3.33,2.27,20091216,1376245.25,0.75,-15.3,291.82,8.98,2.51,905318
002028,思源电气,电气设备,上海,191.72,5.79,7.6,616183.81,515938.94,54877.36,9010.03,0.12,0.023,5.56,3.11,20040805,307110.47,4.04,-14.1,-65.0,35.13,2.85,27859
601566,九牧王,服饰,福建,16.06,5.75,5.75,558990.94,323039.97,48740.95,257579.72,4.48,0.27699999999999997,8.07,2.2,20110530,112190.27,1.95,13.6,23.92,57.73,23.96,13852
300403,地尔汉宇,家用电器,广东,36.34,1.47,3.35,148682.59,100861.25,19928.35,64226.05,1.92,0.5720000000000001,4.0,5.2,20141030,48720.87,1.45,8.89,29.61,41.91,25.27,14189
603067,振华股份,化工原料,湖北,61.39,0.55,2.2,114794.86,54252.16,56312.96,41171.1,1.87,0.45,4.75,4.68,20160913,36429.26,1.66,12.64,27.48,29.73,9.11,31221
000822,山东海化,化工原料,山东,5.92,8.95,8.95,376986.38,165218.09,167181.7,150488.69,1.68,0.308,2.7,2.7,19980703,-31416.95,-0.35,83.54,14049.78,32.62,24.99,62021
002432,九安医疗,医疗保健,天津,0.0,3.72,4.33,234239.88,123177.75,20457.75,115886.15,2.68,-0.25,3.29,4.16,20100610,-18664.45,-0.43,10.93,-48.37,30.15,-28.98,66000
000509,华塑控股,其他建材,四川,0.0,8.25,8.25,34152.19,25748.45,2025.43,21226.06,0.26,-0.086,0.04,146.68,19930507,-103125.84,-1.25,-55.42,-537.51,6.92,-90.53,42600
002423,中原特钢,特种钢,河南,0.0,4.66,5.03,379365.53,151678.7,202653.05,106785.57,2.12,-0.076,3.56,3.67,20100603,17623.72,0.35,-8.82,-81.37,1.36,-19.99,16836
300308,中际装备,工程机械,山东,0.0,2.15,2.16,62043.68,29824.31,18020.73,23233.75,1.08,-0.02,2.55,14.1,20120410,8854.32,0.41,41.06,32.56,31.6,-30.08,5970
002773,康弘药业,中成药,四川,61.03,0.68,6.75,375815.66,287617.09,40880.55,63165.1,0.94,0.74,4.3,10.44,20150626,154359.31,2.29,22.45,26.14,90.41,19.56,12548
300600,瑞特股份,电气设备,江苏,58.26,0.25,1.0,70882.43,44367.9,15462.57,9876.7,0.99,1.36,6.89,8.6,20170125,30891.75,3.09,21.87,-4.76,54.29,27.65,13730
002083,孚日股份,纺织,山东,16.95,8.56,9.08,712476.06,298547.47,263243.47,126124.97,1.39,0.41600000000000004,3.51,2.01,20061124,81882.31,0.9,4.57,21.68,23.43,8.64,62491
002246,北化股份,化工原料,四川,164.31,4.14,4.14,173626.73,101741.43,52008.9,30404.69,0.73,0.025,3.0,5.44,20080605,47366.45,1.14,10.49,14.34,22.05,3.68,60417
000912,泸天化,农药化肥,四川,0.0,5.85,5.85,766463.19,113512.1,574560.81,97935.56,1.67,-1.089,0.2,43.05,19990603,-193110.84,-3.3,1.04,-3587.42,2.06,-20.83,87151
000065,北方国际,建筑施工,北京,71.33,4.01,5.13,955243.19,817014.25,12335.92,91439.47,1.78,0.311,5.05,5.85,19980605,80937.18,1.58,94.53,55.38,9.69,4.81,16620
603577,汇金通,钢加工,山东,110.66,0.29,1.17,157227.47,128423.02,22569.1,51180.9,4.39,0.08,7.27,4.9,20161222,19859.13,1.7,0.0,0.0,22.52,5.67,8847
002216,三全食品,食品,河南,182.04,5.71,8.15,415208.47,218976.59,130682.72,28219.95,0.35,0.048,2.34,3.76,20080220,80866.43,0.99,12.83,13.09,35.14,0.83,39570
300630,普利制药,化学制药,海南,69.95,0.31,1.22,43972.15,17459.27,9017.96,10207.42,0.84,0.5710000000000001,3.35,11.92,20170328,9244.87,0.76,22.28,37.62,76.75,28.14,35778
601012,隆基股份,半导体,陕西,21.75,17.56,19.96,1917240.38,1204200.13,459066.44,538382.0,2.7,0.86,5.06,3.33,20120411,268346.47,1.34,93.89,197.36,27.48,13.42,103295
600800,天津磁卡,综合类,天津,0.0,6.11,6.11,61067.75,29309.25,6842.62,13506.77,0.22,-0.067,0.08,135.87,19931206,-74407.81,-1.22,10.56,-288.2,19.77,-43.82,66162
002517,恺英网络,互联网,福建,27.73,2.12,7.18,430816.94,348718.91,1661.11,217558.59,3.03,0.28800000000000003,4.98,6.42,20101207,127539.2,1.78,5.7,101.55,66.26,31.41,15979
600008,首创股份,环境保护,北京,51.77,48.21,48.21,3963511.5,1331743.5,480424.16,60758.82,0.13,0.127,2.02,3.25,20000427,193999.42,0.4,12.04,13.92,32.94,7.72,161273
000830,鲁西化工,农药化肥,山东,9.67,14.64,14.65,2524432.0,358293.69,1519726.5,218405.41,1.49,0.14,5.93,1.07,19980807,218151.59,1.49,57.35,1427.65,17.66,6.48,86562
603959,百利科技,建筑施工,湖南,48.28,0.56,2.24,184492.95,172698.67,4724.9,27004.78,1.21,0.53,3.91,5.87,20160517,34190.64,1.53,70.8,42.15,29.39,13.83,33933
603323,吴江银行,银行,江苏,26.67,1.12,11.14,7785579.0,0.0,107203.9,100000.0,0.9,0.505,7.02,2.56,20161129,91281.2,0.82,0.0,0.0,0.0,32.42,105611
002601,龙蟒佰利,化工原料,河南,14.56,6.55,20.32,1896048.38,529476.31,610209.56,958209.0,4.72,0.28800000000000003,6.35,2.64,20110715,109497.05,0.54,273.89,3440.84,39.77,24.9,41700
002567,唐人神,饲料,湖南,47.0,4.2,5.35,409833.78,179169.73,127064.42,125489.77,2.35,0.252,4.99,3.17,20110325,53741.8,1.01,7.3,102.62,9.53,1.72,17744
002415,海康威视,电器仪表,浙江,39.02,48.38,61.55,4265782.0,3766985.25,285026.56,170196.92,0.28,0.24100000000000002,4.19,8.96,20100528,1633295.38,2.65,35.46,29.49,42.78,21.02,72835
002454,松芝股份,汽车配件,上海,22.76,3.2,4.22,481246.0,338911.16,48867.3,96960.65,2.3,0.58,6.6,1.91,20100720,127464.36,3.02,7.81,-24.52,25.06,7.24,27872
603987,康德莱,医疗保健,上海,56.25,0.53,2.1,154752.3,76713.43,65818.56,59806.48,2.84,0.62,5.42,4.97,20161121,29592.74,1.41,6.66,6.51,33.07,8.9,34121
300155,安居宝,元器件,广东,304.63,2.74,5.43,143475.8,103472.36,22536.81,35752.48,0.66,0.025,2.08,4.8,20110107,18011.01,0.33,4.5,-55.16,40.58,2.51,26000
300116,坚瑞沃能,专用机械,陕西,57.87,6.76,24.33,2111631.0,1238786.25,196432.8,610365.94,2.51,0.175,3.22,3.14,20100902,50732.55,0.21,668.45,1100.42,30.07,9.5,25366
600779,水井坊,白酒,四川,62.76,4.89,4.89,195792.47,138018.36,44086.8,39950.6,0.82,0.305,2.85,8.95,19961206,15043.52,0.31,28.38,110.6,74.71,18.77,41764
000651,格力电器,家用电器,广东,13.6,59.72,60.16,18170746.0,13945858.0,1672439.13,18840.06,0.03,1.867,8.27,4.09,19961118,3994264.75,6.64,1.11,12.82,34.12,13.62,339957
000566,海南海药,化学制药,海南,107.44,9.89,13.36,960728.81,651502.94,101505.63,331922.97,2.48,0.14,4.06,3.26,19940525,71999.32,0.54,-8.2,-15.69,52.38,10.91,38549
002768,国恩股份,塑料,山东,44.42,0.87,2.4,163926.86,105845.57,28530.55,22617.92,0.94,0.545,3.46,7.01,20150630,32566.65,1.36,71.03,81.23,19.05,10.21,26009
300595,欧普康视,医疗保健,安徽,57.83,0.17,0.68,35750.15,27110.76,3185.86,6352.43,0.93,2.24,6.11,15.88,20170117,17146.46,2.52,33.35,28.56,74.08,48.52,10469
300531,优博讯,软件服务,深圳,96.04,0.2,0.8,64409.18,62435.67,610.27,22743.67,2.84,1.01,7.0,11.58,20160809,24219.56,3.03,22.14,13.57,40.53,20.29,17184
600511,国药股份,医药商业,北京,30.79,2.78,4.79,740146.31,609889.56,53760.07,8939.12,0.19,1.1440000000000001,7.36,4.79,20021127,254311.91,5.31,10.83,6.78,7.42,4.09,19177
300537,广信材料,染料涂料,江苏,91.01,0.25,1.0,58501.05,45823.53,6441.16,21955.5,2.2,0.51,4.81,8.02,20160830,13815.47,1.38,8.22,1.99,45.44,15.65,17179
300534,陇神戎发,中成药,甘肃,182.71,0.22,0.87,77325.96,25916.85,34703.3,42216.21,4.87,0.08800000000000001,8.21,7.86,20160913,17774.38,2.05,0.0,0.0,30.07,13.23,14393
002786,银宝山新,专用机械,深圳,177.52,1.38,3.81,316309.41,219872.3,57010.23,17355.93,0.46,0.021,2.75,5.45,20151223,43747.01,1.15,-8.38,-70.93,15.14,1.37,40428
