date,open,close,high,low,volume,code
2017-04-21,28.906,28.578,29.145,28.369,136880.0,002271
2017-04-24,28.369,28.269,28.936,27.662,95059.0,002271
2017-04-25,28.269,28.389,28.787,27.931,72965.0,002271
2017-04-26,28.269,28.329,29.046,28.13,84676.0,002271
2017-04-27,28.17,27.752,28.17,27.085,137876.0,002271
2017-04-28,27.871,27.772,28.558,27.583,101704.0,002271
2017-05-02,27.921,27.871,28.259,27.334,59562.0,002271
2017-05-03,27.772,28.548,28.747,27.732,94556.0,002271
2017-05-04,28.638,29.872,30.728,28.638,259163.0,002271
2017-05-05,29.862,29.763,30.499,29.663,96389.0,002271
2017-05-08,29.753,29.016,30.011,28.648,95562.0,002271
2017-05-09,28.847,28.926,29.016,28.19,53303.0,002271
2017-05-10,28.946,29.036,29.733,28.877,67807.0,002271
2017-05-11,28.618,29.763,29.763,28.031,85149.0,002271
2017-05-12,29.763,30.011,30.987,29.713,112098.0,002271
2017-05-15,30.031,29.991,30.808,29.723,83248.0,002271
2017-05-16,30.33,31.156,31.206,29.663,102705.0,002271
2017-05-17,31.057,31.116,31.903,30.838,98906.0,002271
2017-05-18,31.057,31.057,31.932,30.469,85876.0,002271
2017-05-19,30.857,30.857,31.335,30.599,37269.0,002271
2017-05-22,30.738,31.405,31.813,30.738,73244.0,002271
2017-05-23,31.853,32.49,33.047,31.564,107356.0,002271
2017-05-24,32.261,31.833,32.629,31.226,89317.0,002271
2017-05-25,31.704,31.903,32.43,31.435,58717.0,002271
2017-05-26,32.102,32.37,33.187,32.102,75543.0,002271
2017-05-31,32.45,32.679,32.679,32.032,37835.0,002271
2017-06-01,32.75,33.12,33.58,32.6,76904.0,002271
2017-06-02,33.06,33.21,33.27,32.55,50734.0,002271
2017-06-05,33.19,32.26,33.34,32.21,62895.0,002271
2017-06-06,32.21,32.67,32.86,31.6,58915.0,002271
2017-06-07,32.85,34.07,34.2,32.82,88311.0,002271
2017-06-08,33.98,35.84,36.2,33.82,115985.0,002271
2017-06-09,35.75,35.67,36.36,35.11,64527.0,002271
2017-06-12,35.6,35.7,35.86,35.05,61819.0,002271
2017-06-13,35.66,36.52,36.64,35.33,62346.0,002271
2017-06-14,36.53,34.98,36.85,34.57,108845.0,002271
2017-06-15,34.65,34.79,35.48,34.3,70980.0,002271
2017-06-16,34.7,35.13,35.36,34.55,52582.0,002271
2017-06-19,35.6,35.26,35.6,34.88,67341.0,002271
2017-06-20,35.27,35.03,35.38,34.77,47174.0,002271
2017-06-21,35.0,36.0,36.0,34.74,66244.0,002271
2017-06-22,36.0,35.22,36.41,35.18,57255.0,002271
2017-06-23,35.0,35.26,35.37,34.45,58770.0,002271
2017-06-26,35.26,37.39,37.5,35.1,134655.0,002271
2017-06-27,36.9,37.1,37.35,36.65,71908.0,002271
2017-06-28,37.0,36.88,37.75,36.82,47667.0,002271
2017-06-29,37.06,36.86,37.15,36.4,59521.0,002271
2017-06-30,36.7,37.1,37.35,36.5,33184.0,002271
