code,name,mbrg,nprg,nav,targ,epsg,seg
300439,美康生物,38.3713,32.473,34.641,31.9223,32.7869,35.1818
603676,卫信康,14.1681,32.4333,15.5365,17.4812,,21.3893
300302,同有科技,11.4787,32.1576,4.7557,9.2627,-27.2727,4.7557
603630,拉芳家化,13.7058,32.1563,28.1717,7.428,31.5068,28.1717
603040,新坐标,30.2922,32.1205,22.4694,22.5046,32.9268,22.4694
601567,三星医疗,27.9144,32.1147,8.0773,48.9982,32.8571,8.0562
600057,象屿股份,36.6689,32.1064,163.1946,57.4447,14.2857,108.6924
300199,翰宇药业,39.1578,32.0409,15.2943,31.7207,34.375,15.2943
000790,泰合健康,-19.7007,32.0216,8.0037,5.0136,31.9754,8.0037
600420,现代制药,16.9843,32.0082,5.0508,21.0961,43.0769,17.2746
002509,天广中茂,21.1993,31.9636,66.0855,82.5092,21.7391,65.2561
600027,华电国际,2.6613,31.8893,28.1875,8.9382,,37.866
300181,佐力药业,22.7724,31.8032,12.847000000000001,25.4401,-41.0714,4.0367
600392,盛和资源,10.1696,31.7911,17.4368,42.9379,30.7692,18.151
002470,金正大,13.0276,31.7118,68.4227,26.5673,29.4737,68.6407
300026,红日药业,36.542,31.6922,38.5273,37.1528,-14.2857,38.755
002481,双塔食品,43.1072,31.6237,139.6809,115.2534,29.9198,139.6809
300428,四通新材,29.5373,31.5853,26.1157,40.8115,31.5068,26.1157
603200,上海洗霸,49.9813,31.4926,21.8906,24.4879,31.5032,21.8906
600373,中文传媒,-7.7602,31.4525,12.8114,3.8751,-31.903000000000002,11.8121
600089,特变电工,23.6509,31.4159,31.7767,17.0381,3.9683,33.8733
603809,豪能股份,26.6844,31.3768,26.0254,25.9964,30.3051,26.679000000000002
000733,振华科技,40.275,31.342,43.4077,39.6407,0.0,49.7137
300100,双林股份,24.183000000000003,31.3326,90.5622,97.5881,27.026999999999997,91.8375
300386,飞天诚信,27.737,31.3216,179.0701,155.8734,16.0448,174.1352
002382,蓝帆医疗,14.9716,31.2923,6.2424,-16.9402,30.0,5.9201
601928,凤凰传媒,31.4708,31.2453,6.3315,16.3292,28.026999999999997,5.6142
300554,三超新材,40.6055,31.2054,77.8054,64.3534,,77.8284
601233,桐昆股份,13.3574,31.1754,-2.4878,-10.7242,71.4286,1.693
000848,承德露露,2.668,31.0267,28.9663,-1.3106,6.0241,29.9436
600804,鹏博士,19.6683,30.9663,14.0537,24.6746,30.0,14.0859
002101,广东鸿图,21.519000000000002,30.9284,6.7266,6.5749,21.5686,6.7266
002413,雷科防务,16.7547,30.8925,0.8303,-10.3499,25.0,0.8303
603360,百傲化学,18.9643,30.8905,9.3863,3.3313,30.6122,9.3863
603113,金能科技,-11.0952,30.8812,7.6562,0.7431,31.5789,7.6562
300375,鹏翎股份,9.5306,30.823,54.87,40.6845,14.4,54.87
300020,银江股份,25.0395,30.8061,87.4676,60.2166,13.3333,92.6305
000060,中金岭南,16.3673,30.7956,3.0091,-1.6186,15.0,1.0871
300613,富瀚微,42.3666,30.7534,73.1318,81.8205,29.1667,73.1318
603906,龙蟠科技,13.375,30.713,21.0267,26.0003,,21.0267
002872,天圣制药,17.0064,30.705,32.7758,15.5728,26.9663,32.9236
300369,绿盟科技,12.7795,30.6995,107.7037,66.4362,-26.5306,107.60799999999999
601766,中国中车,22.3095,30.6934,11.6285,24.3009,30.0,10.8059
300707,威唐工业,33.9215,30.6352,48.4726,42.174,-1.3649,31.6866
603767,中马传动,10.5374,30.6258,-13.4117,-12.4088,30.6306,-13.4117
603180,金牌厨柜,22.211,30.6011,26.7476,19.4119,35.5932,26.6844
600422,昆药集团,14.9601,30.576,9.0722,4.7899,20.3568,9.4575
300289,利德曼,56.2641,30.5692,28.381999999999998,29.9188,16.6667,13.3221
300689,澄天伟业,33.804,30.5686,15.3934,31.6682,30.7692,15.3934
300013,新宁物流,9.759,30.5639,1.5062,26.7256,-20.0,1.3936
000029,深深房A,0.7479,30.5453,17.1815,3.7959,30.5851,16.0029
603669,灵康药业,16.6226,30.5402,6.5831,-3.8278,30.5085,6.5831
300127,银河磁体,7.0953,30.5285,2.4607,3.8191,-35.2941,2.4107
002572,索菲亚,32.3865,30.5249,16.1317,21.4545,32.1429,11.3215
300322,硕贝德,66.3862,30.4997,15.1289,33.3716,-29.4118,10.5375
603158,腾龙股份,23.1752,30.454,24.2051,17.148,28.7356,24.9064
600900,长江电力,18.5048,30.4146,10.1754,-1.7466,30.4348,10.1755
002663,普邦股份,32.0641,30.3372,65.881,61.4552,27.2727,66.0085
000651,格力电器,16.1197,30.3335,27.2503,16.85,30.4709,27.6723
300645,正元智慧,24.195,30.2531,60.2336,31.8966,26.9841,64.2363
603568,伟明环保,25.7286,30.2075,24.4253,4.5254,30.9524,24.4253
300024,机器人,15.5002,30.1902,19.5939,33.9421,-40.4762,19.7459
600887,伊利股份,12.9355,30.1556,15.3792,20.125999999999998,-18.1818,15.5585
603298,杭叉集团,-0.2004,30.133000000000003,16.2084,1.2709,31.5789,17.8609
300263,隆华节能,70.7598,30.1251,9.0209,30.4086,-44.1176,8.9334
603288,海天味业,16.8492,30.0972,91.2895,63.6476,-38.0531,91.2895
300079,数码科技,41.5908,30.0868,12.2222,15.9407,-32.5,8.5138
603730,岱美股份,16.7635,30.0852,15.6697,16.6737,-36.7347,15.7798
300608,思特奇,8.1801,30.0752,39.0173,3.1252,15.5556,39.0173
600122,宏图高科,9.7863,30.0698,36.4492,22.9902,31.3164,37.9769
601628,中国人寿,,30.0144,29.0882,13.8689,29.5455,28.9519
000001,平安银行,,30.0112,16.8343,15.5792,-6.9892,16.8343
300423,鲁亿通,15.4155,29.6374,24.8921,13.0677,30.0,24.8921
002487,大金重工,-12.8478,29.6129,2.8755,2.8935,30.0,2.8755
000559,万向钱潮,6.1186,29.5953,13.4321,22.1753,11.1111,15.2624
002449,国星光电,35.071999999999996,29.5902,3.1485,8.1704,28.169,4.6446
600509,天富能源,14.5278,29.565,1.8768,26.8443,18.75,1.8219999999999998
300090,盛运环保,4.9519,29.5471,7.834,34.9257,-16.6154,13.0651
601313,江南嘉捷,12.832,29.4885,11.0346,13.614,32.3723,10.7099
600468,百利电气,20.4032,29.3698,7.1506,17.29,43.7247,6.3543
300195,长荣股份,55.4028,29.3238,70.098,82.3129,8.9109,66.4925
002228,合兴包装,11.235999999999999,29.3149,9.7762,10.915,33.3333,10.7146
300533,冰川网络,32.231,29.2026,54.6479,48.9123,24.2604,52.5021
002849,威星智能,49.8673,29.1603,72.9532,62.5784,21.8182,72.9532
002538,司尔特,6.9473,29.0901,6.9279,26.2832,28.9474,6.9279
600175,美都能源,-18.0698,29.0596,110.7777,39.5135,10.0,105.9939
002098,浔兴股份,4.2962,29.0249,7.178999999999999,4.5217,28.2051,7.178999999999999
600973,宝胜股份,24.0064,29.0176,3.7486,26.3016,29.3388,3.8622
000919,金陵药业,6.3794,28.9891,6.8565,9.618,26.4791,5.3796
601311,骆驼股份,11.8533,28.9881,16.0489,12.3523,27.4194,15.606
600566,济川药业,22.015,28.9699,99.0602,66.6812,1.5152,99.0602
300562,乐心医疗,19.6568,28.9226,54.3764,33.1232,26.1905,54.3764
300727,润禾材料,15.1199,28.9191,13.1463,17.7213,,13.1463
300066,三川智慧,3.2125,28.7092,10.755999999999998,14.1779,-23.0769,11.3334
600025,华能水电,6.6405,28.6904,4.2244,8.4201,,2.1546
300656,民德电子,22.9463,28.6814,-13.1501,-0.2872,29.3396,-13.1501
002445,中南文化,-38.2466,28.6595,5.8806,7.3103,30.0,5.9814
600978,宜华生活,8.2053,28.5961,36.5461,18.8332,2.7778,36.6601
300180,华峰超纤,33.5508,28.5458,7.3232,27.2742,28.0702,7.3232
603286,日盈电子,16.7319,28.4684,25.0389,8.6943,7.4627,25.0389
600136,当代明诚,-19.0464,28.4329,0.9246,-1.0223,0.0,0.7131
600648,外高桥,9.9214,28.4124,60.6579,4.6154,18.5185,64.7237
002434,万里扬,-3.0358,28.3146,6.8273,18.7878,30.2326,6.9063
000697,炼石有色,7.7538,28.3061,149.5186,116.777,15.0716,154.3488
002402,和而泰,15.6381,28.3056,21.0228,21.8271,-17.1429,21.5278
002262,恩华药业,11.8637,28.2739,26.6484,22.7482,5.5576,24.4922
600754,锦江股份,8.5193,28.268,99.2236,60.4179,,100.2654
603203,快克股份,19.9718,28.2406,23.0711,19.8094,28.5714,23.0711
300474,景嘉微,25.5913,28.2356,36.8873,33.5925,28.125,36.8873
600059,古越龙山,-8.8544,28.1785,48.4484,20.5951,13.0435,48.8159
603896,寿仙谷,19.192,28.1287,7.0335,22.3862,10.0,7.0335
002284,亚太股份,20.6092,28.1171,101.1297,60.6453,25.0,104.9247
300733,西菱动力,16.4295,28.0802,16.0736,14.2846,28.5714,16.0736
600846,同济科技,11.2452,28.0669,6.1386,1.9297,11.5385,10.1963
002225,濮耐股份,7.3396,28.0335,27.4941,29.5055,25.0,28.1716
300273,和佳股份,25.7193,28.0205,16.9663,52.8046,-2.5,17.404
603099,长白山,25.6253,28.0099,79.5926,74.2763,16.129,79.5926
002117,东港股份,19.8746,27.9837,9.8928,14.4392,6.9767,9.4295
002677,浙江美大,20.1492,27.9134,7.3616,5.4156,27.7778,7.3616
300115,长盈精密,34.4578,27.7348,16.0372,66.9128,-34.8837,16.7201
002662,京威股份,36.0256,27.7109,48.327,60.5778,32.0755,51.2137
603005,晶方科技,36.7151,27.6967,109.4218,93.0135,8.642000000000001,109.4218
002837,英维克,26.0283,27.631,40.4457,18.9472,7.5758,40.4457
300647,超频三,3.9746,27.6227,32.8576,15.8996,,34.6832
603868,飞科电器,15.8479,27.5798,20.2879,35.649,28.3784,20.2879
002700,新疆浩源,25.6128,27.5537,16.096,23.4196,-35.7143,13.7404
000023,深天地A,2.1333,27.4378,2.2928,9.5983,14.7738,3.3378
603311,金海环境,18.012,27.3555,15.16,6.4556,28.0,15.16
601188,龙江交通,10.1437,27.3319,5.7860000000000005,3.0668,18.4441,5.9664
000685,中山公用,33.1318,27.2816,15.9389,21.3309,23.0769,14.2694
300182,捷成股份,32.0371,27.2774,20.1796,21.997,-37.3444,20.186
601019,山东出版,1.3866,27.2467,27.7543,-2.272,21.4286,27.9296
300057,万顺股份,6.8796,27.208000000000002,16.9824,18.2097,24.3788,11.112
603116,红蜻蜓,-2.905,27.2019,18.2248,3.2060000000000004,27.026999999999997,18.2246
002241,歌尔股份,26.3729,27.1637,32.7662,40.9747,26.7442,31.5122
300597,吉大通信,24.6474,27.1182,60.2751,20.8457,14.8148,60.2751
600808,马钢股份,-18.9955,26.9856,0.7407,-3.9346,19.1667,0.7095
603067,振华股份,31.0611,26.9598,16.6874,11.7045,27.2727,16.6874
300684,中石科技,49.7365,26.9536,89.2136,93.8532,21.7397,89.2488
300555,路通视信,15.1153,26.8555,39.6161,30.1475,27.906999999999996,37.9613
300692,中环环保,46.2587,26.8406,45.938,22.6688,,57.9532
600261,阳光照明,2.5936,26.8006,7.2341,1.5067,-16.6667,7.5094
002757,南兴装备,14.4709,26.7381,22.3436,15.3804,26.7289,22.3436
300599,雄塑科技,4.0239,26.7326,24.3712,15.5374,16.6667,24.3712
300147,香雪制药,20.8439,26.5662,9.4267,3.2686,-2.5,8.6241
002035,华帝股份,14.0525,26.4549,18.1175,11.5104,1.2987,17.8291
603990,麦迪科技,26.3857,26.2548,36.1945,42.8099,25.0,36.1945
300172,中电环保,12.3257,26.2467,8.357999999999999,8.3414,-7.5472,7.3602
300529,健帆生物,22.1847,26.2364,19.0196,16.7385,26.4706,19.0196
000766,通化金马,41.0287,26.2336,7.221,16.1332,0.0,7.221
603021,山东华鹏,-2.0257,26.2327,5.8436,12.2659,40.3846,5.7516
603168,莎普爱思,21.8807,26.121,115.9308,45.9825,8.4906,115.9308
000963,华东医药,13.3353,26.0943,-16.4668,17.3819,31.8182,-11.9031
002469,三维工程,31.353,26.044,16.1388,29.3711,-2.0833,15.8308
300657,弘信电子,10.8192,26.0248,20.7176,24.3685,25.5556,19.4392
002589,瑞康医药,31.389,26.0113,10.6251,27.4817,-44.2953,10.1859
300543,朗科智能,10.7255,25.9492,26.4896,28.7458,25.5319,26.4896
300485,赛升药业,22.8304,25.9251,30.9757,32.7717,25.6983,31.1075
603976,正川股份,7.4501,25.8944,9.7009,10.5221,25.0,9.7009
603019,中科曙光,39.8613,25.8396,64.095,16.2711,13.9535,64.8334
603556,海兴电力,4.9377,25.795,28.2044,38.5883,23.5294,27.9425
002246,北化股份,1.1612,25.7804,7.2998,-1.4865,-10.0,7.1478
002774,快意电梯,9.4507,25.7266,15.6395,2.7442,23.1825,15.5795
600571,信雅达,19.0912,25.7072,13.6493,26.9877,21.1454,13.3532
300171,东富龙,23.2659,25.7003,11.1538,10.3075,-15.625,10.5113
300532,今天国际,49.8135,25.6798,16.9662,0.6474,25.8065,16.9662
603668,天马科技,27.0181,25.668000000000003,11.9173,18.6572,19.3548,12.1693
300379,东方通,7.7272,25.5962,286.8021,227.8667,11.0429,286.8021
000789,万年青,8.1527,25.5053,18.4637,12.6301,25.4454,19.5175
300722,新余国科,45.8515,25.4601,25.5126,39.0759,,26.1484
601799,星宇股份,23.5079,25.4295,5.3166,11.1124,25.2118,5.1633
600873,梅花生物,26.7928,25.4261,4.4214,10.0894,23.0769,2.36
000028,国药一致,12.995,25.3869,109.4077,16.0161,4.9724,112.2549
600221,海航控股,19.2264,25.355,24.2946,18.1059,23.1214,12.7613
600885,宏发股份,18.6149,25.2866,18.7976,8.3804,17.3913,19.8789
600169,太原重工,-5.5289,25.2425,0.1558,16.1064,26.6667,0.1415
002294,信立泰,23.8524,25.2171,20.8364,26.7011,25.1969,20.7776
603345,安井食品,24.2983,25.2033,22.918000000000003,28.0518,25.0,22.918000000000003
600289,ST信通,5.0931,25.1736,2.0474,-3.2998,17.3497,1.9801
300320,海达股份,30.1727,25.15,11.198,28.3686,20.5882,10.145
002625,光启技术,38.0027,25.1275,8.488,21.5107,-18.5185,8.488
002795,永和智控,13.4668,25.0888,16.1432,0.7038,26.087,16.1432
600499,科达洁能,17.1563,25.0595,23.1531,17.8988,15.5357,25.5592
600018,上港集团,2.1888,25.0522,7.841,6.3963,28.7446,9.5207
600728,佳都科技,7.0619,24.9654,12.7551,20.0831,26.2637,10.5959
002411,必康股份,18.5076,24.9023,2.3068,19.3009,0.0,2.1867
002116,中国海诚,-5.0,24.9019,24.7773,-4.2487,-16.6667,24.7773
000792,盐湖股份,29.3998,24.8784,7.077999999999999,26.2053,23.7606,7.7692
000997,新大陆,20.1973,24.8745,13.5266,0.489,25.5814,14.6956
603042,华脉科技,19.07,24.866999999999997,11.2685,27.7858,,11.2685
002008,大族激光,28.4095,24.8665,11.1007,8.4127,26.4151,15.2463
601009,南京银行,,24.8459,22.0719,32.0448,25.1656,22.0343
300034,钢研高纳,18.6261,24.7255,9.5648,9.5223,-15.2397,8.2301
603637,镇海股份,14.6943,24.6917,10.6316,1.6806,25.4237,10.6316
002893,华通热力,14.3728,24.6835,32.2192,35.3228,,26.6966
002588,史丹利,5.7712,24.6622,14.4183,18.6164,-4.4199,14.45
300661,圣邦股份,30.8,24.616,10.2771,25.355,24.6115,10.2771
603726,朗迪集团,21.7933,24.4966,21.5795,12.5493,24.6753,21.5795
300360,炬华科技,28.9954,24.4839,81.5324,75.2874,-60.6987,81.5324
002683,宏大爆破,15.0757,24.4649,53.2207,29.0792,-2.6667,51.7948
600535,天士力,13.2371,24.3552,22.3233,26.5285,23.3645,26.2443
603496,恒为科技,55.4234,24.346,44.3409,56.5646,-82.3131,44.3409
002707,众信旅游,40.321,24.3165,100.0713,58.4885,9.593,98.0415
002010,传化智联,22.8233,24.315,4.9355,20.4314,25.7143,4.7233
601231,环旭电子,11.2151,24.3137,66.4307,45.4705,23.2143,66.4307
603619,中曼石油,77.1096,24.2559,-5.0455,50.7224,21.4286,-4.976
002869,金溢科技,20.5787,24.241,39.3355,33.8889,,41.5702
300018,中元股份,9.6897,24.2129,5.0119,5.1067,30.0,4.2330000000000005
002047,宝鹰股份,44.4255,24.164,107.1494,76.2081,-24.1379,98.7897
002028,思源电气,8.4397,24.1446,9.5846,8.8463,-6.3291,10.9724
300465,高伟达,-9.5512,24.1272,22.8389,3.0464,24.5283,22.8389
002023,海特高新,16.3224,24.1268,6.931,25.1437,20.5128,7.8241
002779,中坚科技,21.0198,24.1061,21.4593,17.1651,22.8571,21.4593
600525,长园集团,18.6825,24.1049,12.4151,31.6274,20.0,10.1477
300467,迅游科技,23.4446,24.096,11.4465,9.3043,31.3725,12.8334
600633,浙数文化,30.1474,24.019000000000002,11.5277,7.9652,-42.1053,7.6185
600198,大唐电信,0.87,24.0131,70.2336,25.2493,22.1163,74.6204
300697,电工合金,6.5743,23.9628,41.1044,-13.1596,,47.8158
600891,秋林集团,-0.5395,23.8612,3.873,-1.3514,27.2727,3.9593
300243,瑞丰高材,11.4445,23.8448,7.6321,15.9104,-37.037,7.6321
300371,汇中股份,10.0471,23.7488,146.3254,125.1015,-45.4545,146.3254
002706,良信电器,25.1307,23.7424,108.7316,69.5803,-4.8,108.7316
603123,翠微股份,31.0657,23.7123,64.4367,42.3716,,64.781
002045,国光电器,-0.28800000000000003,23.6779,5.5637,-1.9052,10.0,4.5973
603157,拉夏贝尔,23.3094,23.6682,145.9451,47.2307,11.4035,146.0331
600969,郴电国际,3.366,23.6569,54.236999999999995,29.4861,29.6346,62.2643
002247,帝龙文化,15.6145,23.6478,10.0318,9.9526,-43.2836,10.1979
600976,健民集团,-11.9908,23.6453,6.546,7.0178,20.6349,6.4238
603728,鸣志电器,20.2332,23.5502,15.1569,18.7363,25.6818,16.1768
300203,聚光科技,30.7649,23.5051,10.0023,20.7111,19.4444,9.2444
300238,冠昊生物,12.97,23.4862,6.7158,8.2126,24.2424,6.7158
600203,福日电子,40.481,23.4814,231.88,100.6463,-10.0625,206.0671
600148,长春一东,0.1786,23.4497,10.7452,0.8705,30.6916,9.361
600480,凌云股份,16.3464,23.4041,7.3511,12.8129,2.7027,4.8657
300056,三维丝,4.7403,23.38,9.9011,21.2368,-26.4151,9.4272
300003,乐普医疗,28.0348,23.3428,13.7561,22.4306,17.0184,11.14
603698,航天工程,18.3282,23.3193,9.1287,25.6536,23.1884,9.1287
002353,杰瑞股份,20.5492,23.3081,101.7021,62.2689,-23.6364,97.2105
600279,重庆港九,49.2575,23.279,62.2227,46.8456,-4.3478,55.7787
002727,一心堂,24.8613,23.2641,98.3302,41.9032,5.7536,98.8806
600977,中国电影,30.6071,23.2454,12.6193,13.3013,15.3595,13.1659
300170,汉得信息,19.1401,23.2106,20.1666,19.133,-40.0,20.3382
300511,雪榕生物,14.9219,23.2076,22.0334,5.8227,21.4286,22.3491
002489,浙江永强,9.1776,23.2015,4.314,15.0774,21.8182,4.2664
002687,乔治白,13.1091,23.1792,5.4428,17.1235,6.0606,3.3554
300041,回天新材,31.4013,23.1653,8.43,19.057000000000002,23.2231,8.4372
300412,迦南科技,19.1643,23.1649,110.6917,91.4647,22.9885,110.6917
002250,联化科技,18.4635,23.1349,28.8794,25.9464,-19.7674,28.8991
603228,景旺电子,27.0865,23.1089,30.01,31.5042,23.2877,31.2023
300332,天壕环境,37.5567,23.0829,8.6238,42.9683,22.2222,9.5134
300725,药石科技,30.9011,23.0721,24.2684,19.303,-100.0,24.3443
603656,泰禾光电,29.9264,22.9218,33.1615,28.8929,23.0769,33.1615
600105,永鼎股份,69.4081,22.9115,9.3284,-4.1824,-19.1489,9.0337
603883,老百姓,18.7151,22.9111,18.4604,16.0568,26.25,19.5242
603111,康尼机电,25.6837,22.8969,117.9768,33.6188,8.4444,122.74
002158,汉钟精机,16.5054,22.8802,11.4398,10.2483,11.7042,11.4398
600597,光明乳业,25.1315,22.8755,3.4991,11.3683,39.3939,5.4588
603617,君禾股份,10.4997,22.8647,22.267,22.7129,25.7143,22.267
603444,吉比特,16.6436,22.8474,65.4158,41.1147,26.9231,65.4158
002372,伟星新材,9.0264,22.8333,8.8253,11.2121,-7.2917,8.8253
603179,新泉股份,13.5097,22.8212,12.1044,17.0027,25.0,12.1044
002770,科迪乳业,4.2912,22.8132,15.772,43.185,21.0526,15.772
000550,江铃汽车,22.2482,22.7285,15.4909,18.2773,23.8579,15.4909
000838,财信发展,34.3036,22.7183,22.2299,32.2232,24.8182,14.7296
000938,紫光股份,30.8083,22.6442,61.9533,44.9482,24.6939,74.2771
600482,中国动力,10.0379,22.6165,6.7225,5.0163,12.5,7.0403
000722,湖南发展,12.9259,22.5917,9.6894,6.5452,23.5294,8.5965
603517,绝味食品,15.8422,22.5723,22.0182,19.2937,22.2222,22.0182
002038,双鹭药业,6.9869,22.5579,22.8711,22.3801,20.2627,22.6951
603885,吉祥航空,12.0985,22.5484,30.2044,26.2235,26.4706,23.2056
300271,华宇软件,34.7475,22.5143,16.7336,39.9867,22.2222,16.3436
000898,鞍钢股份,-1.7032,22.3841,2.3487,-1.6949,20.7547,1.631
300061,康旗股份,47.9864,22.3578,-0.4746,8.7106,9.478,1.1893
300310,宜通世纪,29.1191,22.3499,6.0189,17.5272,-4.5455,6.0778
300231,银信科技,28.171999999999997,22.2815,12.6997,17.8176,-31.3676,12.6997
002100,天康生物,7.7822,22.2741,8.6915,4.6829,14.2857,9.1779
603607,京华激光,19.8294,22.2169,26.0515,24.3064,,28.4202
002622,融钰集团,-12.7994,22.191999999999997,3.6857,13.1383,23.0769,3.6857
300669,沪宁股份,14.6297,22.1788,28.2737,11.9082,,30.8461
002410,广联达,26.3284,22.1254,13.3287,13.5841,-12.967,13.3319
300523,辰安科技,22.971,22.1012,21.6541,33.4464,-19.1781,13.907
002899,英派斯,15.6228,22.0842,37.8104,18.4599,,37.8104
002763,汇洁股份,11.6597,22.0831,16.2371,6.3131,22.3881,16.2371
300501,海顺新材,4.5005,22.0588,18.5306,12.0444,22.5225,18.6403
002864,盘龙药业,8.4199,22.035999999999998,16.7665,17.1928,21.5686,16.1117
002391,长青股份,15.3195,22.0345,16.0142,36.8277,-20.4301,16.2686
002122,天马股份,7.0937,21.9951,-0.0827,-0.8733,0.0,0.3403
002191,劲嘉股份,8.7399,21.9552,17.8491,5.1301,20.8108,18.3083
300609,汇纳科技,31.9832,21.9307,23.3129,26.6595,22.8571,23.4038
600630,龙头股份,-1.4772,21.9105,4.0592,-8.5094,25.0,4.043
002033,丽江旅游,11.3285,21.8696,79.8998,47.1417,-5.4755,90.0112
000523,广州浪奇,32.3422,21.8337,3.1303,20.6566,37.5,2.0122
601229,上海银行,,21.7926,32.0294,21.4509,11.3122,32.1965
300154,瑞凌股份,-0.6814,21.7804,4.5402,6.1022,19.0476,4.8347
000151,中成股份,63.2005,21.7687,2.3808,17.2587,21.7737,2.4697
601199,江南水务,27.980999999999998,21.7583,7.4622,11.6983,22.5806,7.4622
002827,高争民爆,18.8926,21.7542,36.8918,11.7899,,31.5982
600276,恒瑞医药,20.1381,21.7388,24.5499,25.8522,10.9646,24.8089
300007,汉威科技,32.0143,21.726999999999997,82.2081,94.8529,38.2353,79.0239
600004,白云机场,7.5149,21.7045,10.3434,11.2984,21.7949,9.8682
300349,金卡智能,18.6785,21.7035,16.9216,11.8928,-41.0853,16.6889
002718,友邦吊顶,22.674,21.6503,87.5057,75.6113,7.3298,87.5057
002621,三垒股份,13.7007,21.6461,5.247000000000001,6.5664,-18.1818,5.2325
300363,博腾股份,34.4374,21.6287,104.1013,95.6515,11.5385,89.2083
000565,渝三峡A,0.4083,21.5995,6.6988,-1.6768,23.8095,6.3641
600518,康美药业,19.3915,21.5633,38.9708,25.2925,21.6374,38.9796
300471,厚普股份,14.3848,21.5443,34.3772,9.1625,19.9699,35.006
300592,华凯创意,4.0725,21.4925,51.2931,24.2311,,51.2931
000967,盈峰环境,11.6006,21.4259,54.701,3.5654,0.0,73.7713
002452,长高集团,-3.6119,21.3708,7.6645,6.7575,-41.0866,7.9471
002460,赣锋锂业,26.6971,21.3659,3.5078,8.829,-51.0204,3.3923
300723,一品红,56.1479,21.2678,-31.2927,78.4246,,-28.0395
300124,汇川技术,29.9375,21.2477,12.7502,23.08,-40.9722,12.8944
002279,久其软件,12.8246,21.2006,6.9458,8.1765,22.2715,5.7899
002296,辉煌科技,35.6261,21.1933,-7.5339,6.4531,-32.2597,-3.6526
603416,信捷电气,18.7271,21.1559,33.9861,23.1405,20.4819,34.0016
002689,远大智能,18.4897,21.1135,5.5986,6.7134,-7.6923,5.6183
000682,东方电子,10.5267,21.0953,6.3256,15.9464,21.1796,2.1019
002717,岭南园林,35.1136,21.0923,76.7385,58.8483,-43.4109,76.7385
002768,国恩股份,19.0797,21.0483,24.315,14.2681,22.093000000000004,24.315
300009,安科生物,26.0395,21.0317,17.0862,22.1077,1.0907,11.8525
300145,中金环境,16.8817,21.0147,13.7219,15.8026,-30.9091,14.1459
603066,音飞储存,11.8883,20.9864,18.0999,9.0023,21.3333,18.2569
603331,百达精工,13.0771,20.9817,8.2065,2.2964,17.5,12.8355
002479,富春环保,17.7512,20.9604,7.4670000000000005,6.5804,26.3158,7.1347
600396,金山股份,4.525,20.8749,32.644,0.5239,-48.7774,59.5769
300140,中环装备,11.9232,20.8325,6.3959,7.0392,-0.4286,-0.3673
300435,中泰股份,13.9999,20.8307,25.2744,39.5751,20.9091,25.2744
300185,通裕重工,24.4358,20.7941,-2.3891,1.5184,28.5714,1.1574
002166,莱茵生物,54.8,20.7855,21.1396,30.5806,18.5185,21.1702
601021,春秋航空,11.6429,20.7513,29.5402,47.1819,20.9016,29.5402
600998,九州通,22.8194,20.6826,51.4658,29.7311,5.8824,52.9661
603758,秦安股份,7.7786,20.6787,27.0894,32.9612,20.0,27.0894
002563,森马服饰,11.7007,20.6492,5.2161,6.7769,20.7407,5.2257
000909,数源科技,11.7675,20.5668,4.8666,8.8689,9.0909,3.7632
002690,美亚光电,16.4953,20.5657,11.7449,12.1596,-7.175,11.4694
600690,青岛海尔,2.6451,20.5535,45.6425,22.9294,13.577,50.9634
300545,联得装备,26.3658,20.5304,35.4309,28.8037,21.6216,35.4309
603788,宁波高发,29.3402,20.4763,24.7991,23.4476,19.2308,24.7991
002335,科华恒盛,46.5709,20.4433,18.1519,37.0283,13.7255,8.3355
300291,华录百纳,101.0077,20.4238,249.7015,253.4597,-44.0642,251.3761
002918,蒙娜丽莎,15.6157,20.3712,26.844,10.7734,21.4286,26.844
002615,哈尔斯,21.5939,20.2481,6.8058,8.0023,20.3125,6.8058
002512,达华智能,38.4383,20.2348,-4.324,6.9979,5.3152,0.0478
300393,中来股份,37.7925,20.2336,170.6092,112.3605,12.7451,170.6092
603699,纽威股份,11.2373,20.2303,87.2112,39.0367,11.9403,90.9663
600332,白云山,6.7678,20.2291,13.3396,16.0147,20.1823,13.284
600735,新华锦,0.1928,20.1876,8.8776,1.5719,25.813000000000002,9.6645
603928,兴业股份,11.3292,20.1478,10.2192,-4.1319,20.4082,10.2192
002496,辉丰股份,16.4549,20.0899,13.7895,21.2984,-5.9701,8.4914
600486,扬农化工,-6.127000000000001,19.9965,18.5831,18.3081,-19.699,18.7115
300409,道氏技术,39.944,19.9927,122.2597,86.3204,16.129,122.2597
002150,通润装备,4.5176,19.9736,5.7473,-1.0333,21.0526,6.6185
002824,和胜股份,5.8265,19.9653,7.2757,12.2489,20.0,7.2757
600048,保利地产,18.0834,19.9495,16.9466,16.5082,-24.5033,18.6363
603313,梦百合,21.5884,19.9326,33.217,22.4777,21.6667,34.1675
002293,罗莱生活,9.3967,19.875999999999998,17.0271,17.7439,20.339000000000002,14.1099
603978,深圳新星,4.835,19.8456,18.2984,16.6409,20.0,18.2984
300261,雅本化学,28.0202,19.8,11.4704,48.0084,-11.5222,6.1214
