,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
908,601199,江南水务,0.76,22.58,,9.29,,17728.99,21.76,,04-29
909,002638,勤上股份,0.03,-89.29,,0.55,,1228.78,-88.18,,04-29
910,600760,中航沈飞,-0.41,-920.0,,-20.9,,-14176.15,-901.78,,04-29
911,000630,铜陵有色,0.19,-52.5,,2.22,,30066.08,-47.49,10派0.5转10,04-29
912,002204,大连重工,0.02,-94.44,,0.34,,2198.06,-93.62,,04-29
913,601216,君正集团,0.37,-6.67,,12.32,,76502.24,49.36,,04-29
914,002306,*ST云网,-0.85,19.72,,,,-68374.05,21.15,,04-29
915,002065,东华软件,0.7,-37.2,,20.74,,103865.4,34.74,,04-29
916,002097,山河智能,0.01,-78.46,,0.32,,653.55,-76.07,,04-29
917,002177,御银股份,0.17,6.12,,8.53,,13200.78,6.13,,04-29
918,601228,广州港,0.15,-6.25,,9.61,0.24,80680.01,2.59,,04-29
919,600331,宏达股份,-0.25,-1067.19,2.09,-18.12,,-33811.78,-1378.35,,04-29
920,002648,卫星石化,0.04,-96.8,,0.91,,3255.51,-93.49,,04-29
921,002054,德美化工,0.3,-16.67,,6.12,,9576.75,-16.94,,04-29
922,002375,亚厦股份,1.18,-16.31,,18.5,,103262.11,15.42,,04-29
923,300498,温氏股份,,,,,,266397.85,380.48,,04-29
924,002552,宝鼎科技,0.05,-37.5,,1.77,,1425.33,17.36,,04-29
925,300673,佩蒂股份,0.49,8.89,4.7,10.71,,2815.3,8.31,,04-29
926,600726,华电能源,0.07,872.22,,4.82,,14710.3,932.2,,04-29
927,000629,*ST钒钛,-0.44,-787.79,,-29.56,,-377542.74,-787.61,,04-29
928,603009,北特科技,0.48,-5.88,,13.2,,4409.16,7.84,,04-29
929,000679,大连友谊,0.16,-64.76,,3.8,,5645.69,-64.76,10派0.5,04-29
930,002736,国信证券,0.7,133.33,4.0,21.28,0.73,492756.48,133.75,10派2,04-29
931,600155,宝硕股份,-0.36,-121.43,,-2228.37,,-14730.16,-121.24,,04-29
932,601003,柳钢股份,0.07,-22.22,,2.98,,16872.58,-22.14,,04-29
933,002219,恒康医疗,0.42,7.63,,28.78,,25733.29,51.53,,04-29
934,600638,新黄浦,0.3,-25.8,,4.99,,16970.94,-25.67,10派1,04-29
935,002251,步步高,0.58,-20.46,,10.44,,34529.54,-16.89,,04-29
936,000596,古井贡酒,1.19,-4.03,,15.05,,59704.19,-4.01,10派2,04-29
937,002417,三元达,-1.21,146.94,,-56.22,,-32648.07,147.29,,04-29
938,600479,千金药业,0.34,-15.07,,9.64,,10509.29,-15.09,10派2,04-29
939,002481,双塔食品,0.34,29.92,,14.0,,14878.99,31.62,,04-29
940,000408,藏格控股,-0.22,-355.54,,-33.84,,-5524.68,-355.64,,04-29
941,002005,德豪润达,0.01,43.42,,0.29,,1395.1,58.07,10派0.3,04-29
942,002358,森源电气,0.66,-8.33,,15.72,,26308.99,1.26,,04-29
943,002730,电光科技,0.45,-21.05,,9.43,,5323.98,-15.23,,04-29
944,600148,长春一东,0.27,30.69,,10.89,,3851.35,30.72,10派0.816,04-29
945,002486,嘉麟杰,0.03,-86.0,,2.7,,2762.97,-71.98,,04-29
946,600237,铜峰电子,-0.15,-850.0,,-5.88,,-8344.61,-755.91,,04-29
947,600630,龙头股份,0.15,25.0,,3.97,,6346.29,21.49,10派0.45,04-29
948,600257,大湖股份,0.0,-98.95,,0.21,,160.16,-98.96,,04-29
949,000415,渤海金控,0.55,-33.73,,10.65,,91319.6,-13.24,10派1转10,04-29
950,601188,龙江交通,0.23,18.44,,9.33,,30253.69,27.59,,04-28
951,002267,陕天然气,0.49,48.24,,14.41,,51233.02,51.7,,04-28
952,600281,太化股份,0.04,-106.75,,2.78,,1910.59,-106.75,,04-28
953,000506,中润资源,-0.23,-211.85,,-14.05,,-21656.72,-211.86,,04-28
954,600318,新力金融,0.44,0.0,,10.12,,10532.59,-1.61,10送10转10,04-28
955,000564,供销大集,0.13,-5.06,,3.58,,6046.43,-5.02,10派0.3,04-28
956,600776,东方通信,0.14,-7.37,,6.43,,17944.76,-7.37,10派0.6,04-28
957,002379,宏创控股,-0.37,-1966.5,,-23.28,,-34580.16,-4766.55,,04-28
958,002718,友邦吊顶,2.05,7.33,,22.24,,10468.15,21.65,,04-28
959,600490,鹏欣资源,0.05,-55.19,,4.85,,7531.21,-23.77,,04-28
960,600215,长春经开,0.02,14.29,,0.38,,923.83,13.65,10派0.0596,04-28
961,601009,南京银行,1.89,25.17,10.93,19.0,37.56,560862.1,24.72,10派5,04-28
962,002289,宇顺电子,-1.97,-2551.55,,-22.67,,-32706.57,-4155.56,,04-28
963,002069,獐子岛,-1.67,-1292.86,,-67.69,,-118932.75,-1326.83,,04-28
964,002747,埃斯顿,0.49,-18.33,,16.3,,4396.58,-18.43,,04-28
965,600110,诺德股份,-0.23,-4847.92,,-14.03,,-26210.27,-4841.86,,04-28
966,002133,广宇集团,0.21,-43.24,,6.11,,13129.64,-40.15,,04-28
967,000788,北大医药,-0.05,-138.46,,-2.41,,-2710.43,-134.74,,04-28
968,000807,云铝股份,-0.3,-3130.0,,-12.75,,-46703.68,-3002.17,,04-28
969,600612,老凤祥,1.8,5.62,,25.56,,93989.94,5.62,10派9,04-28
970,002551,尚荣医疗,0.28,3.7,,7.92,,10215.68,38.51,,04-28
971,000520,长航凤凰,4.26,-163.61,,,,430733.7,-195.41,,04-28
972,002647,民盛金科,-0.22,-150.0,,-4.68,,-4774.98,-163.6,,04-28
973,002037,久联发展,0.67,6.35,,11.88,,21992.9,6.67,10派1.5,04-28
974,600776,东方通信,0.14,-7.37,,6.43,,17944.76,-7.37,10派0.6,04-28
975,002379,宏创控股,-0.37,-1966.5,,-23.28,,-34580.16,-4766.55,,04-28
976,002718,友邦吊顶,2.05,7.33,,22.24,,10468.15,21.65,,04-28
977,600490,鹏欣资源,0.05,-55.19,,4.85,,7531.21,-23.77,,04-28
978,600527,江南高纤,0.04,-86.67,,1.69,,3016.88,-87.38,10派0.9,04-28
979,601002,晋亿实业,0.17,54.55,,5.99,,13724.59,63.55,,04-28
980,601188,龙江交通,0.23,18.44,,9.33,,30253.69,27.59,,04-28
981,002267,陕天然气,0.49,48.24,,14.41,,51233.02,51.7,10派1.5,04-28
982,600281,太化股份,0.04,-106.75,,2.78,,1910.59,-106.75,,04-28
983,000506,中润资源,-0.23,-211.85,,-14.05,,-21656.72,-211.86,,04-28
984,600318,新力金融,0.44,0.0,,10.12,,10532.59,-1.61,10送10转10,04-28
985,000564,供销大集,0.13,-5.06,,3.58,,6046.43,-5.02,10派0.3,04-28
986,603333,明星电缆,-0.13,-1400.0,,-4.57,,-6920.11,-1169.97,,04-28
987,002239,奥特佳,0.03,-88.89,,1.82,,1146.2,-78.82,,04-28
988,002336,人人乐,-1.15,-2044.76,,-15.6,,-46052.03,-2045.64,,04-28
989,002673,西部证券,0.55,139.13,,13.28,,66385.46,142.37,10派1.5送5转5,04-28
990,002047,宝鹰股份,0.22,-24.14,,15.37,,26878.99,22.23,,04-28
991,002373,千方科技,0.54,-158.06,,32.68,,24923.6,-296.26,,04-28
992,002729,好利来,0.64,-22.89,,15.27,,3484.78,-16.28,,04-28
993,002132,恒星科技,0.08,40.0,,3.9,,4548.39,44.9,,04-28
994,600939,重庆建工,0.04,-81.82,,1.61,0.19,5850.99,-83.56,,04-28
995,002212,南洋股份,0.1,0.0,,3.0,,5179.05,3.9,,04-28
996,601166,兴业银行,2.47,14.35,13.54,21.21,35.8,4713800.0,14.38,10派5.7,04-28
997,000498,山东路桥,0.28,19.38,,12.69,,31124.77,19.14,,04-28
998,000538,云南白药,2.41,-27.84,,24.86,,250607.65,7.95,10派5,04-28
999,601567,三星医疗,0.93,32.86,,16.0,,37237.3,31.95,,04-28
1000,002325,洪涛股份,0.41,2.5,,13.45,,29544.38,5.7,,04-28
1001,002646,青青稞酒,0.71,-15.03,,14.95,,31726.0,-15.03,,04-28
1002,600369,西南证券,0.49,81.48,,8.83,,133904.89,112.44,10派1.8,04-28
1003,600387,海越股份,0.29,81.25,,9.62,,11123.23,76.74,10派1,04-28
1004,002121,科陆电子,0.32,46.31,,9.05,,12569.43,46.28,,04-28
1005,002137,麦达数字,0.03,-107.19,,2.91,,1427.63,-107.61,,04-28
1006,600962,国投中鲁,-0.42,18.67,,-13.24,,-11114.95,18.66,,04-28
1007,600780,通宝能源,0.49,47.35,,13.8,,56478.39,47.37,10派1.5,04-28
1008,300102,乾照光电,0.19,-47.22,6.05,3.13,0.39,5590.15,-47.0,,04-28
1009,002383,合众思壮,0.21,308.4,,2.82,,4005.81,308.7,,04-28
1010,002399,海普瑞,0.42,6.58,,4.17,,33827.83,6.6,,04-28
1011,002142,宁波银行,1.89,12.5,10.49,19.45,7.01,562746.6,16.1,10派4.5转2,04-28
1012,603167,渤海轮渡,0.41,-14.78,,7.54,,19900.73,-14.79,,04-28
1013,000036,华联控股,0.03,-56.9,,1.82,,3437.61,-56.93,,04-28
1014,002271,东方雨虹,1.59,52.88,,25.32,,57655.06,58.52,,04-28
1015,600695,绿庭投资,-0.07,-147.12,,-12.96,,-4956.06,-147.12,,04-28
1016,601718,际华集团,0.3,20.0,,9.53,,117323.83,23.79,,04-28
1017,600745,闻泰科技,0.05,-68.75,,1.3,,1689.23,-68.62,,04-28
1018,000638,万方发展,0.01,-125.19,0.75,1.39,,302.54,-125.15,,04-28
1019,002083,孚日股份,0.08,-20.0,,2.63,,7312.09,-18.92,,04-28
1020,002037,久联发展,0.67,6.35,,11.88,,21992.9,6.67,10派1.5,04-28
1021,002069,獐子岛,-1.67,-1292.86,,-67.69,,-118932.75,-1326.83,,04-28
1022,002747,埃斯顿,0.49,-18.33,,16.3,,4396.58,-18.43,,04-28
1023,600110,诺德股份,-0.23,-4847.92,,-14.03,,-26210.27,-4841.86,,04-28
1024,002133,广宇集团,0.21,-43.24,,6.11,,13129.64,-40.15,,04-28
1025,000788,北大医药,-0.05,-138.46,,-2.41,,-2710.43,-134.74,,04-28
1026,000807,云铝股份,-0.3,-3130.0,,-12.75,,-46703.68,-3002.17,,04-28
1027,600612,老凤祥,1.8,5.62,,25.56,,93989.94,5.62,10派9,04-28
1028,002551,尚荣医疗,0.28,3.7,,7.92,,10215.68,38.51,,04-28
1029,000520,长航凤凰,4.26,-163.61,,,,430733.7,-195.41,,04-28
1030,002647,民盛金科,-0.22,-150.0,,-4.68,,-4774.98,-163.6,,04-28
1031,600776,东方通信,0.14,-7.37,,6.43,,17944.76,-7.37,10派0.6,04-28
1032,002379,宏创控股,-0.37,-1966.5,,-23.28,,-34580.16,-4766.55,,04-28
1033,002718,友邦吊顶,2.05,7.33,,22.24,,10468.15,21.65,,04-28
1034,600490,鹏欣资源,0.05,-55.19,,4.85,,7531.21,-23.77,,04-28
1035,600527,江南高纤,0.04,-86.67,,1.69,,3016.88,-87.38,10派0.9,04-28
1036,601002,晋亿实业,0.17,54.55,,5.99,,13724.59,63.55,,04-28
1037,601188,龙江交通,0.23,18.44,,9.33,,30253.69,27.59,,04-28
1038,002267,陕天然气,0.49,48.24,,14.41,,51233.02,51.7,10派1.5,04-28
1039,600281,太化股份,0.04,-106.75,,2.78,,1910.59,-106.75,,04-28
1040,000506,中润资源,-0.23,-211.85,,-14.05,,-21656.72,-211.86,,04-28
1041,600318,新力金融,0.44,0.0,,10.12,,10532.59,-1.61,10送10转10,04-28
1042,000564,供销大集,0.13,-5.06,,3.58,,6046.43,-5.02,10派0.3,04-28
1043,002673,西部证券,0.55,139.13,,13.28,,66385.46,142.37,10派1.5送5转5,04-28
1044,002047,宝鹰股份,0.22,-24.14,,15.37,,26878.99,22.23,,04-28
1045,603333,明星电缆,-0.13,-1400.0,,-4.57,,-6920.11,-1169.97,,04-28
1046,002239,奥特佳,0.03,-88.89,,1.82,,1146.2,-78.82,,04-28
1047,002336,人人乐,-1.15,-2044.76,,-15.6,,-46052.03,-2045.64,,04-28
1048,600387,海越股份,0.29,81.25,,9.62,,11123.23,76.74,10派1,04-28
1049,002373,千方科技,0.54,-158.06,,32.68,,24923.6,-296.26,,04-28
1050,002729,好利来,0.64,-22.89,,15.27,,3484.78,-16.28,,04-28
1051,002132,恒星科技,0.08,40.0,,3.9,,4548.39,44.9,,04-28
1052,600939,重庆建工,0.04,-81.82,,1.61,0.19,5850.99,-83.56,,04-28
1053,002212,南洋股份,0.1,0.0,,3.0,,5179.05,3.9,,04-28
1054,601166,兴业银行,2.47,14.35,13.54,21.21,35.8,4713800.0,14.38,10派5.7,04-28
1055,000498,山东路桥,0.28,19.38,,12.69,,31124.77,19.14,,04-28
1056,000538,云南白药,2.41,-27.84,,24.86,,250607.65,7.95,10派5,04-28
1057,601567,三星医疗,0.93,32.86,,16.0,,37237.3,31.95,,04-28
1058,002325,洪涛股份,0.41,2.5,,13.45,,29544.38,5.7,,04-28
1059,002646,青青稞酒,0.71,-15.03,,14.95,,31726.0,-15.03,,04-28
1060,600369,西南证券,0.49,81.48,,8.83,,133904.89,112.44,10派1.8,04-28
1061,002121,科陆电子,0.32,46.31,,9.05,,12569.43,46.28,,04-28
1062,002137,麦达数字,0.03,-107.19,,2.91,,1427.63,-107.61,,04-28
1063,600962,国投中鲁,-0.42,18.67,,-13.24,,-11114.95,18.66,,04-28
1064,600780,通宝能源,0.49,47.35,,13.8,,56478.39,47.37,10派1.5,04-28
1065,300102,乾照光电,0.19,-47.22,6.05,3.13,0.39,5590.15,-47.0,,04-28
1066,002383,合众思壮,0.21,308.4,,2.82,,4005.81,308.7,,04-28
1067,002399,海普瑞,0.42,6.58,,4.17,,33827.83,6.6,,04-28
1068,002142,宁波银行,1.89,12.5,10.49,19.45,7.01,562746.6,16.1,10派4.5转2,04-28
1069,603167,渤海轮渡,0.41,-14.78,,7.54,,19900.73,-14.79,,04-28
1070,000036,华联控股,0.03,-56.9,,1.82,,3437.61,-56.93,,04-28
1071,002271,东方雨虹,1.59,52.88,,25.32,,57655.06,58.52,,04-28
1072,600695,绿庭投资,-0.07,-147.12,,-12.96,,-4956.06,-147.12,,04-28
1073,601718,际华集团,0.3,20.0,,9.53,,117323.83,23.79,,04-28
1074,600745,闻泰科技,0.05,-68.75,,1.3,,1689.23,-68.62,,04-28
1075,601881,中国银河,0.5,61.29,,13.91,2.47,377072.75,76.59,,04-28
1076,000638,万方发展,0.01,-125.19,0.75,1.39,,302.54,-125.15,,04-28
1077,002083,孚日股份,0.08,-20.0,,2.63,,7312.09,-18.92,10派1,04-28
1078,600821,津劝业,0.03,0.0,,1.78,,1057.22,-26.79,,04-28
1079,600199,金种子酒,0.16,-33.33,,4.04,,8856.17,-33.64,10派0.5,04-28
1080,000638,万方发展,0.01,-125.19,0.75,1.39,,302.54,-125.15,,04-28
1081,002083,孚日股份,0.08,-20.0,,2.63,,7312.09,-18.92,,04-28
1082,600821,津劝业,0.03,0.0,,1.78,,1057.22,-26.79,,04-28
1083,000995,皇台酒业,-0.22,29.41,,-28.62,,-3928.85,34.07,,04-27
1084,603989,艾华集团,1.2,12.15,5.43,26.0,1.58,18044.51,11.93,,04-27
1085,300397,天和防务,0.77,-52.76,10.79,9.71,-0.7,7528.4,-48.59,,04-27
1086,000541,佛山照明,0.27,3.85,,9.08,,26612.5,5.68,10派2.2转3,04-27
1087,000960,锡业股份,0.03,-102.35,,0.49,,3447.9,-102.57,,04-27
1088,601878,浙商证券,0.25,,2.19,12.19,2.75,75024.24,,,04-27
1089,002386,天原集团,0.13,7.4,,1.53,,6061.03,7.43,10转4,04-27
1090,000829,天音控股,0.02,-33.33,,0.84,,1832.79,-33.32,,04-27
1091,002295,精艺股份,-0.26,-1664.5,,-6.89,,-5600.31,-1665.44,,04-27
1092,002714,牧原股份,0.33,-76.92,,4.27,,8019.81,-73.6,,04-27
1093,002102,冠福股份,0.01,-85.71,,0.85,,569.12,-79.7,,04-27
1094,002150,通润装备,0.23,21.05,,10.2,,5842.05,21.15,,04-27
1095,300455,康拓红外,0.52,0.0,3.22,17.3,0.47,5431.95,-1.15,,04-27
1096,603311,金海环境,0.32,28.0,1.83,18.92,0.49,5089.41,27.36,,04-27
1097,002321,华英农业,0.03,-108.33,,0.86,,1257.91,-109.88,,04-27
1098,600770,综艺股份,0.03,-105.51,,1.06,,4153.02,-106.11,,04-27
1099,000526,*ST紫学,0.02,-129.39,,1.27,,196.65,-129.47,,04-27
1100,002084,海鸥卫浴,0.1,0.0,,5.2,,4114.67,1.97,10派0.3,04-27
1101,603020,爱普股份,1.29,3.01,,19.1,,15469.13,3.01,,04-27
1102,000717,韶钢松山,-0.57,-1240.0,,-38.01,,-138827.18,-1468.16,,04-27
1103,002705,新宝股份,0.49,-6.76,,10.35,,21334.93,11.0,,04-27
1104,300123,亚光科技,0.08,-81.82,3.19,2.42,0.02,2212.73,-63.77,,04-27
1105,600615,丰华股份,0.07,-20.45,,2.71,,1315.62,-20.46,,04-25
1106,300273,和佳股份,0.39,-2.5,2.12,19.92,-0.61,22308.56,28.11,,04-25
1107,000955,欣龙控股,0.01,-108.8,,0.72,,487.35,-109.12,,04-25
1108,300337,银邦股份,0.15,-62.5,4.62,3.25,-0.29,5562.2,-26.47,,04-25
1109,600333,长春燃气,0.05,-28.57,,1.28,,2431.35,-36.35,,04-25
1110,600774,汉商集团,0.11,10.0,,3.56,,1956.71,17.14,,04-25
1111,000655,金岭矿业,0.35,-20.45,,6.78,,20914.67,-20.07,,04-25
1112,600467,好当家,0.03,-81.25,,0.71,,2057.72,-82.1,10派0.09,04-25
1113,300230,永利股份,0.35,8.56,3.59,10.09,0.3,5656.77,8.57,,04-25
1114,002623,亚玛顿,0.24,-36.84,,1.81,,3782.39,-38.6,,04-25
1115,001696,宗申动力,0.33,26.92,,12.0,,37523.05,22.25,10派0.3,04-25
1116,002077,大港股份,0.15,-28.57,,4.12,,3852.71,-28.78,10派0.5,04-25
1117,600815,*ST厦工,0.01,-101.61,,0.25,,1030.18,-101.75,,04-25
1118,002093,国脉科技,0.06,-49.68,,4.26,,5461.78,-49.64,,04-25
1119,600592,龙溪股份,0.12,-14.29,,2.39,,4856.3,-4.36,10派1,04-25
1120,600993,马应龙,0.61,8.93,,13.49,,20147.77,8.13,10派0.4送3,04-25
1121,600272,开开实业,0.15,50.0,,9.27,,3634.53,42.83,10派0.45,04-25
1122,000554,泰山石油,0.01,-44.27,,0.75,,678.91,-44.25,10派0.1,04-25
1123,600385,山东金泰,0.25,38.89,,102.97,,3628.95,35.27,,04-25
1124,601999,出版传媒,0.14,7.69,,4.22,,7500.92,7.1,,04-25
1125,002435,长江润发,0.24,-7.69,,5.71,,4812.7,-6.71,,04-25
1126,300187,永清环保,0.27,0.0,4.52,6.21,0.58,5461.24,1.13,,04-25
1127,300219,鸿利智汇,0.37,48.0,3.69,10.62,0.85,9090.98,48.93,,04-25
1128,000888,峨眉山A,0.72,48.13,,11.28,,18950.4,65.94,10派1.8转10,04-25
1129,600634,富控互动,0.23,-57.41,,5.84,,13479.85,15.09,,04-25
1130,300320,海达股份,0.62,20.59,5.37,12.01,0.2,8196.92,21.25,,04-25
1131,300369,绿盟科技,1.08,-26.53,7.17,16.78,0.73,14450.35,30.74,,04-25
1132,300063,天龙集团,0.01,-94.5,3.23,0.24,-0.4,155.26,-89.22,,04-25
1133,300386,飞天诚信,3.11,16.04,14.63,27.87,2.9,26436.78,31.41,,04-25
1134,002055,得润电子,0.24,-20.43,,7.43,,9861.41,-19.65,10派0.5,04-25
1135,600060,海信电器,1.07,-11.64,,13.52,,140004.2,-11.55,10派3.25,04-25
1136,600825,新华传媒,0.05,-16.67,,2.01,,5042.16,-15.26,10派0.15,04-25
1137,600112,*ST天成,0.03,118.18,,1.28,,1591.12,118.59,10派0.05,04-25
1138,000733,振华科技,0.28,0.0,,4.13,,12890.24,29.56,10派0.3,04-25
1139,600543,莫高股份,0.05,-119.23,,1.62,,1710.34,-120.67,,04-25
1140,000680,山推股份,0.04,-113.41,,1.15,,4643.13,-114.2,,04-25
1141,000529,广弘控股,0.26,85.71,,15.52,,15314.42,90.31,,04-25
1142,600693,东百集团,0.43,160.13,,12.83,,14623.84,160.11,10派2,04-25
1143,300035,中科电气,0.23,-42.5,3.64,6.37,0.03,5329.03,-25.6,,04-25
1144,000566,海南海药,0.33,73.68,,10.49,,16278.44,73.46,10派0.3,04-25
1145,600743,华远地产,0.36,0.0,,18.25,,66162.28,0.85,10派1.2,04-25
1146,300137,先河环保,0.22,-26.67,3.16,7.15,0.0,7169.42,19.25,,04-25
1147,600499,科达洁能,0.65,15.54,,13.28,,44610.47,20.5,10派2,04-25
1148,600216,浙江医药,0.18,-62.5,,2.62,,16973.94,-62.45,10派0.6,04-25
1149,300266,兴源环境,0.43,126.32,6.23,7.17,0.56,6354.25,194.16,,04-25
1150,600308,华泰股份,0.05,-6.36,,0.96,,6011.96,-6.95,10派0.16,04-25
1151,002731,萃华珠宝,0.82,-16.33,,15.35,,9837.21,-11.24,,04-25
1152,600167,联美控股,0.77,17.37,,17.14,,16279.21,17.38,,04-25
1153,600561,江西长运,0.63,1.61,,10.31,,14882.89,9.72,10派1.9,04-25
1154,300029,天龙光电,0.15,-122.67,2.98,5.1,0.2,2947.32,-122.66,,04-25
1155,600395,盘江股份,0.19,-35.86,,4.91,,30721.25,-35.97,10派1.6,04-25
1156,600470,六国化工,-0.4,-1433.33,,-9.66,,-20642.05,-1554.71,,04-25
1157,000700,模塑科技,0.8,13.39,,17.72,,24591.21,13.27,10派1.3,04-25
1158,300228,富瑞特装,1.61,-7.47,9.09,19.28,1.65,21790.12,-6.78,,04-25
1159,002524,光正集团,-0.17,-5766.67,,-10.87,,-8765.72,-5756.38,,04-25
1160,600265,ST景谷,-0.35,-418.18,,-138.11,,-4572.76,-421.82,,04-25
1161,300308,中际旭创,0.04,-66.67,2.52,1.54,0.04,816.55,-42.66,,04-25
1162,300002,神州泰岳,0.49,-42.28,3.65,14.54,0.26,62440.56,20.65,,04-25
1163,600710,ST常林,-0.28,-17.65,,-10.11,,-18021.59,-16.66,,04-25
1164,300374,恒通科技,0.85,1.19,6.13,14.85,0.72,6232.41,1.57,,04-25
1165,600498,烽火通信,0.56,3.7,,9.27,,54017.39,4.06,10派2.5,04-25
1166,600516,方大炭素,0.16,11.92,,4.91,,27916.55,18.27,,04-25
1167,600555,海航创新,0.03,50.0,,2.67,,4433.88,62.71,,04-25
1168,300217,东方电热,0.26,-43.41,2.93,9.15,0.17,10267.11,13.19,,04-25
1169,000982,*ST中绒,0.05,-87.18,,2.37,,8713.22,-69.01,,04-25
1170,300362,天翔环境,0.33,-20.75,5.97,5.68,-0.67,3327.13,3.47,,04-25
1171,000650,仁和药业,0.3,50.0,,15.22,,30090.76,54.96,10派0.3送2.5,04-25
1172,600462,九有股份,0.0,-69.63,,0.69,,220.1,-69.42,,04-25
1173,300157,恒泰艾普,0.14,-60.0,3.71,3.71,0.19,8134.16,-38.07,,04-25
1174,000886,海南高速,0.05,-62.77,,1.84,,5044.1,-62.84,,04-25
1175,300270,中威电子,0.35,169.23,4.25,8.38,0.22,4192.92,174.53,,04-25
1176,600293,三峡新材,0.03,-63.37,,1.54,,1137.66,-63.35,10派0.13,04-25
1177,000608,阳光股份,-0.78,-400.0,,-16.27,,-58517.2,-308.93,,04-25
1178,000678,襄阳轴承,0.01,0.0,,0.58,,632.47,100.32,,04-25
1179,600080,金花股份,0.1,-32.08,,3.06,,3095.08,-32.12,,04-25
1180,000835,长城动漫,0.02,1.04,1.35,1.4,,593.99,0.66,,04-25
1181,600208,新湖中宝,0.17,6.25,,8.09,,108192.22,10.05,10派0.56,04-25
1182,002556,辉隆股份,0.29,54.37,,7.09,,14032.08,55.44,,04-25
1183,300307,慈星股份,-0.43,-222.86,4.67,-8.8,-0.21,-34813.27,-224.84,,04-25
1184,002620,瑞和股份,0.46,-31.34,,5.48,,5479.33,-32.34,,04-25
1185,300049,福瑞股份,0.7,1650.0,6.43,11.26,0.39,8723.53,1678.36,10派2转10,04-25
1186,300151,昌红科技,0.26,-25.71,3.86,6.85,0.34,5171.96,45.91,,04-25
1187,600854,春兰股份,0.02,-64.08,,0.58,,1108.18,-64.01,,04-25
1188,000752,西藏发展,0.1,-80.17,,3.31,,2570.99,-80.17,10派0.1,04-25
1189,600887,伊利股份,1.35,-18.18,,23.66,,414428.05,30.03,10派8转10,04-25
1190,000037,深南电A,-0.55,-711.11,,-23.02,,-33051.33,-722.45,,04-25
1191,600622,光大嘉宝,0.7,5.77,,12.78,,35864.63,5.82,10派2.1,04-25
1192,300344,太空板业,-0.08,-154.19,2.88,-2.84,-0.0,-2012.64,-181.33,,04-25
1193,002678,珠江钢琴,0.15,-28.57,,7.9,,14113.04,-28.16,,04-25
1194,603001,奥康国际,0.64,-5.82,,6.79,,25825.63,-5.83,,04-25
1195,002485,希努尔,-0.15,-168.18,,-2.36,,-4659.06,-165.26,,04-25
1196,002550,千红制药,0.77,-34.19,,12.23,,24503.67,31.02,10派3,04-25
1197,601225,陕西煤业,0.1,-74.36,3.45,2.79,0.01,95149.7,-72.71,,04-25
1198,002293,罗莱生活,1.42,20.34,,17.56,,39808.98,19.85,,04-25
1199,002614,奥佳华,0.39,-10.34,,6.61,,14021.81,34.38,,04-25
1200,000037,深南电A,-0.55,-711.11,,-23.02,,-33051.33,-722.45,,04-25
1201,600622,光大嘉宝,0.7,5.77,,12.78,,35864.63,5.82,10派2.1,04-25
1202,300344,太空板业,-0.08,-154.19,2.88,-2.84,-0.0,-2012.64,-181.33,,04-25
1203,002678,珠江钢琴,0.15,-28.57,,7.9,,14113.04,-28.16,,04-25
1204,603001,奥康国际,0.64,-5.82,,6.79,,25825.63,-5.83,,04-25
1205,002485,希努尔,-0.15,-168.18,,-2.36,,-4659.06,-165.26,,04-25
1206,002550,千红制药,0.77,-34.19,,12.23,,24503.67,31.02,10派3转10,04-25
1207,601225,陕西煤业,0.1,-74.36,3.45,2.79,0.01,95149.7,-72.71,,04-25
1208,002293,罗莱生活,1.42,20.34,,17.56,,39808.98,19.85,10派10转15,04-25
1209,002614,奥佳华,0.39,-10.34,,6.61,,14021.81,34.38,,04-25
1210,300366,创意信息,0.72,-15.29,6.01,12.78,-0.58,4059.84,-5.01,,04-25
1211,002057,中钢天源,0.1,-54.23,,4.0,,1950.94,-8.44,10派0.1,04-25
1212,600810,神马股份,0.14,207.64,,2.51,,6053.07,207.55,,04-25
1213,600489,中金黄金,0.03,-80.0,,0.85,,8434.23,-80.43,10派0.1,04-25
1214,600674,川投能源,1.66,140.78,,27.64,,347700.18,154.46,10派3转10,04-25
1215,603588,高能环境,0.95,-17.27,,11.93,,11555.26,-17.27,,04-25
1216,000612,焦作万方,0.31,-26.15,,7.9,,35645.0,35.56,,04-25
1217,002094,青岛金王,0.15,-11.76,,7.96,,4905.4,-9.5,,04-25
1218,600869,智慧能源,0.18,-39.65,,5.95,,18271.41,-39.68,,04-25
1219,300182,捷成股份,0.56,-37.34,3.6,17.23,-0.28,26287.36,30.88,,04-25
1220,300263,隆华节能,0.38,-44.12,4.05,9.83,-0.52,14572.01,28.49,,04-25
1221,601208,东材科技,0.27,145.45,,7.68,,16545.35,144.9,,04-25
1222,600679,上海凤凰,0.11,339.92,,6.28,,3859.39,340.55,,04-25
1223,002303,美盈森,0.37,-24.88,,12.55,,26154.05,50.25,10派0.75送3转7,04-25
1224,300377,赢时胜,0.42,-53.33,3.86,11.8,0.34,4639.13,14.95,,04-25
1225,300070,碧水源,0.88,-7.37,5.64,17.26,0.73,94081.22,12.01,10派1.33419,04-25
1226,300414,中光防雷,1.54,108.11,5.03,35.89,1.66,9759.44,109.4,,04-24
