,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,000410,*ST沈机,0.15,-108.2,,16.41,,11775.16,-108.39,,01-31
1,002189,利达光电,0.11,22.22,,3.99,,2175.51,25.59,,01-31
2,300320,海达股份,0.27,-6.08,,15.91,,14028.01,69.05,,01-30
3,600829,人民同泰,0.44,13.22,,16.32,,25419.6,13.22,10派5,01-30
4,002793,东音股份,0.58,-46.79,,16.17,,11585.17,15.43,10派1,01-30
5,603707,健友股份,0.81,14.52,,19.07,,31422.24,22.15,10派1.5转3,01-27
6,603618,杭电股份,0.15,-28.57,,4.65,,10034.2,-26.2,,01-23
7,300536,农尚环境,0.31,-53.73,,10.21,,5189.04,1.9,10派0.7,01-19
