code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
002066,瑞泰科技,-0.59,-4005.33,,-26.04,,-13532.59,-3995.46,,04-26
600817,*ST宏盛,0.02,-99.82,,2.08,,247.71,-99.86,,04-26
002098,浔兴股份,0.39,69.57,,9.81,,6061.04,67.3,,04-26
600854,春兰股份,0.06,156.71,,1.63,,3079.09,156.99,10派0.18,04-26
600870,厦华电子,-1.03,-4004.56,,-303.56,,-53729.76,-5619.68,,04-26
000967,盈峰环境,0.22,-4.35,,6.8,,5311.49,11.98,10派0.4,04-26
000536,华映科技,0.44,12.56,,13.29,,31072.48,12.56,,04-26
000554,泰山石油,0.03,-48.58,,1.35,,1217.86,-48.55,,04-26
600387,海越股份,0.16,1500.0,,5.83,,6293.57,1066.02,10派0.6,04-26
000009,中国宝安,0.23,53.33,,9.37,,29240.0,82.23,10派0.3送2,04-26
000810,创维数字,0.03,5.51,,0.75,,372.09,5.52,10派0.2,04-26
300369,绿盟科技,1.47,16.67,6.23,26.79,0.16,11052.88,16.63,,04-26
000680,山推股份,-0.28,-1029.67,,-7.85,,-32703.3,-1168.14,,04-26
600881,亚泰集团,0.11,-47.62,,2.87,,21759.89,-44.96,10派1,04-26
600546,山煤国际,0.12,-84.42,4.02,3.06,,24400.81,-68.19,10派0.5,04-26
300293,蓝英装备,0.56,-45.1,3.89,15.43,-1.55,10137.49,14.98,,04-26
002317,众生药业,0.52,-48.51,,11.69,,18770.23,3.41,,04-26
002333,罗普斯金,0.34,3.03,,6.61,,8666.1,2.65,,04-26
002145,中核钛白,0.04,300.0,,1.46,,1635.3,789.35,,04-26
600193,创兴资源,0.25,-26.47,,13.93,,8337.79,-25.32,,04-26
000939,凯迪生态,0.07,75.0,,2.47,,6480.92,88.17,,04-26
600679,上海凤凰,0.02,113.79,,1.48,,876.03,114.42,,04-26
000534,万泽股份,0.31,14.81,,12.33,,15150.71,15.32,10派1,04-26
600745,闻泰科技,0.16,-48.39,,6.5,,5383.71,-46.56,,04-26
002038,双鹭药业,1.26,0.03,,25.16,,57739.74,20.04,,04-26
002375,亚厦股份,1.41,41.0,,22.86,,89467.78,41.01,,04-26
600891,秋林集团,0.11,-35.29,,4.51,,3639.62,-33.45,10派0.35,04-26
002006,精功科技,-0.44,2.33,,-21.39,,-19805.86,1.73,,04-26
000609,绵石投资,0.35,23.02,,9.36,,10403.55,23.02,,04-25
002685,华东重机,0.05,-80.77,,1.29,,1012.72,-77.49,,04-25
600863,内蒙华电,0.36,-32.08,,13.16,,137563.09,6.16,10派3转5,04-25
300260,新莱应材,0.13,-11.03,6.37,2.05,-0.37,1286.74,-11.07,,04-25
300276,三丰智能,0.2,-65.52,4.37,4.61,-0.39,2474.65,-45.01,,04-25
600240,华业资本,0.35,116.15,,14.12,,50041.91,116.65,,04-25
600260,凯乐科技,0.15,-58.52,,4.56,,7860.65,-58.53,10派0.5,04-25
300308,中际旭创,0.12,-73.91,4.41,2.72,0.3,1424.09,-50.51,,04-25
600355,精伦电子,-0.23,-2400.0,,-12.96,,-5702.0,-1776.09,,04-25
002048,宁波华翔,0.65,41.3,,10.94,,34318.22,36.91,,04-25
600022,山东钢铁,0.02,-103.77,,1.22,,15829.48,-104.13,,04-25
600797,浙大网新,0.04,-200.0,,1.98,,3619.57,-203.18,10派0.1,04-25
002112,三变科技,0.1,100.0,,4.31,,1953.47,232.48,,04-25
600885,宏发股份,0.69,-13.75,,25.6,,32818.46,17.58,,04-25
300217,东方电热,0.46,-4.44,5.49,8.63,-0.19,9070.83,-4.83,,04-25
000038,深大通,0.02,-2.78,,1.02,,199.0,-4.24,,04-25
002224,三力士,0.46,9.52,,15.34,,14766.85,118.04,,04-25
300297,蓝盾股份,0.16,-74.6,3.47,4.78,0.25,3196.33,-44.98,,04-25
300109,新开源,0.18,5.88,3.27,5.45,0.2,2016.51,0.46,,04-25
603001,奥康国际,0.68,-50.17,,7.49,,27423.47,-46.57,,04-25
300157,恒泰艾普,0.35,-39.66,5.43,6.45,0.23,13135.28,25.59,,04-25
603077,和邦生物,0.14,-83.72,,1.94,,6443.73,-80.76,,04-25
600993,马应龙,0.56,7.69,,13.77,,18632.44,7.21,10派1.7,04-25
300270,中威电子,0.13,-82.89,3.97,3.23,-0.02,1527.33,-66.33,,04-25
600683,京投发展,0.1,-16.67,,4.01,,7452.88,-13.84,10派0.31,04-25
300028,金亚科技,-0.46,-518.18,2.3,-17.72,-0.15,-12136.57,-512.82,,04-25
600348,阳泉煤业,0.39,-58.95,,6.45,,93515.07,-59.12,10派1.17,04-25
000582,北部湾港,0.7,140.38,,16.86,,58045.84,1302.71,,04-25
300061,康旗股份,0.22,-2581.82,4.13,5.4,0.26,2096.35,-2592.19,,04-25
600060,海信电器,1.21,-1.46,,17.03,,158287.91,-1.26,10派3.65,04-25
000718,苏宁环球,0.24,-42.86,,10.45,,48722.28,-43.55,10派1,04-25
300178,腾邦国际,0.74,34.55,9.24,8.38,-0.43,9099.06,38.67,,04-25
000767,漳泽电力,0.22,340.0,,9.32,,45545.43,638.45,,04-25
000835,长城动漫,0.02,-116.96,,1.38,,590.11,-116.98,,04-25
002556,辉隆股份,0.19,26.67,,4.72,,9027.62,29.19,,04-25
002250,联化科技,0.86,21.13,,18.46,,44955.91,22.94,10派1.2转5,04-25
002267,陕天然气,0.33,0.64,,11.09,,33772.94,0.66,10派1.5,04-25
002620,瑞和股份,0.67,9.84,,8.64,,8098.75,10.08,,04-25
300049,福瑞股份,0.04,-87.88,5.71,0.69,0.23,490.54,-88.08,,04-25
002673,西部证券,0.23,130.0,3.87,6.02,,27390.21,130.37,10派0.63,04-25
002384,东山精密,0.07,-124.14,,2.02,,2676.54,-124.21,,04-25
600082,海泰发展,0.06,-14.29,,2.4,,4049.12,-5.21,,04-25
000723,美锦能源,0.13,-159.09,,8.25,,3686.76,-221.97,10派0.15,04-25
300183,东软载波,1.07,-9.32,7.78,14.82,0.9,23616.73,-8.88,,04-25
000037,深南电A,0.09,-126.47,,3.37,,5309.91,-125.97,,04-25
300312,邦讯技术,-0.36,-147.96,4.88,-7.13,-0.69,-5839.46,-181.4,,04-25
300344,太空板业,0.15,-70.61,4.48,3.48,-0.04,2474.61,-44.95,,04-25
000620,新华联,0.32,0.0,,16.15,,50851.48,0.77,10派1,04-25
600071,凤凰光学,-0.12,-552.09,,-4.65,,-2823.02,-552.83,,04-25
300189,神农基因,0.15,-35.5,5.26,2.88,0.05,3841.73,-35.5,10派0.5转6,04-25
002582,好想你,0.69,1.47,,7.75,,10202.78,1.59,,04-25
002293,罗莱生活,1.18,-56.62,,16.6,,33215.47,-13.07,,04-25
600698,湖南天雁,0.06,-7.61,,9.02,,5902.21,-7.51,,04-25
002325,洪涛股份,0.4,-9.09,,17.06,,27952.24,36.71,,04-25
002646,青青稞酒,0.83,23.85,,19.54,,37338.68,23.87,,04-25
300059,东方财富,0.01,-90.91,2.51,0.29,0.71,500.13,-86.69,,04-25
300161,华中数控,0.09,3.67,7.9,1.18,0.69,1005.6,6.36,10派0.3转5,04-25
002458,益生股份,-1.03,-2675.0,,-35.47,,-28873.34,-2687.15,,04-25
002201,九鼎新材,0.01,-90.91,,0.42,,175.69,-91.16,,04-25
002619,艾格拉斯,0.24,20.0,,4.8,,2945.02,22.79,,04-25
002705,新宝股份,0.53,6.92,,15.44,,19220.55,6.92,10派2,04-25
002110,三钢闽光,0.1,-125.06,,1.95,,5389.83,-125.02,10派0.11,04-25
300166,东方国信,0.73,25.86,7.47,11.49,-0.31,9023.64,27.54,,04-25
000751,锌业股份,2.96,-194.27,,-328.22,,417453.18,-219.86,,04-25
002463,沪电股份,0.13,-48.0,,5.34,,17999.2,-39.28,10派1转2,04-25
000798,中水渔业,0.17,-5.56,,6.6,,5430.68,-6.82,10派0.55,04-25
300279,和晶科技,0.15,-2.53,2.96,5.02,0.12,1769.28,-4.19,,04-25
300377,赢时胜,0.9,8.43,4.42,22.61,0.49,4035.73,8.55,,04-25
002067,景兴纸业,0.01,0.0,,0.45,,1291.83,-13.92,,04-25
002711,欧浦智网,0.99,-1.98,,20.79,,11708.08,-1.98,,04-25
300139,晓程科技,0.6,-21.05,10.71,5.64,-0.12,6540.8,-21.34,10派1,04-25
002099,海翔药业,-0.25,-457.14,,-12.3,,-8210.69,-460.43,,04-25
300171,东富龙,1.28,14.29,11.33,11.73,1.63,26636.29,14.16,,04-25
600990,四创电子,0.4,-3.33,,7.48,,5119.19,5.82,10派0.4,04-25
600215,长春经开,0.02,-18.6,,0.34,,812.86,-18.66,10派0.0524,04-25
300268,佳沃股份,-1.4,5504.0,2.23,-47.75,0.95,-18776.92,5396.48,,04-25
603001,奥康国际,0.68,-50.17,,7.49,,27423.47,-46.57,,04-25
300157,恒泰艾普,0.35,-39.66,5.43,6.45,0.23,13135.28,25.59,,04-25
603077,和邦生物,0.14,-83.72,,1.94,,6443.73,-80.76,,04-25
600993,马应龙,0.56,7.69,,13.77,,18632.44,7.21,10派1.7,04-25
300270,中威电子,0.13,-82.89,3.97,3.23,-0.02,1527.33,-66.33,,04-25
600683,京投发展,0.1,-16.67,,4.01,,7452.88,-13.84,10派0.31,04-25
300028,金亚科技,-0.46,-518.18,2.3,-17.72,-0.15,-12136.57,-512.82,,04-25
600348,阳泉煤业,0.39,-58.95,,6.45,,93515.07,-59.12,10派1.17,04-25
000582,北部湾港,0.7,140.38,,16.86,,58045.84,1302.71,,04-25
300061,康旗股份,0.22,-2581.82,4.13,5.4,0.26,2096.35,-2592.19,,04-25
600060,海信电器,1.21,-1.46,,17.03,,158287.91,-1.26,10派3.65,04-25
000718,苏宁环球,0.24,-42.86,,10.45,,48722.28,-43.55,10派1,04-25
300178,腾邦国际,0.74,34.55,9.24,8.38,-0.43,9099.06,38.67,,04-25
000767,漳泽电力,0.22,340.0,,9.32,,45545.43,638.45,,04-25
000835,长城动漫,0.02,-116.96,,1.38,,590.11,-116.98,,04-25
002556,辉隆股份,0.19,26.67,,4.72,,9027.62,29.19,,04-25
002250,联化科技,0.86,21.13,,18.46,,44955.91,22.94,10派1.2转5,04-25
002267,陕天然气,0.33,0.64,,11.09,,33772.94,0.66,10派1.5,04-25
002620,瑞和股份,0.67,9.84,,8.64,,8098.75,10.08,,04-25
300049,福瑞股份,0.04,-87.88,5.71,0.69,0.23,490.54,-88.08,,04-25
002384,东山精密,0.07,-124.14,,2.02,,2676.54,-124.21,,04-25
600082,海泰发展,0.06,-14.29,,2.4,,4049.12,-5.21,,04-25
000723,美锦能源,0.13,-159.09,,8.25,,3686.76,-221.97,10派0.15,04-25
300183,东软载波,1.07,-9.32,7.78,14.82,0.9,23616.73,-8.88,,04-25
000037,深南电A,0.09,-126.47,,3.37,,5309.91,-125.97,,04-25
300312,邦讯技术,-0.36,-147.96,4.88,-7.13,-0.69,-5839.46,-181.4,,04-25
300344,太空板业,0.15,-70.61,4.48,3.48,-0.04,2474.61,-44.95,,04-25
002673,西部证券,0.23,130.0,3.87,6.02,,27390.21,130.37,10派0.63,04-25
000620,新华联,0.32,0.0,,16.15,,50851.48,0.77,10派1,04-25
600071,凤凰光学,-0.12,-552.09,,-4.65,,-2823.02,-552.83,,04-25
300189,神农基因,0.15,-35.5,5.26,2.88,0.05,3841.73,-35.5,10派0.5转6,04-25
002582,好想你,0.69,1.47,,7.75,,10202.78,1.59,,04-25
002293,罗莱生活,1.18,-56.62,,16.6,,33215.47,-13.07,,04-25
600698,湖南天雁,0.06,-7.61,,9.02,,5902.21,-7.51,,04-25
002325,洪涛股份,0.4,-9.09,,17.06,,27952.24,36.71,,04-25
002646,青青稞酒,0.83,23.85,,19.54,,37338.68,23.87,,04-25
300059,东方财富,0.01,-90.91,2.51,0.29,0.71,500.13,-86.69,,04-25
300161,华中数控,0.09,3.67,7.9,1.18,0.69,1005.6,6.36,10派0.3转5,04-25
002458,益生股份,-1.03,-2675.0,,-35.47,,-28873.34,-2687.15,,04-25
002201,九鼎新材,0.01,-90.91,,0.42,,175.69,-91.16,,04-25
002619,艾格拉斯,0.24,20.0,,4.8,,2945.02,22.79,,04-25
002705,新宝股份,0.53,6.92,,15.44,,19220.55,6.92,10派2,04-25
002110,三钢闽光,0.1,-125.06,,1.95,,5389.83,-125.02,10派0.11,04-25
300166,东方国信,0.73,25.86,7.47,11.49,-0.31,9023.64,27.54,,04-25
000751,锌业股份,2.96,-194.27,,-328.22,,417453.18,-219.86,,04-25
002463,沪电股份,0.13,-48.0,,5.34,,17999.2,-39.28,10派1转2,04-25
000798,中水渔业,0.17,-5.56,,6.6,,5430.68,-6.82,10派0.55,04-25
300279,和晶科技,0.15,-2.53,2.96,5.02,0.12,1769.28,-4.19,,04-25
300377,赢时胜,0.9,8.43,4.42,22.61,0.49,4035.73,8.55,,04-25
002067,景兴纸业,0.01,0.0,,0.45,,1291.83,-13.92,,04-25
002711,欧浦智网,0.99,-1.98,,20.79,,11708.08,-1.98,,04-25
300139,晓程科技,0.6,-21.05,10.71,5.64,-0.12,6540.8,-21.34,10派1,04-25
002099,海翔药业,-0.25,-457.14,,-12.3,,-8210.69,-460.43,,04-25
300171,东富龙,1.28,14.29,11.33,11.73,1.63,26636.29,14.16,,04-25
600990,四创电子,0.4,-3.33,,7.48,,5119.19,5.82,10派0.4,04-25
600215,长春经开,0.02,-18.6,,0.34,,812.86,-18.66,10派0.0524,04-25
300268,佳沃股份,-1.4,5504.0,2.23,-47.75,0.95,-18776.92,5396.48,,04-25
002549,凯美特气,0.22,-4.35,,7.63,,5882.38,44.24,,04-25
002565,顺灏股份,0.67,39.58,,13.31,,22926.91,39.08,,04-25
600643,爱建集团,0.43,31.9,,10.63,,47525.47,47.96,10派0.6,04-25
002482,广田集团,1.02,37.84,,15.29,,52292.67,38.15,,04-25
002177,御银股份,0.16,-22.89,,8.63,,12438.25,0.26,10派0.1,04-25
300266,兴源环境,0.19,-55.81,4.69,4.02,0.2,2160.14,-44.13,,04-25
300094,国联水产,0.16,-125.13,4.39,3.81,-0.46,5648.68,-125.05,,04-25
002696,百洋股份,0.65,-43.48,,6.22,,5687.68,-32.81,,04-25
000651,格力电器,3.61,46.15,,35.77,,1087067.28,47.31,10派15,04-25
600108,亚盛集团,0.2,-19.02,,8.41,,38043.69,-15.98,10派0.2,04-25
000809,*ST新城,1.29,12.17,6.27,22.92,-0.19,70941.66,12.14,,04-25
601225,陕西煤业,0.39,-45.07,,11.52,,348622.38,-45.67,,04-25
002600,江粉磁材,0.05,-66.67,,1.34,,1721.35,-65.05,10派1,04-25
600684,珠江实业,0.95,-12.84,,27.33,,44957.12,30.57,10派0.6送2转3,04-25
300029,天龙光电,-0.65,-74.57,2.94,-20.37,-0.69,-13005.91,-74.56,,04-25
300351,永贵电器,0.64,-21.95,8.83,7.29,0.31,6508.13,24.35,,04-25
002343,慈文传媒,0.26,-27.66,,4.43,,5232.32,-27.66,10派2.5,04-25
002273,水晶光电,0.3,-49.15,,10.59,,11441.87,-22.66,,04-24
300055,万邦达,0.61,42.33,8.05,7.87,0.36,14054.6,42.33,,04-24
002454,松芝股份,0.77,63.83,,11.89,,23951.84,64.05,10派3,04-24
000539,粤电力A,0.71,65.12,,17.49,,308642.86,81.69,10派2,04-24
300243,瑞丰高材,0.27,-32.5,3.78,7.49,0.12,2820.72,-17.79,,04-24
002047,宝鹰股份,0.29,-462.5,,27.93,,21990.42,-670.91,,04-24
002577,雷柏科技,0.12,-64.71,,2.37,,3333.07,-55.19,,04-24
300038,梅泰诺,0.32,33.33,6.26,5.3,-0.82,5032.29,49.66,,04-24
002217,合力泰,-0.19,533.33,,-7.42,,-6341.33,443.78,,04-24
600371,万向德农,-0.17,-134.69,,-9.09,,-3539.34,-142.62,,04-24
002190,成飞集成,0.13,-18.75,,2.87,,4534.95,-16.71,10派0.5,04-24
002528,英飞拓,0.18,350.0,,2.83,,6198.76,360.5,,04-24
300155,安居宝,0.56,33.33,6.08,9.53,0.3,10147.61,33.95,,04-24
000803,*ST金宇,0.03,-48.37,,3.06,,425.38,-48.39,,04-24
300220,金运激光,0.1,-73.59,4.12,2.52,-0.19,709.25,-47.16,,04-24
300252,金信诺,0.14,-53.33,4.21,3.43,-0.66,2323.27,-27.93,,04-24
600715,文投控股,-0.12,-700.0,,-116.34,,-2731.27,-592.48,,04-24
002393,力生制药,1.63,0.0,,10.42,,29805.9,0.32,10派6,04-24
600148,长春一东,0.21,778.48,,9.11,,2946.32,777.86,10派0.625,04-24
002216,三全食品,0.29,-58.57,,6.78,,11813.12,-15.59,10派0.5,04-24
002650,加加食品,0.7,-23.91,,9.4,,16188.05,-7.94,,04-24
600098,广州发展,0.37,9.33,,7.85,,102804.29,17.81,10派1.5,04-24
002543,万和电气,0.62,-42.66,,10.18,,24771.71,14.29,,04-24
300326,凯利泰,0.83,-32.85,6.62,13.43,0.43,6405.01,15.36,,04-24
000530,大冷股份,0.44,33.33,,8.27,,15300.61,30.62,10派1.5,04-24
001696,宗申动力,0.26,-10.34,,10.29,,30693.0,-9.02,10派0.3,04-24
002639,雪人股份,0.27,-37.21,,3.73,,4322.39,-37.26,,04-24
300170,汉得信息,0.55,-22.54,5.04,11.44,0.24,14606.24,21.69,,04-24
300299,富春股份,0.09,-70.97,3.26,2.94,-0.24,1144.72,-41.22,,04-24
600696,*ST匹凸,0.03,-63.38,,1.7,,882.82,-63.68,,04-24
000761,本钢板材,0.09,300.0,,1.75,,27559.3,297.22,10派0.5,04-24
300192,科斯伍德,0.35,-7.89,5.64,6.32,0.17,3842.41,-8.63,,04-24
600559,老白干酒,0.47,-41.25,,10.46,,6555.97,-41.59,10派1.5,04-24
601668,中国建筑,0.68,30.77,,18.6,,2039851.2,29.64,,04-24
002670,国盛金控,0.45,25.86,,11.79,,9062.5,38.25,,04-24
002477,雏鹰农牧,0.09,-84.39,,3.6,,7562.11,-75.02,,04-24
002638,勤上股份,0.28,0.0,,4.79,,10399.35,-1.17,,04-24
300089,文化长城,0.02,-85.71,5.21,0.46,0.06,359.97,-82.42,,04-24
300346,南大光电,0.6,-72.13,11.36,5.41,0.15,6058.61,-32.83,,04-24
002536,西泵股份,0.26,-27.78,,2.18,,2530.4,-27.39,,04-24
300287,飞利信,0.52,-16.13,4.29,12.88,-0.91,6603.77,30.19,,04-24
300013,新宁物流,0.05,-50.0,3.73,1.47,0.29,491.25,-47.44,,04-24
002043,兔宝宝,0.05,-28.57,,3.05,,2317.12,-29.09,10派0.3,04-23
002719,麦趣尔,0.74,-3.9,,19.66,,5775.24,-3.89,,04-23
600467,好当家,0.16,-46.67,,3.98,,11494.93,-46.96,10派0.5,04-23
600495,晋西车轴,0.34,-15.0,,5.55,,11438.42,-6.46,10派1转6,04-23
600495,晋西车轴,0.34,-15.0,,5.55,,11438.42,-6.46,10派1转6,04-23
600749,西藏旅游,0.04,-33.17,,1.19,,780.77,-30.24,,04-23
002679,福建金森,0.35,-22.22,,7.42,,4812.75,-12.82,,04-23
300302,同有科技,0.33,-36.54,8.04,4.14,-0.61,1962.17,-33.25,,04-23
002315,焦点科技,1.18,10.28,,7.79,,13899.04,10.68,,04-23
600562,国睿科技,0.74,362.5,,10.72,,9454.46,587.6,10派3送3转7,04-23
002304,洋河股份,4.63,-18.77,,31.44,,500207.18,-18.72,10派20.0665,04-23
000937,冀中能源,0.51,-47.39,,7.83,,118400.38,-47.39,10派1,04-23
300328,宜安科技,0.44,9.69,5.18,8.02,0.55,4969.27,25.34,,04-23
002609,捷顺科技,0.39,-17.02,,10.43,,7226.29,29.96,,04-23
000925,众合科技,-0.48,-500.0,,-14.65,,-14860.58,-528.63,,04-23
002667,鞍重股份,0.86,-17.31,,8.5,,5861.86,-11.69,,04-23
002041,登海种业,0.96,31.0,,22.6,,33767.67,31.0,10派1,04-23
300258,精锻科技,0.68,-9.02,5.99,11.87,0.57,12201.1,9.18,,04-23
601003,柳钢股份,0.08,76.99,,3.94,,21670.63,76.78,10派0.3,04-23
002544,杰赛科技,0.28,-44.0,,9.42,,9698.58,13.55,10派0.65转5,04-23
300316,晶盛机电,0.16,-88.73,6.31,2.58,0.39,4338.84,-75.01,,04-23
600288,大恒科技,0.08,-49.13,,2.65,,3708.35,-49.13,10派0.2547,04-23
300080,易成新能,0.2,-215.89,6.35,3.38,-0.1,7569.18,-221.45,,04-23
603722,阿科力,0.15,87.5,1.63,9.88,,917.93,83.63,,04-23
002698,博实股份,0.52,10.64,,14.97,,20728.29,18.22,,04-23
300273,和佳股份,0.4,-35.48,2.35,17.9,-0.47,17413.78,40.69,,04-23
300133,华策影视,0.45,-19.64,3.03,15.87,-0.1,25826.47,20.1,,04-23
601258,庞大集团,0.08,-125.81,,2.4,,21077.48,-125.55,,04-23
300106,西部牧业,0.23,-14.81,5.24,4.53,-0.29,2717.7,-14.32,,04-23
002114,罗平锌电,-0.26,-336.36,,-17.53,,-5105.95,-344.73,,04-23
601008,连云港,0.2,5.26,,5.62,,16001.2,5.68,10派0.5,04-23
300283,温州宏丰,0.04,-93.33,5.83,0.76,0.34,407.27,-90.19,,04-23
002259,升达林业,0.02,0.0,,1.46,,1190.68,-2.46,,04-23
300063,天龙集团,0.14,0.0,6.43,2.25,-0.63,1440.41,0.83,,04-23
002686,亿利达,0.65,-30.11,,12.86,,8789.61,18.65,,04-23
600416,湘电股份,0.08,-123.41,,2.3,,4808.3,-123.13,10派0.3,04-23
300180,华峰超纤,0.57,3.64,8.37,6.99,0.37,8984.63,4.31,10派1,04-23
300185,通裕重工,0.07,-53.33,3.86,1.68,-0.1,5861.99,-55.73,,04-23
002193,如意集团,0.01,0.0,,0.36,,239.46,17.75,,04-23
000155,川化股份,-1.35,-6850.0,,-60.47,,-63331.61,-5633.08,,04-23
300330,华虹计通,0.2,-55.56,3.63,5.64,-0.38,2416.11,-23.72,,04-23
002070,*ST众和,0.07,-21.91,,3.52,,4209.34,1.51,,04-23
002455,百川股份,0.3,0.0,,5.21,,4003.49,0.45,,04-23
600739,辽宁成大,0.62,21.8,,7.88,,84640.59,21.81,,04-22
002524,光正集团,0.0,-97.69,,0.21,,154.97,-94.44,,04-22
601718,际华集团,0.25,13.64,,8.96,,94773.62,13.35,,04-22
600361,华联综超,0.06,-25.0,,1.34,,4055.91,-21.01,10派0.6,04-22
002385,大北农,0.48,-42.86,,17.41,,76913.24,13.93,,04-22
000685,中山公用,0.78,65.96,,9.69,,60844.16,65.86,10派1.5,04-22
000725,京东方A,0.17,815.79,,8.7,,235336.57,811.69,,04-22
600851,海欣股份,0.05,26.34,,2.23,,6539.29,26.36,,04-22
002144,宏达高科,0.48,-36.84,,4.99,,8120.02,-29.22,10派2,04-22
000780,*ST平能,0.04,-90.0,,0.8,,3704.39,-90.98,10派0.15,04-22
300201,海伦哲,0.02,-88.8,1.85,0.85,-0.14,555.55,-77.63,,04-22
000020,深华发A,-0.02,-301.75,,-2.35,,-651.74,-301.04,,04-22
600986,科达股份,0.12,100.0,,5.59,,3918.05,94.14,,04-22
600640,号百控股,0.15,-38.72,,3.35,,8125.1,-38.74,10派0.46,04-22
600267,海正药业,0.36,0.0,,6.31,,30185.74,0.19,10派1.1,04-22
600699,均胜电子,0.47,30.56,,14.36,,28900.86,39.72,,04-22
300173,智慧松德,-0.19,-195.0,4.73,-3.93,0.0,-2173.17,-195.78,,04-22
000159,国际实业,0.07,-64.45,,1.72,,3553.29,-64.48,10派0.3,04-22
601222,林洋能源,1.05,22.09,,15.05,,37151.48,22.78,,04-22
300318,博晖创新,0.33,-40.86,4.26,7.98,0.34,5425.67,6.48,10派0.7,04-22
002299,圣农发展,-0.24,-8417.24,,-6.84,,-21974.95,-8441.56,,04-22
300098,高新兴,0.3,-230.43,4.69,6.6,-0.75,5374.26,-232.01,,04-22
000678,襄阳轴承,0.01,-50.0,,0.49,,315.73,-35.03,,04-22
002122,天马股份,0.03,-83.33,,0.65,,3103.93,-85.63,10派0.1,04-22
600523,贵航股份,0.45,12.5,,7.76,,13126.92,15.06,10派1.47,04-22
600580,卧龙电气,0.33,91.81,,10.68,,36403.2,209.79,10派1,04-22
300307,慈星股份,0.35,-28.57,5.21,6.85,0.41,27886.59,-26.47,,04-22
002299,圣农发展,-0.24,-8417.24,,-6.84,,-21974.95,-8441.56,,04-22
002636,金安国纪,0.11,-31.25,,2.27,,3006.55,-34.73,,04-22
600448,华纺股份,0.05,66.67,,4.12,,1700.31,105.04,,04-22
002416,爱施德,0.76,-392.31,,17.96,,75447.91,-390.41,10派1.5,04-22
600529,山东药玻,0.48,2.13,,6.17,,12233.37,2.09,10派1.5,04-22
600884,杉杉股份,0.45,15.5,,5.16,,18378.91,15.7,10派0.6,04-22
300232,洲明科技,0.33,50.0,5.81,5.71,0.51,3297.16,45.26,,04-22
600210,紫江企业,0.16,40.71,,6.19,0.73,22792.12,40.86,10派1,04-22
002593,日上集团,0.17,-22.73,,3.0,,3551.23,-23.37,,04-22
000981,银亿股份,0.74,-11.9,,15.9,,63593.76,-11.42,10派1.2,04-22
000758,中色股份,0.09,-67.42,,2.14,,8185.84,-59.59,10派0.1,04-22
002164,宁波东力,-0.01,-91.67,,-0.38,,-413.16,-92.42,,04-22
300317,珈伟股份,0.14,188.6,4.21,3.5,0.22,2019.91,246.42,,04-22
600326,西藏天路,0.01,-112.5,,0.46,,487.19,-111.52,,04-22
300366,创意信息,0.85,7.59,4.09,21.88,0.25,4274.13,7.63,,04-22
000656,金科股份,0.85,-22.73,,13.34,,98407.15,-23.08,10派1.2,04-22
002394,联发股份,1.3,21.5,,11.94,,28047.85,22.0,,04-22
600579,天华院,-0.1,-350.0,,-15.64,,-4150.94,-519.73,,04-22
600202,哈空调,-0.23,-518.21,,-10.0,,-8799.8,-518.23,,04-22
600596,新安股份,0.64,231.56,,10.35,,43530.87,231.57,10派2.2,04-22
600704,物产中大,0.64,18.65,,12.51,,50647.18,18.27,10派1,04-22
300102,乾照光电,0.36,-2.7,6.06,5.99,0.48,10546.85,-2.74,,04-22
002415,海康威视,0.76,-28.97,,30.92,,306664.85,43.51,,04-22
600510,黑牡丹,0.49,13.95,,8.95,,39234.52,14.18,10派1.48,04-22
000036,华联控股,0.07,35.24,,4.34,,7981.44,35.25,,04-22
600782,新钢股份,0.08,-110.67,,1.45,,10959.9,-110.49,,04-22
600105,永鼎股份,0.47,1466.67,,12.08,,17941.44,1481.97,10派2,04-22
002468,申通快递,0.03,0.0,,1.24,,893.14,11.99,,04-22
600555,海航创新,0.02,-114.29,,1.68,,2724.95,-114.71,,04-22
002500,山西证券,0.11,78.83,2.86,4.19,,25858.09,82.36,10派0.77,04-22
300236,上海新阳,0.48,2.13,6.99,9.04,0.3,4416.42,11.01,,04-22
600589,广东榕泰,0.09,-50.0,,2.72,,5464.03,-48.24,10派0.28,04-22
000066,中国长城,0.02,-112.15,,1.05,,2948.63,-112.31,,04-22
002629,仁智股份,0.19,-73.24,,4.43,,3315.75,-59.41,,04-22
300382,斯莱克,2.1,8.81,6.89,35.97,0.24,9643.32,8.71,,04-22
002340,格林美,0.19,-17.39,,6.32,,14411.51,7.04,,04-22
300075,数字政通,0.75,-12.79,8.24,9.44,0.11,9403.6,30.19,,04-22
002716,金贵银业,0.91,-5.21,,16.2,,15979.77,-5.85,,04-22
600184,光电股份,-0.79,-8000.0,,-17.15,,-16633.48,-5616.48,,04-22
300305,裕兴股份,0.41,-72.3,8.31,4.95,0.54,5847.54,-47.44,,04-22
002586,围海股份,0.32,-25.58,,10.72,,9638.76,10.97,,04-22
600667,太极实业,0.01,-80.0,,0.8,,1245.68,-75.4,10派0.1,04-22
002008,大族激光,0.53,-10.17,,15.53,,54878.75,-11.28,10派2,04-22
601669,中国电建,0.47,11.28,,14.1,,455599.68,11.28,,04-22
