code,name,mbrg,nprg,nav,targ,epsg,seg
300320,海达股份,50.9385,69.8397,10.0549,35.4179,-6.0799,8.9925
002189,利达光电,10.743,53.0765,3.1425,6.1927,22.2222,3.3108
603707,健友股份,91.2186,22.1516,56.1121,76.9722,14.5211,56.1121
002793,东音股份,29.9102,15.4329,7.9979,10.5837,-46.788999999999994,7.9979
600829,人民同泰,-11.0674,13.2227,-2.1695,0.6511,13.2231,-2.1695
300536,农尚环境,11.5012,1.9018,8.5317,24.930999999999997,-53.7313,8.5317
603618,杭电股份,21.3323,-14.8765,-8.187000000000001,21.5121,-28.5714,-10.8703
600696,*ST匹凸,246.99599999999998,,562.8901,48.6207,-103.7037,522.5157
000410,*ST沈机,-32.9056,,23.9062,-13.661,-108.1967,31.3327
