,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
864,300300,汉鼎宇佑,0.21,-52.88,,10.44,,7869.38,-7.76,,04-28
865,601222,林洋能源,1.29,12.17,,11.87,,49515.87,20.79,,04-28
866,600774,汉商集团,0.06,-45.45,,1.8,,1018.51,-47.95,10派0.4,04-28
867,600981,汇鸿集团,0.43,1195.18,,11.48,,76257.79,4352.82,,04-28
868,600615,丰华股份,0.02,-72.86,,0.72,,356.33,-72.92,,04-28
869,600779,水井坊,0.18,-121.02,,7.11,,8797.36,-121.02,10派0.75,04-28
870,600421,ST仰帆,0.0,-90.0,,3.37,,18.69,-91.38,,04-28
871,000662,天夏智慧,-0.01,-126.35,,-0.44,,-253.9,-126.4,,04-28
872,600157,永泰能源,0.06,-49.13,,3.27,,60301.57,48.8,,04-28
873,600569,安阳钢铁,-1.07,-8983.33,,-42.75,,-255062.26,-9040.25,,04-28
874,000876,新希望,1.06,-2.75,,11.98,,221104.77,9.47,10派5.5,04-28
875,601006,大秦铁路,0.85,-10.53,,14.35,,1264773.36,-10.84,,04-28
876,002237,恒邦股份,0.2,-63.64,,5.04,,18072.0,-27.83,,04-28
877,600247,ST成城,0.09,-108.49,,40.31,,2941.37,-108.49,,04-28
878,000935,四川双马,-0.16,-420.0,,-4.21,,-11372.5,-445.21,,04-28
879,600385,山东金泰,0.04,-84.0,,9.37,,566.2,-84.4,,04-28
880,600803,新奥股份,0.82,0.0,,17.82,,80565.01,-0.47,10派1,04-28
881,603936,博敏电子,0.49,-14.29,,10.92,,6095.85,-11.94,,04-28
882,603222,济民制药,0.34,-29.23,,7.8,,5174.71,-10.23,,04-28
883,000410,*ST沈机,-0.83,-2625.76,,-26.74,,-63803.4,-2594.41,,04-28
884,600683,京投发展,0.16,433.33,,5.99,,11538.71,358.89,10派1.3,04-28
885,603611,诺力股份,0.68,-50.36,,13.34,,10719.7,30.19,,04-28
886,600390,五矿资本,-0.89,1137.5,,-37.84,,-37038.73,1220.87,,04-28
887,600614,鹏起科技,0.05,-61.54,,1.83,,4707.92,-38.77,10派0.1,04-28
888,601369,陕鼓动力,0.22,-31.25,,5.95,,35857.01,-31.53,,04-28
889,300439,美康生物,0.52,-67.9,,16.63,,16126.75,17.13,,04-28
890,600549,厦门钨业,-0.61,-194.7,,-9.44,,-66248.27,-250.18,10派2,04-28
891,600210,紫江企业,0.07,-37.17,,2.78,,10715.19,-33.83,10派0.5,04-28
892,600346,恒力股份,-0.36,-46.27,,-45.01,,-24310.17,27.14,,04-28
893,601933,永辉超市,0.16,-38.46,,5.65,,60532.83,-28.92,,04-28
894,600088,中视传媒,0.08,-49.69,,2.31,,2638.01,-49.95,10派0.24,04-28
895,000782,美达股份,0.09,-117.31,,3.9,,4880.75,-121.38,10派0.2,04-28
896,002514,宝馨科技,0.17,142.86,,4.66,,4676.1,176.71,,04-28
897,600216,浙江医药,0.17,-5.56,,2.46,,16180.13,-4.68,10派0.5,04-28
898,002225,濮耐股份,0.1,-50.0,,3.38,,8463.65,-47.79,,04-28
899,000409,山东地矿,0.21,-411.18,,9.01,,9736.62,-411.33,,04-28
900,600108,亚盛集团,0.06,-40.32,,2.6,,12308.68,-40.29,10派0.06,04-28
901,600145,*ST新亿,0.16,-103.93,,,,6177.64,-104.02,,04-28
902,000010,美丽生态,0.05,-142.74,,4.05,,3344.36,-144.86,,04-27
903,000403,ST生化,0.28,-37.78,,16.8,,7756.3,-36.69,,04-27
904,300326,凯利泰,0.34,-11.68,,10.91,,12064.81,93.87,,04-27
905,300342,天银机电,0.55,19.57,,13.34,,10960.29,20.43,,04-27
906,600815,*ST厦工,-1.04,-10500.0,,-27.97,,-99978.19,-9804.89,,04-27
907,000668,荣丰控股,0.17,-154.84,,4.01,,2549.19,-155.31,10派0.2,04-27
908,600580,卧龙电气,0.32,-19.18,,9.31,,36026.34,-19.18,10派0.7,04-27
909,000861,海印股份,0.09,-65.38,,6.69,,19592.42,-30.59,,04-27
910,002617,露笑科技,0.23,-204.55,,8.85,,8320.39,-312.59,,04-27
911,600060,海信电器,1.14,6.36,,13.11,,148878.24,6.34,10派3.4,04-27
912,002392,北京利尔,-0.04,-111.38,,-1.59,,-4633.78,-122.84,,04-27
913,601908,京运通,0.13,0.0,,4.59,,22454.3,95.29,,04-27
914,000680,山推股份,-0.71,-1986.63,,-24.08,,-87552.18,-1985.63,,04-27
915,000939,凯迪生态,0.28,27.27,,5.64,,38857.92,89.29,,04-27
916,600698,湖南天雁,-0.05,-426.35,,-6.95,,-4691.47,-426.64,,04-27
917,000686,东北证券,1.34,148.15,,26.21,-2.0,263005.89,148.11,10派2,04-27
918,300461,田中精机,0.37,-27.45,,8.53,,2201.24,-14.42,,04-27
919,600573,惠泉啤酒,0.09,-30.77,,2.11,,2301.55,-29.08,10派0.3,04-27
920,600596,新安股份,-0.39,-636.61,,-6.46,,-26681.69,-636.69,10派0.5,04-27
921,000166,申万宏源,0.82,60.78,,27.41,,1215418.79,254.59,10派1.5送3.5,04-27
922,601169,北京银行,1.33,-10.14,8.81,16.26,2.87,1683900.0,7.78,,04-27
923,601368,绿城水务,0.36,-10.4,,11.59,,23690.33,0.79,,04-27
924,000990,诚志股份,0.31,36.24,,5.1,,12107.85,65.35,10派0.3,04-27
925,002327,富安娜,0.47,-47.78,,16.33,,40122.54,6.55,,04-27
926,002054,德美化工,0.73,143.33,,16.67,,30586.72,219.38,,04-27
927,000008,神州高铁,0.08,160.0,,7.6,,18567.15,2290.28,,04-27
928,601003,柳钢股份,-0.46,-805.32,,-23.44,,-118943.94,-804.95,,04-27
929,000959,首钢股份,-0.21,-1921.19,,-4.84,,-113662.11,-1914.42,,04-27
930,603009,北特科技,0.43,-10.42,,10.27,,4643.43,5.31,,04-27
931,300179,四方达,0.1,-42.88,,6.37,,4612.7,23.14,,04-27
932,600250,南纺股份,-0.17,-383.33,,-12.21,,-4359.2,-373.94,,04-27
933,000408,藏格控股,-0.24,7.72,,-56.22,,-5952.28,7.74,,04-27
934,300055,万邦达,0.39,-51.84,,10.56,,29001.69,51.16,,04-27
935,002048,宁波华翔,0.3,-69.7,,3.8,,16049.4,-69.38,10派1,04-27
936,600201,生物股份,0.85,-40.97,,26.07,,47972.77,18.65,10派4,04-27
937,000886,海南高速,-0.23,-549.02,,-8.63,,-22678.35,-549.6,,04-27
938,300270,中威电子,0.16,-54.29,,7.72,,4257.07,1.53,,04-27
939,000558,莱茵体育,-0.42,-800.0,,-24.43,,-35838.56,-933.42,,04-27
940,000601,韶能股份,0.26,8.33,,7.25,,28117.47,7.43,10派1.5,04-27
941,600485,信威集团,0.65,-3.45,,16.86,,190125.82,4.9,10派0.074,04-27
942,000835,长城动漫,0.06,207.69,1.13,2.78,,1838.65,209.54,,04-27
943,600637,东方明珠,1.53,117.38,,14.49,,290671.73,270.06,10派2.3,04-27
944,000420,吉林化纤,0.02,-59.88,,1.44,,1438.16,-29.43,,04-27
945,600376,首开股份,0.89,21.47,,13.12,,208349.28,26.44,,04-27
946,300082,奥克股份,-0.31,-214.81,,-7.66,,-21016.95,-328.78,,04-27
947,000657,中钨高新,-0.82,-2444.86,,-16.03,,-51590.75,-2443.95,,04-27
948,000678,襄阳轴承,-0.18,-1900.0,,-7.72,,-7888.47,-1347.25,,04-27
949,600817,*ST宏盛,-0.08,-20.0,,-13.22,,-1341.8,-18.04,,04-27
950,603999,读者传媒,0.56,-28.21,,9.86,,10156.02,-28.07,,04-27
951,603339,四方冷链,0.81,-8.99,4.62,19.11,1.11,12571.0,-8.95,,04-27
952,002036,联创电子,0.45,650.0,,17.44,,16189.85,1157.55,10派0.306862,04-27
953,603225,新凤鸣,0.58,3.57,4.55,13.56,1.32,30448.39,4.49,,04-27
954,300274,阳光电源,0.65,51.16,,16.35,,42540.2,50.17,,04-27
955,000544,中原环保,0.38,52.0,,10.95,,10226.66,54.55,10派0.4,04-27
956,000587,金洲慈航,0.46,76.92,,12.16,,29763.11,108.98,,04-27
957,000036,华联控股,0.06,101.63,,3.48,,6930.59,101.61,,04-27
958,000918,嘉凯城,-1.3,-6290.48,,-74.38,,-234344.28,-6252.24,,04-27
959,600429,三元股份,0.06,-6.31,,1.6,,7873.4,47.77,,04-27
960,600821,津劝业,0.01,-66.67,,0.85,,509.5,-51.81,,04-27
961,000005,世纪星源,-0.06,-226.27,,-8.07,,-5523.93,-227.98,,04-27
962,002040,南京港,0.09,6.01,,3.37,,2168.77,6.05,10派0.2,04-26
963,002377,国创高新,0.07,-30.0,,4.15,,3114.7,-30.31,,04-26
964,600792,云煤能源,-0.7,-1850.0,,-22.57,,-69684.77,-1938.99,,04-26
965,002072,凯瑞德,-0.6,-2415.38,,-78.76,,-10589.57,-2405.99,,04-26
966,600809,山西汾酒,0.6,46.34,,12.52,,52060.29,46.34,10派3.2,04-26
967,002104,恒宝股份,0.53,29.27,,26.82,,37093.42,26.95,10派1,04-26
968,600863,内蒙华电,0.12,-47.83,,6.68,,69914.65,-48.69,10派0.6,04-26
969,002489,浙江永强,0.24,-64.18,,15.63,,51723.36,60.32,,04-26
970,002505,大康农业,0.0,-83.33,,0.05,,299.72,-80.89,,04-26
971,300273,和佳股份,0.14,-64.1,,6.37,,10581.89,-52.57,,04-26
972,300305,裕兴股份,0.57,22.43,,6.4,,8204.37,22.64,,04-26
973,300321,同大股份,0.78,18.8,,6.28,,3459.34,18.81,,04-26
974,300337,银邦股份,-0.23,-251.53,,-11.49,,-18679.03,-435.82,,04-26
975,002297,博云新材,-0.34,-3500.0,,-12.77,,-13614.88,-2711.81,,04-26
976,002077,大港股份,-0.05,-133.33,,-1.23,,-1842.56,-147.83,,04-26
977,600476,湘邮科技,-0.25,-644.44,,-18.74,,-3952.98,-647.79,,04-26
978,600851,海欣股份,0.13,-45.89,,3.17,,15743.01,-45.89,10派0.7,04-26
979,603997,继峰股份,0.44,-21.43,,15.11,,17636.46,-12.54,,04-26
980,600550,保变电气,0.06,20.41,,14.92,,9065.11,33.89,,04-26
981,000897,津滨发展,-0.12,-1936.51,,-13.99,,-18707.89,-1936.74,,04-26
982,300004,南风股份,0.09,-82.0,,1.47,,4444.42,-59.12,,04-26
983,000979,中弘股份,0.06,-60.0,,5.01,,28698.63,-1.51,10派0.1,04-26
984,002639,雪人股份,0.03,-160.0,,1.22,,1657.56,-303.23,,04-26
985,300445,康斯特,0.55,-52.08,,14.27,,4266.6,22.46,,04-26
986,002098,浔兴股份,0.23,-53.56,,10.1,,7196.83,-7.97,10派0.8,04-26
987,300154,瑞凌股份,0.18,-64.0,,5.36,,8144.01,-27.46,,04-26
988,300478,杭州高新,0.7,-23.91,,11.24,,4111.43,-10.91,,04-26
989,600123,兰花科创,0.01,-79.49,,0.14,,1372.55,-79.45,10派1,04-26
990,600143,金发科技,0.28,47.37,,8.77,,71171.53,42.81,10派1,04-26
991,002259,升达林业,0.02,-12.5,,1.61,,1370.05,-10.84,,04-26
992,002002,鸿达兴业,0.57,40.77,,15.28,,51908.51,49.57,10派2.02749送5.06872转10.1374,04-26
993,300364,中文在线,0.27,-47.84,,6.57,,3125.47,-32.3,,04-26
994,601890,亚星锚链,0.18,189.05,,6.19,,17718.09,492.89,,04-26
995,002071,长城影视,0.44,2.33,,22.28,,23193.37,15.67,,04-26
996,002749,国光股份,1.88,-8.82,,19.02,,13381.39,8.28,,04-26
997,300483,沃施股份,0.43,-40.28,,7.53,,2319.12,-30.17,,04-26
998,300499,高澜股份,1.02,7.37,,17.1,,5093.42,6.89,,04-26
999,002183,怡亚通,0.48,50.0,,11.44,,49243.34,57.69,10派2.5转10,04-26
1000,000830,鲁西化工,0.18,-28.0,,3.91,,28931.38,-19.87,,04-26
1001,000048,康达尔,0.52,79.31,,33.05,,20398.44,79.25,10派1.066,04-26
1002,000078,海王生物,0.65,1896.31,,28.16,,47473.21,1895.38,10转15,04-26
1003,300272,开能环保,0.23,-8.23,,13.4,,7601.26,18.33,,04-26
1004,600239,云南城投,0.26,-51.85,,6.7,,27864.86,-36.78,,04-26
1005,300288,朗玛信息,0.29,-12.12,,10.59,,9839.86,183.16,,04-26
1006,300030,阳普医疗,0.13,-27.78,,5.09,,3983.52,-24.92,,04-26
1007,601677,明泰铝业,0.42,-4.55,,6.15,,17296.61,-2.54,10派1.1,04-26
1008,300063,天龙集团,0.22,2700.0,,5.16,,4655.67,2898.58,,04-26
1009,600760,中航沈飞,-0.64,56.1,,-43.39,,-22079.59,55.75,,04-26
1010,300407,凯发电气,0.51,-63.57,,9.16,,6966.94,-5.07,,04-26
1011,300456,耐威科技,0.63,-26.42,,10.76,,4763.04,-11.7,,04-26
1012,600850,华东电脑,0.95,22.64,,22.39,,30620.39,22.64,10派3.5转3,04-26
1013,603088,宁波精达,0.27,-54.24,,4.86,,2190.73,-41.47,,04-26
1014,300180,华峰超纤,0.3,-58.9,,8.08,,11893.65,2.98,10派0.3,04-26
1015,002493,荣盛石化,0.16,-151.61,,5.25,,35212.33,-201.44,,04-26
1016,002526,山东矿机,-0.5,-10328.57,,-14.73,,-26765.46,-10299.18,,04-26
1017,600619,海立股份,0.09,-35.71,,2.39,,6844.31,-26.81,10派0.8,04-26
1018,000422,湖北宜化,0.04,11.43,,0.58,,3539.6,14.08,10派0.1,04-26
1019,000566,海南海药,0.36,9.09,,9.25,,19527.13,19.96,10转10,04-26
1020,600743,华远地产,0.4,11.11,,17.73,,73049.71,10.41,10派0.8,04-26
1021,002065,东华软件,0.74,5.75,,15.28,,114187.84,9.94,10派1.5,04-26
1022,002386,天原集团,0.02,-80.68,,0.41,,1636.16,-73.01,,04-26
1023,600802,福建水泥,-1.02,-886.15,,-34.52,,-39042.65,-887.51,,04-26
1024,603017,中衡设计,0.56,-72.41,,8.02,,6768.22,-25.97,,04-26
1025,300137,先河环保,0.25,13.64,,6.62,,8673.14,20.97,,04-26
1026,002097,山河智能,-0.04,-370.63,,-1.22,,-2924.0,-547.4,,04-26
1027,300169,天晟新材,0.07,-15.21,,1.91,,2344.87,-7.37,,04-26
1028,002129,中环股份,0.09,-39.48,,2.92,,20207.69,52.96,10派0.2,04-26
1029,600608,*ST沪科,0.11,-375.0,,,,3499.16,-378.48,,04-26
1030,300266,兴源环境,0.25,-41.86,,9.35,,10186.5,60.31,,04-26
1031,002611,东方精工,0.11,-54.17,,7.2,,6483.82,-22.91,,04-26
1032,000983,西山煤电,0.04,-48.33,,0.88,,14104.77,-48.37,10派0.02,04-26
1033,002627,宜昌交运,0.36,-24.52,,5.25,,4781.27,-24.51,,04-26
1034,002659,凯文教育,0.01,-75.0,,0.47,,286.38,-77.88,,04-26
1035,002038,双鹭药业,0.84,-44.76,,17.04,,57504.91,-17.27,10派2,04-26
1036,300094,国联水产,0.06,-89.94,,1.32,,2276.57,-89.88,,04-26
1037,002070,*ST众和,-0.23,-1200.48,,-18.95,,-14682.11,-1200.3,,04-26
1038,300158,振东制药,0.22,54.08,,3.27,,6464.62,54.07,,04-26
1039,002766,索菱股份,0.41,-12.77,,8.42,,6526.36,1.17,,04-26
1040,603227,雪峰科技,0.34,-3.13,,7.35,,10043.62,15.75,,04-26
1041,600998,九州通,0.43,19.44,,8.42,,69453.49,23.87,,04-26
1042,000070,特发信息,0.33,63.29,,8.03,,9194.19,65.4,10派0.3,04-26
1043,603355,莱克电气,0.95,-1.04,,17.32,,36380.03,5.75,,04-26
1044,002263,大东南,0.02,0.0,,0.54,,1530.25,32.19,10派0.3转10,04-26
1045,600704,物产中大,0.6,46.23,,9.54,,138453.8,285.15,10派2.5转3,04-26
1046,300385,雪浪环境,0.47,-28.31,,8.38,,5655.93,22.91,,04-26
1047,300471,厚普股份,1.37,-57.0,,17.59,,17656.56,-1.69,,04-26
1048,002444,巨星科技,0.47,-6.0,,12.0,,47987.03,-5.52,,04-26
1049,600866,星湖科技,-0.65,0.77,,-33.53,,-42235.44,17.06,,04-26
1050,600601,方正科技,0.05,-57.97,,3.05,,10998.81,-57.97,10派0.1,04-26
1051,300260,新莱应材,0.02,-76.09,,0.31,,208.56,-76.05,,04-26
1052,600243,青海华鼎,0.04,-275.0,,1.1,,832.87,-254.6,10派0.2,04-26
1053,300292,吴通控股,0.61,110.34,,10.09,,16742.52,200.52,,04-26
1054,002573,清新环境,0.48,-6.24,,19.52,,50731.77,87.49,10派1,04-26
1055,300002,神州泰岳,0.18,-63.56,,7.45,,35134.12,-43.73,10派0.5,04-26
1056,000707,双环科技,0.03,53.61,,0.82,,1181.84,53.78,10派0.1,04-26
1057,300152,科融环境,0.04,-77.78,,1.76,,2592.37,-38.63,,04-26
1058,002759,天际股份,0.69,-14.81,,13.53,,5957.38,2.76,,04-26
1059,000725,京东方A,0.05,-47.13,2.2,2.13,,163627.05,-36.14,10派0.1,04-26
1060,300168,万达信息,0.23,-40.52,,12.7,,23082.05,21.53,,04-26
1061,300201,海伦哲,0.07,55.34,,3.4,,2556.82,55.17,,04-26
1062,002513,蓝丰生化,-0.32,77.78,,-6.17,,-6876.96,83.56,,04-26
1063,600589,广东榕泰,0.04,-30.0,,1.02,,2078.0,-32.84,10派0.09,04-26
1064,600606,绿地控股,0.58,-182.86,,14.12,,688642.67,-1988.78,10派2,04-26
1065,600623,华谊集团,0.38,-1.3,,5.68,,70407.33,105.68,10派1.05,04-26
1066,601098,中南传媒,0.94,14.63,,15.64,,169508.51,15.41,,04-26
1067,300297,蓝盾股份,0.13,-27.78,,11.89,,11945.25,238.37,,04-26
1068,300329,海伦钢琴,0.13,-32.37,,5.6,,3099.38,20.66,,04-26
1069,603567,珍宝岛,1.45,9.19,,18.01,,58530.5,22.63,,04-26
1070,300345,红宇新材,0.08,-33.33,,4.75,,3021.84,167.21,,04-26
1071,300362,天翔环境,0.46,39.48,,7.47,,4739.92,42.46,,04-26
1072,300379,东方通,0.61,-45.33,,8.74,,7068.64,23.76,,04-26
1073,002337,赛象科技,-0.17,-165.38,,-7.93,,-9883.69,-295.13,,04-26
1074,000596,古井贡酒,1.42,19.33,,15.91,,71557.84,19.85,10派1,04-26
1075,002037,久联发展,0.25,-62.69,,4.15,,8120.41,-63.08,10派0.5,04-26
1076,300109,新开源,0.43,65.38,,8.62,,5698.57,89.21,,04-26
1077,002390,信邦制药,0.14,-57.03,,7.07,,17437.94,20.45,10派0.3,04-26
1078,600462,九有股份,-0.07,-1736.59,,-11.83,,-3579.77,-1726.45,,04-26
1079,300157,恒泰艾普,0.13,-7.14,,3.31,,7505.17,-7.73,,04-26
1080,300109,新开源,0.43,65.38,,8.62,,5698.57,89.21,,04-26
1081,002390,信邦制药,0.14,-57.03,,7.07,,17437.94,20.45,10派0.3,04-26
1082,600462,九有股份,-0.07,-1736.59,,-11.83,,-3579.77,-1726.45,,04-26
1083,300157,恒泰艾普,0.13,-7.14,,3.31,,7505.17,-7.73,,04-26
1084,300497,富祥股份,1.73,74.75,,29.65,,9360.18,75.15,,04-26
1085,002781,奇信股份,0.72,-13.25,,14.02,,13034.79,-12.49,,04-26
1086,300206,理邦仪器,0.44,540.2,,8.59,,10320.92,668.34,,04-26
1087,000055,方大集团,0.14,7.69,,8.42,,10727.24,10.59,10派1,04-26
1088,300275,梅安森,-0.4,-322.22,,-10.69,,-6643.19,-322.2,,04-26
1089,600262,北方股份,-0.95,-230.14,,-14.53,,-16200.05,-229.96,,04-26
1090,601188,龙江交通,0.21,-8.74,,7.94,,27605.73,-8.75,,04-26
1091,000506,中润资源,0.02,-110.04,,1.41,,2173.44,-110.04,,04-26
1092,300001,特锐德,0.16,-60.0,,9.06,,14560.98,-8.47,,04-26
1093,300323,华灿光电,-0.14,-170.0,,-5.58,,-9596.39,-205.56,,04-26
1094,603555,贵人鸟,0.54,4.99,,14.36,,33183.7,6.28,,04-26
1095,000545,金浦钛业,0.13,0.0,,7.74,,13118.22,214.6,10派0.3,04-26
1096,002026,山东威达,0.23,-32.35,,4.97,,8003.18,-19.17,10派0.6,04-26
1097,600758,红阳能源,-0.43,-816.67,,-10.24,,-46536.67,-3702.67,,04-26
1098,601900,南方传媒,0.58,20.83,,17.74,,37698.24,22.09,,04-26
1099,300405,科隆股份,-0.42,-159.46,,-4.77,,-2869.19,-175.11,,04-26
1100,002411,必康股份,0.63,684.25,,26.11,,56828.68,1901.18,,04-26
1101,300178,腾邦国际,0.27,-48.72,,11.16,,14551.44,12.06,,04-26
1102,603116,红蜻蜓,0.79,-15.96,,13.0,,30000.95,-8.43,,04-26
1103,600882,广泽股份,-0.69,-337.93,,-22.63,,-27491.06,-341.48,,04-26
1104,603309,维力医疗,0.48,-46.67,,13.1,,9132.49,34.66,,04-26
1105,300264,佳创视讯,0.03,-62.5,,1.17,,716.69,-62.04,10转8,04-26
1106,300280,南通锻压,0.05,107.17,,1.0,,628.11,107.43,,04-26
1107,000407,胜利股份,0.04,-20.0,,1.61,,2873.94,-21.7,10派0.2,04-26
1108,600680,*ST上普,-0.25,-1137.5,,-7.18,,-9512.85,-1142.74,,04-26
1109,600306,商业城,-0.92,-606.07,,,,-16326.88,-606.11,,04-26
1110,300022,吉峰农机,0.04,-103.24,,12.23,,1269.14,-103.28,,04-26
1111,002304,洋河股份,3.56,-15.04,,25.37,,536518.55,19.03,10派18,04-26
1112,600025,华能水电,0.14,-53.33,,7.53,0.72,228731.11,-49.77,,04-26
1113,002689,远大智能,0.12,-65.69,,8.57,,11864.63,-37.45,,04-26
1114,000633,合金投资,-0.11,46.13,,-23.88,,-4222.4,46.1,,04-26
1115,002063,远光软件,0.2,-50.87,,7.39,,12122.75,-36.39,10派0.5,04-26
1116,603015,弘讯科技,0.35,-44.44,,6.99,,6706.65,-28.54,,04-26
1117,002095,生意宝,0.07,-56.25,,3.69,,1810.1,-45.76,,04-26
1118,300459,金科文化,0.19,-58.7,,9.06,,4847.77,33.99,,04-26
1119,600497,驰宏锌锗,0.03,-69.25,,0.71,,4952.56,-69.27,,04-26
1120,300183,东软载波,0.62,-44.18,,13.47,,27599.21,12.52,,04-26
1121,002464,众应互联,0.22,-124.72,,4.19,,3234.87,-124.99,,04-26
1122,000019,深深宝A,-0.12,-364.33,,-3.7,,-3525.62,-364.61,10转5,04-26
1123,601015,陕西黑猫,-0.45,-221.62,,-10.57,,-28092.82,-246.84,10转5,04-26
1124,002550,千红制药,0.42,-45.45,,12.26,,26715.12,9.02,10派1.5转10,04-26
1125,002244,滨江集团,0.37,-39.34,,12.02,,100286.28,20.97,10派0.33,04-26
1126,601567,三星医疗,0.5,-46.24,,19.14,,56395.47,51.45,,04-26
1127,601666,平煤股份,-0.91,-1176.46,,-20.53,,-213755.3,-1176.21,,04-26
1128,601798,蓝科高新,0.13,-20.75,,2.29,,4468.68,-19.29,10派0.2,04-26
1129,300399,京天利,0.22,-61.4,,7.83,,3400.23,-8.92,,04-26
1130,603001,奥康国际,0.97,51.09,,9.79,,39022.78,51.1,,04-26
1131,300447,全信股份,0.97,19.23,,15.9,,7177.19,45.72,,04-26
1132,300464,星徽精密,0.5,-23.08,,9.86,,3601.54,-11.05,,04-26
1133,002780,三夫户外,0.62,10.71,,14.46,,3080.21,10.6,,04-26
1134,000758,中色股份,0.38,41.11,,8.09,,37514.59,41.23,10派0.5转10,04-26
1135,300189,神农基因,0.01,-103.38,,0.59,,747.75,-108.45,10派0.02,04-26
1136,600892,大晟文化,-0.02,-200.0,,-14.1,,-98.03,-179.72,,04-26
1137,600559,老白干酒,0.54,28.57,,10.83,,7504.19,26.89,10派3转15,04-26
1138,002506,协鑫集成,0.25,-76.64,,99.27,,63850.22,-76.3,,04-26
1139,002217,合力泰,0.19,26.67,,8.7,,21810.58,48.15,10派0.16,04-26
1140,600891,秋林集团,0.42,200.0,,10.5,,23354.17,416.8,10派0.8,04-26
1141,300220,金运激光,-0.12,-237.85,,-5.22,,-1486.8,-318.98,,04-26
1142,300252,金信诺,0.34,-33.33,,17.94,,13853.66,66.14,,04-26
1143,002211,宏达新材,-0.14,-566.67,,-7.63,,-6065.29,-587.54,,04-26
1144,300273,和佳股份,0.14,-64.1,,6.37,,10581.89,-52.57,,04-26
1145,300305,裕兴股份,0.57,22.43,,6.4,,8204.37,22.64,,04-26
1146,300321,同大股份,0.78,18.8,,6.28,,3459.34,18.81,10派3.55,04-26
1147,300337,银邦股份,-0.23,-251.53,,-11.49,,-18679.03,-435.82,,04-26
1148,002297,博云新材,-0.34,-3500.0,,-12.77,,-13614.88,-2711.81,,04-26
1149,002040,南京港,0.09,6.01,,3.37,,2168.77,6.05,10派0.2,04-26
1150,002377,国创高新,0.07,-30.0,,4.15,,3114.7,-30.31,,04-26
1151,600792,云煤能源,-0.7,-1850.0,,-22.57,,-69684.77,-1938.99,,04-26
1152,002072,凯瑞德,-0.6,-2415.38,,-78.76,,-10589.57,-2405.99,,04-26
1153,600809,山西汾酒,0.6,46.34,,12.52,,52060.29,46.34,10派3.2,04-26
1154,002104,恒宝股份,0.53,29.27,,26.82,,37093.42,26.95,10派1,04-26
1155,600863,内蒙华电,0.12,-47.83,,6.68,,69914.65,-48.69,10派0.6,04-26
1156,002489,浙江永强,0.24,-64.18,,15.63,,51723.36,60.32,10派0.3,04-26
1157,002505,大康农业,0.0,-83.33,,0.05,,299.72,-80.89,,04-26
1158,000897,津滨发展,-0.12,-1936.51,,-13.99,,-18707.89,-1936.74,,04-26
1159,300004,南风股份,0.09,-82.0,,1.47,,4444.42,-59.12,,04-26
1160,000979,中弘股份,0.06,-60.0,,5.01,,28698.63,-1.51,10派0.1,04-26
1161,002639,雪人股份,0.03,-160.0,,1.22,,1657.56,-303.23,,04-26
1162,002077,大港股份,-0.05,-133.33,,-1.23,,-1842.56,-147.83,,04-26
1163,600476,湘邮科技,-0.25,-644.44,,-18.74,,-3952.98,-647.79,,04-26
1164,600851,海欣股份,0.13,-45.89,,3.17,,15743.01,-45.89,10派0.7,04-26
1165,603997,继峰股份,0.44,-21.43,,15.11,,17636.46,-12.54,,04-26
1166,600550,保变电气,0.06,20.41,,14.92,,9065.11,33.89,,04-26
1167,002259,升达林业,0.02,-12.5,,1.61,,1370.05,-10.84,,04-26
1168,002002,鸿达兴业,0.57,40.77,,15.28,,51908.51,49.57,10派2.02749送5.06872转10.1374,04-26
1169,300364,中文在线,0.27,-47.84,,6.57,,3125.47,-32.3,,04-26
1170,300445,康斯特,0.55,-52.08,,14.27,,4266.6,22.46,10派0.9转10,04-26
1171,002098,浔兴股份,0.23,-53.56,,10.1,,7196.83,-7.97,10派0.8,04-26
1172,300154,瑞凌股份,0.18,-64.0,,5.36,,8144.01,-27.46,,04-26
1173,300478,杭州高新,0.7,-23.91,,11.24,,4111.43,-10.91,,04-26
1174,600123,兰花科创,0.01,-79.49,,0.14,,1372.55,-79.45,10派1,04-26
1175,600143,金发科技,0.28,47.37,,8.77,,71171.53,42.81,10派1,04-26
1176,300402,宝色股份,0.02,-92.91,,0.6,,417.02,-90.97,10派0.1,04-25
1177,600523,贵航股份,0.57,23.91,,8.67,,16556.4,24.34,10派1.74,04-25
1178,300192,科斯伍德,0.14,-14.06,,5.23,,3472.21,-12.15,,04-25
1179,603988,中电电机,0.53,-38.23,,6.89,,4277.05,-21.29,,04-25
1180,300309,吉艾科技,0.17,-56.41,,5.71,,7439.35,-13.18,,04-25
1181,002269,美邦服饰,-0.17,-221.43,,-13.0,,-43192.15,-396.57,,04-25
1182,002333,罗普斯金,0.82,290.48,,14.74,,20612.72,283.81,,04-25
1183,300444,双杰电气,0.39,-46.43,,13.31,,9015.33,21.43,10派1.5,04-25
1184,002161,远望谷,0.02,-67.74,,1.18,,1726.03,-62.64,10派0.07,04-25
1185,002648,卫星石化,-0.55,-1462.5,,-13.13,,-43601.12,-1439.3,,04-25
1186,300083,劲胜智能,-2.12,-672.97,,-27.52,,-47050.2,-732.85,,04-25
