date,open,close,high,low,volume,code
2015-03-31,21.084,21.27,22.654,21.079,247959.0,300104
2015-04-02,21.345,20.973,22.395,20.362,274927.0,300104
2015-04-03,20.435,20.06,20.603,19.068,290786.0,300104
2015-04-07,19.972,20.013,20.421,19.559,194816.0,300104
2015-04-08,20.013,18.982,20.028,18.674,324816.0,300104
2015-04-09,19.046,20.843,20.843,18.565,304683.0,300104
2015-04-10,20.65,21.077,21.302,19.983,288533.0,300104
2015-04-13,21.447,21.054,21.483,20.879,247260.0,300104
2015-04-14,21.054,20.637,21.787,20.199,269999.0,300104
2015-04-15,21.447,19.018,21.556,18.996,307295.0,300104
2015-04-16,18.347,18.508,19.454,18.081,216540.0,300104
2015-04-17,18.644,18.635,19.679,18.24,216517.0,300104
2015-04-20,18.608,18.667,19.109,18.156,217529.0,300104
2015-04-21,18.887,20.534,20.534,18.887,334977.0,300104
2015-04-22,20.966,22.57,22.588,20.607,448226.0,300104
2015-04-23,22.72,23.108,24.785,22.72,372986.0,300104
2015-04-24,22.713,25.418,25.418,22.47,321537.0,300104
2015-04-27,27.007,25.421,27.275,24.976,338550.0,300104
2015-04-28,25.421,27.688,27.688,24.409,346877.0,300104
2015-04-29,27.018,30.457,30.457,26.442,352334.0,300104
2015-04-30,31.319,29.91,33.502,29.277,461501.0,300104
2015-05-04,29.504,28.653,30.184,27.688,319965.0,300104
2015-05-05,28.653,28.548,29.499,27.688,248250.0,300104
2015-05-06,29.277,31.09,31.403,28.823,389241.0,300104
2015-05-07,30.411,33.062,33.795,30.139,378433.0,300104
2015-05-08,33.062,33.577,33.816,31.594,355526.0,300104
2015-05-11,33.952,36.936,36.936,32.862,342291.0,300104
2015-05-12,37.864,40.631,40.631,37.787,277571.0,300104
2015-05-13,42.353,41.2,44.701,41.0,1344884.0,300104
2015-05-14,39.457,37.079,40.456,37.079,1261790.0,300104
2015-05-15,35.451,35.761,37.384,34.112,848931.0,300104
2015-05-18,35.96,38.358,38.707,35.811,907877.0,300104
2015-05-19,38.957,36.81,39.312,36.05,790866.0,300104
2015-05-20,36.964,37.209,37.838,35.416,840985.0,300104
2015-05-21,36.71,36.5,37.459,35.851,631868.0,300104
2015-05-22,36.515,40.151,40.151,36.515,1200864.0,300104
2015-05-25,38.458,38.128,39.262,37.609,826518.0,300104
2015-05-26,34.962,37.404,38.398,34.962,969667.0,300104
2015-05-27,37.958,35.821,38.208,35.361,874710.0,300104
2015-05-28,35.061,32.304,35.461,32.265,944912.0,300104
2015-05-29,32.299,33.873,34.837,32.155,678565.0,300104
2015-06-01,33.363,35.561,36.01,33.079,585489.0,300104
2015-06-02,36.06,36.01,36.37,34.812,690507.0,300104
2015-06-03,36.015,39.447,39.561,35.176,934622.0,300104
2015-06-04,38.702,38.248,40.645,35.935,724792.0,300104
2015-06-05,39.452,38.303,40.765,37.788,736984.0,300104
2015-06-08,37.159,35.576,37.209,34.472,760399.0,300104
2015-06-09,34.437,34.687,36.21,33.728,511766.0,300104
2015-06-10,34.792,35.151,35.531,33.793,416042.0,300104
2015-06-11,34.962,34.172,35.196,33.913,431985.0,300104
2015-06-12,33.713,35.711,36.31,32.474,652507.0,300104
2015-06-15,35.706,33.039,35.706,32.914,541007.0,300104
2015-06-16,32.215,32.919,33.768,30.866,549385.0,300104
2015-06-17,32.464,33.938,34.712,31.965,451385.0,300104
2015-06-18,32.584,30.546,32.964,30.546,546228.0,300104
2015-06-19,29.468,27.49,29.817,27.49,502340.0,300104
2015-06-23,26.366,27.12,27.52,25.527,658283.0,300104
2015-06-24,29.218,28.074,29.792,27.56,692201.0,300104
2015-06-25,28.144,25.872,28.164,25.747,486317.0,300104
2015-06-26,24.473,23.369,25.147,23.284,849014.0,300104
2015-06-29,23.954,23.499,24.723,21.077,955588.0,300104
2015-06-30,22.975,25.852,25.852,22.75,964943.0,300104
2015-07-01,27.145,27.37,28.439,26.97,1234456.0,300104
2015-07-02,27.37,28.718,29.967,26.496,1209405.0,300104
2015-07-03,26.87,29.513,31.41,25.847,1195034.0,300104
2015-07-06,31.965,26.561,31.965,26.561,1146646.0,300104
2015-07-07,23.919,23.904,25.117,23.904,591891.0,300104
2015-07-09,22.076,26.296,26.296,22.016,1096391.0,300104
2015-07-10,26.296,28.928,28.928,25.922,997910.0,300104
2015-07-13,29.468,31.785,31.8,28.219,1431477.0,300104
2015-07-14,29.967,28.818,32.564,28.803,1282331.0,300104
2015-07-15,27.974,25.936,28.004,25.936,663929.0,300104
2015-07-16,24.373,25.422,27.47,23.344,868111.0,300104
2015-07-17,25.932,26.826,27.47,25.422,666161.0,300104
2015-07-20,26.461,26.086,27.869,25.822,731173.0,300104
2015-07-21,24.723,25.192,25.966,24.723,671118.0,300104
2015-07-22,25.722,26.456,27.245,25.262,743341.0,300104
2015-07-23,26.041,26.776,26.955,25.917,706531.0,300104
2015-07-24,26.87,25.057,27.215,24.773,713810.0,300104
2015-07-27,23.474,22.55,24.253,22.55,898780.0,300104
2015-07-28,21.876,21.601,22.815,20.298,988894.0,300104
2015-07-29,22.101,23.764,23.764,20.692,969526.0,300104
2015-07-30,24.523,23.264,25.372,22.83,1050112.0,300104
2015-07-31,22.86,24.718,25.372,22.86,1075857.0,300104
2015-08-03,23.474,24.123,24.473,22.56,854755.0,300104
2015-08-04,24.148,25.462,25.547,23.264,663480.0,300104
2015-08-05,25.008,23.689,25.277,23.474,597805.0,300104
2015-08-06,22.72,22.775,23.474,22.485,328744.0,300104
2015-08-07,23.474,23.569,24.448,23.244,405085.0,300104
2015-08-10,23.634,25.137,25.662,23.474,639980.0,300104
