date,open,close,high,low,volume,code
2015-03-31,16.006,15.998,17.11,15.342,181070.0,002400
2015-04-01,15.654,16.142,16.583,15.194,135190.0,002400
2015-04-02,16.154,16.357,17.107,16.154,170800.0,002400
2015-04-03,16.357,16.384,16.896,16.142,115915.0,002400
2015-04-07,16.474,16.552,16.861,16.24,169885.0,002400
2015-04-08,16.552,15.533,16.552,15.303,208744.0,002400
2015-04-09,15.459,14.917,15.459,13.98,218758.0,002400
2015-04-10,14.749,15.764,15.818,14.354,188251.0,002400
2015-04-13,15.572,15.307,15.572,14.76,155601.0,002400
2015-04-14,15.252,14.995,15.537,14.893,129816.0,002400
2015-04-15,14.835,14.054,14.838,13.784,170370.0,002400
2015-04-16,13.898,13.991,14.542,13.585,151403.0,002400
2015-04-17,14.085,14.468,14.639,13.831,209323.0,002400
2015-04-20,14.444,14.183,14.518,13.851,138029.0,002400
2015-04-21,14.124,14.538,14.632,14.062,169654.0,002400
2015-04-22,14.6,14.838,15.014,14.6,146770.0,002400
2015-04-23,14.85,15.229,15.362,14.85,186421.0,002400
2015-04-24,15.03,14.635,15.03,14.436,168813.0,002400
2015-04-27,14.659,14.19,14.756,14.089,226524.0,002400
2015-04-28,14.19,13.511,14.339,13.156,234668.0,002400
2015-04-29,13.542,14.132,14.151,13.39,131915.0,002400
2015-04-30,14.128,14.577,14.788,14.112,174353.0,002400
2015-05-04,14.577,14.358,14.698,14.175,106035.0,002400
2015-05-05,14.327,13.8,14.534,13.628,146040.0,002400
2015-05-06,14.046,14.05,14.514,13.78,141554.0,002400
2015-05-07,13.976,13.64,14.483,13.562,134251.0,002400
2015-05-08,13.78,14.444,14.444,13.741,142914.0,002400
2015-05-11,14.717,15.073,15.092,14.448,262433.0,002400
2015-05-12,15.057,15.244,15.736,14.956,233484.0,002400
2015-05-13,15.323,15.654,15.846,15.041,226556.0,002400
2015-05-14,15.814,15.28,15.842,15.213,151098.0,002400
2015-05-15,14.974,14.346,15.003,14.099,405042.0,002400
2015-05-18,14.005,15.356,15.679,13.993,445846.0,002400
2015-05-19,15.491,16.894,16.894,15.432,611794.0,002400
2015-05-20,17.851,18.533,18.585,17.658,519562.0,002400
2015-05-21,18.163,18.362,19.085,17.358,650024.0,002400
2015-05-22,18.409,17.675,18.585,17.029,425615.0,002400
2015-05-25,17.088,18.075,18.556,17.041,320175.0,002400
2015-05-26,18.204,19.026,19.085,17.734,409544.0,002400
2015-05-27,19.907,18.879,19.907,18.497,336994.0,002400
2015-05-28,18.908,17.91,19.149,17.769,327963.0,002400
2015-06-02,19.701,19.701,19.701,19.701,14674.0,002400
2015-06-03,21.586,20.318,21.586,19.384,468122.0,002400
2015-06-04,20.247,20.805,21.398,18.797,303653.0,002400
2015-06-05,21.075,20.095,21.287,19.707,317331.0,002400
2015-06-08,20.089,19.413,20.089,18.497,277133.0,002400
2015-06-09,19.202,18.914,19.73,18.638,187114.0,002400
2015-06-10,18.791,19.666,19.707,18.368,233774.0,002400
2015-06-11,19.437,19.819,20.406,19.272,227964.0,002400
2015-06-12,19.842,19.907,20.494,19.83,211277.0,002400
2015-06-15,19.907,18.738,20.142,18.732,194551.0,002400
2015-06-16,18.615,17.299,18.615,17.205,219716.0,002400
2015-06-17,17.722,18.098,18.415,17.035,288818.0,002400
2015-06-18,18.139,17.705,18.791,17.675,187867.0,002400
2015-06-19,17.076,16.912,18.122,16.607,162927.0,002400
2015-06-23,16.859,16.718,17.37,15.297,182926.0,002400
2015-06-24,16.806,17.076,17.2,16.442,178331.0,002400
2015-06-25,17.035,16.648,17.323,16.442,150071.0,002400
2015-06-26,15.855,14.986,15.861,14.986,227691.0,002400
2015-06-29,15.268,13.524,15.268,13.488,312891.0,002400
2015-06-30,12.983,14.833,14.874,12.173,278693.0,002400
2015-07-01,14.487,14.868,16.148,14.387,283871.0,002400
2015-07-02,14.416,13.8,15.855,13.383,442237.0,002400
2015-07-03,13.623,14.264,15.174,12.42,305116.0,002400
2015-07-06,15.69,14.939,15.69,12.86,337929.0,002400
2015-07-07,14.363,13.447,14.68,13.447,180866.0,002400
2015-09-16,12.103,12.103,12.103,12.103,30509.0,002400
2015-09-17,10.993,10.928,11.627,10.893,743558.0,002400
2015-09-18,10.74,9.983,10.74,9.942,560386.0,002400
2015-09-21,9.883,10.981,10.981,9.812,433390.0,002400
2015-09-22,11.204,11.333,11.692,11.151,422572.0,002400
2015-09-23,10.993,11.04,11.187,10.922,298551.0,002400
2015-09-24,11.239,11.163,11.363,11.04,183809.0,002400
2015-09-25,11.128,10.353,11.128,10.1,315806.0,002400
2015-09-28,10.347,10.752,10.864,10.218,193764.0,002400
2015-09-29,10.541,10.746,11.046,10.452,200913.0,002400
2015-09-30,10.781,10.723,10.981,10.435,147158.0,002400
2015-10-08,11.14,11.316,11.568,11.04,236579.0,002400
2015-10-09,11.316,11.333,11.509,11.187,142495.0,002400
2015-10-12,11.457,11.692,11.921,11.304,264365.0,002400
2015-10-13,11.686,11.938,12.02,11.574,209671.0,002400
2015-10-14,11.938,12.097,12.772,11.932,250430.0,002400
2015-10-15,12.02,12.408,12.449,11.973,175357.0,002400
2015-10-16,12.408,12.249,12.69,11.95,321465.0,002400
2015-10-19,12.255,12.367,12.702,12.197,228127.0,002400
2015-10-20,12.326,13.271,13.318,12.273,284499.0,002400
2015-10-21,13.189,12.032,13.306,12.032,246316.0,002400
2015-10-22,12.108,12.59,12.719,12.044,149262.0,002400
2015-10-23,12.672,12.913,13.242,12.514,177734.0,002400
2015-10-26,12.925,12.731,13.095,12.625,153774.0,002400
2015-10-27,12.655,12.402,12.655,11.803,171949.0,002400
2015-10-28,12.161,12.067,12.625,11.962,131779.0,002400
2015-10-29,12.108,12.461,12.619,12.026,153564.0,002400
2015-10-30,12.455,13.001,13.518,12.42,264418.0,002400
2015-11-02,12.795,13.289,13.723,12.613,194828.0,002400
2015-11-03,13.259,13.67,14.211,13.23,155388.0,002400
2015-11-04,13.688,14.046,14.152,13.394,159849.0,002400
2015-11-05,14.023,13.559,14.399,13.459,209715.0,002400
2015-11-06,13.623,13.952,14.199,13.559,144247.0,002400
2015-11-09,13.982,14.381,14.563,13.982,178182.0,002400
2015-11-10,14.269,14.446,14.692,14.029,138518.0,002400
2015-11-11,14.598,14.504,14.921,14.081,136719.0,002400
2015-11-12,14.504,14.346,14.563,13.917,128629.0,002400
2015-11-13,14.081,13.917,14.24,13.811,94901.0,002400
2015-11-16,13.506,14.04,14.04,13.477,67017.0,002400
2015-11-17,14.14,13.764,14.446,13.688,98401.0,002400
2015-11-18,13.776,13.618,13.999,13.506,70617.0,002400
2015-11-19,13.623,14.187,14.199,13.623,113885.0,002400
2015-11-20,14.211,14.381,14.528,14.093,112302.0,002400
2015-11-23,14.446,14.974,15.385,14.446,194709.0,002400
2015-11-24,14.998,14.915,15.15,14.545,110019.0,002400
2015-11-25,14.945,14.915,15.045,14.686,99854.0,002400
2015-11-26,14.915,14.78,15.279,14.769,113160.0,002400
2015-11-27,14.68,14.005,14.962,13.512,111219.0,002400
2015-11-30,13.946,13.471,14.123,12.696,168973.0,002400
2015-12-01,14.093,14.663,14.816,13.852,290259.0,002400
2015-12-02,14.093,13.852,14.24,13.271,208207.0,002400
2015-12-03,13.852,14.44,14.61,13.776,151483.0,002400
2015-12-04,14.293,14.24,14.915,14.099,164648.0,002400
2015-12-07,14.181,14.633,14.739,13.923,122996.0,002400
2015-12-08,14.41,14.651,14.886,14.299,122041.0,002400
2015-12-09,14.669,14.128,14.774,13.776,131471.0,002400
2015-12-10,14.093,14.234,14.41,13.77,80194.0,002400
2015-12-11,14.064,13.805,14.205,13.805,49855.0,002400
2015-12-14,13.629,13.982,14.128,13.565,99270.0,002400
2015-12-15,13.917,13.976,14.258,13.899,99159.0,002400
2015-12-16,14.087,14.598,14.598,14.087,117498.0,002400
2015-12-17,14.622,14.939,15.162,14.616,157884.0,002400
2015-12-18,15.168,15.268,15.55,14.968,208871.0,002400
2015-12-21,15.18,15.42,15.843,15.15,144738.0,002400
2015-12-22,15.426,15.221,15.508,14.745,101516.0,002400
2015-12-23,15.191,14.774,15.268,14.774,82400.0,002400
2015-12-24,14.71,14.998,15.109,14.669,80408.0,002400
2015-12-25,15.003,15.168,15.45,14.939,100914.0,002400
2015-12-28,15.168,14.88,15.274,14.745,101999.0,002400
2015-12-29,14.798,14.956,14.998,14.575,92113.0,002400
2015-12-30,14.962,15.097,15.097,14.68,91582.0,002400
